n0,1-Pi0,Effect,S0,Power,Power SD,FDR,FDR SD,Accuracy,Accuracy SD,TPR,TPR SD,FPR,FPR SD,F1,F1 SD
5,0.09999999999999998,0.5,0.5,0.22761000000000003,0.011165030228351379,0.580828729281768,0.020561749960131447,0.5962833333333333,0.006202794571306317,0.22761000000000003,0.011165030228351379,0.03504333333333334,0.0012405589142612588,0.29502268308489954,0.014471847347182614
5,0.09999999999999998,0.5,1.0,0.10485000000000001,0.009529296931043759,0.8056828514203646,0.017301099475322736,0.5282744444444445,0.005209931280796067,0.10485000000000001,0.009529296931043759,0.04830111111111112,0.0013075559143439347,0.13619672843972613,0.012245651544016663
5,0.09999999999999998,1.0,0.5,0.45933000000000007,0.0077499096768930105,0.15408839779005526,0.014272393511773509,0.7250166666666665,0.004305505376051676,0.45933000000000007,0.0077499096768930105,0.009296666666666663,0.0008611010752103355,0.5953726506804926,0.010045249095130302
5,0.09999999999999998,1.0,1.0,0.22761000000000003,0.011165030228351379,0.580828729281768,0.020561749960131447,0.5962833333333333,0.006202794571306317,0.22761000000000003,0.011165030228351379,0.03504333333333334,0.0012405589142612588,0.29502268308489954,0.014471847347182614
5,0.09999999999999998,1.5,0.5,0.5305300000000001,0.0031857652141989395,0.022965009208103133,0.005866970928543163,0.7645722222222224,0.001769869563443868,0.5305300000000001,0.0031857652141989395,0.0013855555555555555,0.00035397391268877915,0.6876604018146467,0.004129313304211177
5,0.09999999999999998,1.5,1.0,0.3633599999999999,0.009735008988182808,0.330828729281768,0.017928193348402958,0.6717000000000002,0.0054083383267682205,0.3633599999999999,0.009735008988182808,0.019960000000000006,0.0010816676653536347,0.47097861309138056,0.01261828773581702
5,0.25,0.5,0.5,0.15724400000000002,0.004541328440005194,0.27604051565377535,0.020908510313099413,0.5686293333333333,0.0030275522933367947,0.15724400000000002,0.004541328440005194,0.019985333333333334,0.0015137761466683954,0.25837002957607624,0.0074619264541656155
5,0.25,0.5,1.0,0.091536,0.004431422345026481,0.5785635359116021,0.020402496984468152,0.524824,0.0029542815633509865,0.091536,0.004431422345026481,0.04188799999999999,0.0014771407816754915,0.15040420637528754,0.007281338062810519
5,0.25,1.0,0.5,0.21113999999999997,0.0015350570021989416,0.02790055248618784,0.007067481593917777,0.60456,0.0010233713347992965,0.21113999999999997,0.0015350570021989416,0.0020200000000000005,0.0005116856673996462,0.346927374301676,0.0025222757183682915
5,0.25,1.0,1.0,0.15724400000000002,0.004541328440005194,0.27604051565377535,0.020908510313099413,0.5686293333333333,0.0030275522933367947,0.15724400000000002,0.004541328440005194,0.019985333333333334,0.0015137761466683954,0.25837002957607624,0.0074619264541656155
5,0.25,1.5,0.5,0.216624,0.00045367830012024967,0.0026519337016574582,0.0020887582878464568,0.6082160000000001,0.0003024522000801886,0.216624,0.00045367830012024967,0.0001919999999999822,0.00015122610004007629,0.35593821886296423,0.0007454457773911433
5,0.25,1.5,1.0,0.197052,0.0027860538401114927,0.09276243093922654,0.012827135543791406,0.5951679999999999,0.0018573692267409986,0.197052,0.0027860538401114927,0.006715999999999992,0.0009286846133704979,0.3237791652974039,0.004577807821412249
5,0.5,0.5,0.5,0.098488,0.0013258416195006096,0.0931123388581952,0.012208486367408929,0.544188,0.0013258416195006124,0.098488,0.0013258416195006096,0.010112000000000005,0.0013258416195006122,0.17767995670214684,0.0023919206557831653
5,0.5,0.5,1.0,0.075886,0.0021215569754310165,0.3012338858195212,0.01953551542754158,0.5215859999999999,0.002121556975431019,0.075886,0.0021215569754310165,0.032714,0.002121556975431019,0.13690420349990978,0.003827452598648775
5,0.5,1.0,0.5,0.10794600000000003,0.0003675377531628553,0.006022099447513811,0.00338432553556957,0.553646,0.00036753775316286663,0.10794600000000003,0.0003675377531628553,0.0006540000000000034,0.0003675377531628666,0.19474291899693313,0.0006630664859513936
5,0.5,1.0,1.0,0.098488,0.0013258416195006096,0.0931123388581952,0.012208486367408929,0.544188,0.0013258416195006124,0.098488,0.0013258416195006096,0.010112000000000005,0.0013258416195006122,0.17767995670214684,0.0023919206557831653
5,0.5,1.5,0.5,0.10854399999999999,0.0001022936948203569,0.0005156537753222837,0.0009419308915318174,0.5542439999999998,0.00010229369482034413,0.10854399999999999,0.0001022936948203569,5.599999999999383e-05,0.0001022936948203441,0.19582175717120692,0.00018454572401289834
5,0.5,1.5,1.0,0.105962,0.00060576893284486,0.024290976058931858,0.005577982807042907,0.551662,0.0006057689328448603,0.105962,0.00060576893284486,0.0026380000000000028,0.0006057689328448602,0.19116362980335555,0.0010928539290002877
15,0.09999999999999998,0.5,0.5,0.46929999999999994,0.00796806124474453,0.13572744014732968,0.014674145938756069,0.7305555555555556,0.004426700691524742,0.46929999999999994,0.00796806124474453,0.008188888888888884,0.0008853401383049489,0.6082955281918341,0.010328011982818587
15,0.09999999999999998,0.5,1.0,0.21574000000000002,0.01120590915544116,0.6026887661141804,0.020637033435434923,0.5896888888888889,0.006225505086356194,0.21574000000000002,0.01120590915544116,0.03636222222222222,0.0012451010172712352,0.27963707064160725,0.014524833642827159
15,0.09999999999999998,1.0,0.5,0.54293,0.0002917190429162967,0.00012891344383057093,0.000537235806475684,0.7714611111111112,0.00016206613495351602,0.54293,0.0002917190429162967,7.777777777775441e-06,3.241322699069258e-05,0.7037329876863252,0.0003781193038448534
15,0.09999999999999998,1.0,1.0,0.46929999999999994,0.00796806124474453,0.13572744014732968,0.014674145938756069,0.7305555555555556,0.004426700691524742,0.46929999999999994,0.00796806124474453,0.008188888888888884,0.0008853401383049489,0.6082955281918341,0.010328011982818587
15,0.09999999999999998,1.5,0.5,0.543,0.0,0.0,0.0,0.7715000000000001,0.0,0.543,0.0,0.0,0.0,0.7038237200259233,2.220446049250313e-16
15,0.09999999999999998,1.5,1.0,0.53956,0.0018456435192094943,0.006335174953959483,0.003398975173498145,0.7695888888888891,0.0010253575106719307,0.53956,0.0018456435192094943,0.00038222222222221046,0.00020507150213439914,0.6993648736228127,0.0023922793508872075
15,0.25,0.5,0.5,0.213988,0.0010422360577143756,0.014788213627992632,0.004798508553012772,0.6064586666666668,0.0006948240384762358,0.213988,0.0010422360577143756,0.0010706666666666685,0.00034741201923810803,0.35160696680907,0.001712514061311823
15,0.25,0.5,1.0,0.15544,0.004296975680638652,0.2843462246777164,0.019783497608833567,0.5674266666666665,0.002864650453759103,0.15544,0.004296975680638652,0.02058666666666667,0.0014323252268795526,0.2554058494906342,0.007060426685242607
15,0.25,1.0,0.5,0.21719999999999995,5.551115123125783e-17,0.0,0.0,0.6086000000000001,1.1102230246251565e-16,0.21719999999999995,5.551115123125783e-17,0.0,0.0,0.3568846533026619,5.551115123125783e-17
15,0.25,1.0,1.0,0.213988,0.0010422360577143756,0.014788213627992632,0.004798508553012772,0.6064586666666668,0.0006948240384762358,0.213988,0.0010422360577143756,0.0010706666666666685,0.00034741201923810803,0.35160696680907,0.001712514061311823
15,0.25,1.5,0.5,0.21719999999999995,5.551115123125783e-17,0.0,0.0,0.6086000000000001,1.1102230246251565e-16,0.21719999999999995,5.551115123125783e-17,0.0,0.0,0.3568846533026619,5.551115123125783e-17
15,0.25,1.5,1.0,0.21713199999999994,0.00017022338264762816,0.00031307550644567224,0.0007837172313426596,0.6085546666666668,0.00011348225509841419,0.21713199999999994,0.00017022338264762816,2.266666666666417e-05,5.674112754920233e-05,0.3567729214590865,0.000279696652395033
15,0.5,0.5,0.5,0.108354,0.00021882413029645522,0.0022651933701657457,0.0020149551592675433,0.5540539999999999,0.00021882413029646007,0.108354,0.00021882413029645522,0.00024599999999998955,0.00021882413029646004,0.195478982500451,0.00039477562745165795
15,0.5,0.5,1.0,0.098566,0.0013758066724652853,0.09239410681399632,0.012668569728041298,0.544266,0.0013758066724652818,0.098566,0.0013758066724652853,0.010034000000000008,0.0013758066724652818,0.1778206747248782,0.00248206146935826
15,0.5,1.0,0.5,0.10859999999999997,2.7755575615628914e-17,0.0,0.0,0.5542999999999998,2.220446049250313e-16,0.10859999999999997,2.7755575615628914e-17,0.0,0.0,0.19592278549521924,5.551115123125783e-17
15,0.5,1.0,1.0,0.108354,0.00021882413029645522,0.0022651933701657457,0.0020149551592675433,0.5540539999999999,0.00021882413029646007,0.108354,0.00021882413029645522,0.00024599999999998955,0.00021882413029646004,0.195478982500451,0.00039477562745165795
15,0.5,1.5,0.5,0.10859999999999997,2.7755575615628914e-17,0.0,0.0,0.5542999999999998,2.220446049250313e-16,0.10859999999999997,2.7755575615628914e-17,0.0,0.0,0.19592278549521924,5.551115123125783e-17
15,0.5,1.5,1.0,0.10859599999999997,2.800000000000081e-05,3.683241252302026e-05,0.0002578268876611418,0.5542959999999998,2.7999999999996916e-05,0.10859599999999997,2.800000000000081e-05,3.999999999999559e-06,2.7999999999996916e-05,0.19591556918636122,5.051416200612946e-05
30,0.09999999999999998,0.5,0.5,0.5394100000000001,0.0017325992035089955,0.006611418047882136,0.003190790430034979,0.7695055555555556,0.0009625551130605423,0.5394100000000001,0.0017325992035089955,0.00039888888888888195,0.00019251102261211978,0.6991704471808167,0.002245753990290325
30,0.09999999999999998,0.5,1.0,0.345,0.009540440241414427,0.3646408839779005,0.01756987153114998,0.6614999999999999,0.005300244578563563,0.345,0.009540440241414427,0.022,0.0010600489157127151,0.4471808165910563,0.012366092341431552
30,0.09999999999999998,1.0,0.5,0.543,0.0,0.0,0.0,0.7715000000000001,0.0,0.543,0.0,0.0,0.0,0.7038237200259233,2.220446049250313e-16
