n0,1-Pi0,Effect,S0,Power,Power SD,FDR,FDR SD,Accuracy,Accuracy SD,TPR,TPR SD,FPR,FPR SD,F1,F1 SD
5,0.09999999999999998,0.5,0.5,2e-05,0.00014000000000000001,0.055,0.22242976419535224,0.5000066666666667,6.771399548974133e-05,2e-05,0.00014000000000000001,6.666666666663712e-06,2.6387426860072567e-05,3.9940099820339346e-05,0.0002795807342964343
5,0.09999999999999998,0.5,1.0,2e-05,0.00014000000000000001,0.055,0.22242976419535224,0.5000066666666667,6.771399548974133e-05,2e-05,0.00014000000000000001,6.666666666663712e-06,2.6387426860072567e-05,3.9940099820339346e-05,0.0002795807342964343
5,0.09999999999999998,1.0,0.5,0.00015,0.0004555216789572149,0.0575,0.22320114247019435,0.5000711111111111,0.00022458191609529336,0.00015,0.0004555216789572149,7.77777777777433e-06,2.834966849370537e-05,0.00029946137551643674,0.000908814362260061
5,0.09999999999999998,1.0,1.0,0.00015,0.0004555216789572149,0.0575,0.22320114247019435,0.5000711111111111,0.00022458191609529336,0.00015,0.0004555216789572149,7.77777777777433e-06,2.834966849370537e-05,0.00029946137551643674,0.000908814362260061
5,0.09999999999999998,1.5,0.5,0.00148,0.002312920232087566,0.04616666666666666,0.1637554918502311,0.5007333333333333,0.0011497986941360755,0.00148,0.002312920232087566,1.3333333333327424e-05,3.6106837353921596e-05,0.0029441303511550227,0.004583183564781972
5,0.09999999999999998,1.5,1.0,0.00148,0.002312920232087566,0.04616666666666666,0.1637554918502311,0.5007333333333333,0.0011497986941360755,0.00148,0.002312920232087566,1.3333333333327424e-05,3.6106837353921596e-05,0.0029441303511550227,0.004583183564781972
5,0.25,0.5,0.5,3.2e-05,0.00012237646832622686,0.03,0.15524174696260024,0.5000126666666667,6.014427099344157e-05,3.2e-05,0.00012237646832622686,6.666666666665932e-06,3.464101615137373e-05,6.396162558158192e-05,0.0002445957407312044
5,0.25,0.5,1.0,3.2e-05,0.00012237646832622686,0.03,0.15524174696260024,0.5000126666666667,6.014427099344157e-05,3.2e-05,0.00012237646832622686,6.666666666665932e-06,3.464101615137373e-05,6.396162558158192e-05,0.0002445957407312044
5,0.25,1.0,0.5,0.00022800000000000004,0.0003544234755204571,0.035,0.1477516685372979,0.5001093333333333,0.00017601010072025404,0.00022800000000000004,0.0003544234755204571,9.333333333332306e-06,3.889587238883523e-05,0.00045562281415360194,0.000707986144340751
5,0.25,1.0,1.0,0.00022800000000000004,0.0003544234755204571,0.035,0.1477516685372979,0.5001093333333333,0.00017601010072025404,0.00022800000000000004,0.0003544234755204571,9.333333333332306e-06,3.889587238883523e-05,0.00045562281415360194,0.000707986144340751
5,0.25,1.5,0.5,0.014000000000000002,0.009738336613611178,0.035353746255231695,0.038433985524944425,0.5069073333333334,0.004798295021266524,0.014000000000000002,0.009738336613611178,0.0001853333333333218,0.0002157323444559119,0.027410134070979444,0.018778809297202402
5,0.25,1.5,1.0,0.014000000000000002,0.009738336613611178,0.035353746255231695,0.038433985524944425,0.5069073333333334,0.004798295021266524,0.014000000000000002,0.009738336613611178,0.0001853333333333218,0.0002157323444559119,0.027410134070979444,0.018778809297202402
5,0.5,0.5,0.5,3.0000000000000004e-05,8.185352771872449e-05,0.03,0.17058722109231983,0.500011,4.877499359302343e-05,3.0000000000000004e-05,8.185352771872449e-05,7.999999999999119e-06,4.833218389437298e-05,5.9984804318624494e-05,0.00016365986527862628
5,0.5,0.5,1.0,3.0000000000000004e-05,8.185352771872449e-05,0.03,0.17058722109231983,0.500011,4.877499359302343e-05,3.0000000000000004e-05,8.185352771872449e-05,7.999999999999119e-06,4.833218389437298e-05,5.9984804318624494e-05,0.00016365986527862628
5,0.5,1.0,0.5,0.0004279999999999999,0.0006591024199621785,0.024837412587412587,0.11098644933000315,0.5002019999999999,0.0003127235200620523,0.0004279999999999999,0.0006591024199621785,2.3999999999997358e-05,7.631513611334727e-05,0.0008546980297451468,0.0013149866885371934
5,0.5,1.0,1.0,0.0004279999999999999,0.0006591024199621785,0.024837412587412587,0.11098644933000315,0.5002019999999999,0.0003127235200620523,0.0004279999999999999,0.0006591024199621785,2.3999999999997358e-05,7.631513611334727e-05,0.0008546980297451468,0.0013149866885371934
5,0.5,1.5,0.5,0.117396,0.012449834697697797,0.02467753130965189,0.0056371068065637145,0.5572060000000001,0.006033619477560717,0.117396,0.012449834697697797,0.002984000000000001,0.0007907869498164442,0.2093365434980921,0.019892617235074832
5,0.5,1.5,1.0,0.117396,0.012449834697697797,0.02467753130965189,0.0056371068065637145,0.5572060000000001,0.006033619477560717,0.117396,0.012449834697697797,0.002984000000000001,0.0007907869498164442,0.2093365434980921,0.019892617235074832
15,0.09999999999999998,0.5,0.5,0.0007100000000000001,0.0012751078385768006,0.03283333333333333,0.12996698298670575,0.5003488888888888,0.0006273636785670443,0.0007100000000000001,0.0012751078385768006,1.2222222222219026e-05,4.686465935324324e-05,0.0014151251349324946,0.0025365589575994003
15,0.09999999999999998,0.5,1.0,0.0007100000000000001,0.0012751078385768006,0.03283333333333333,0.12996698298670575,0.5003488888888888,0.0006273636785670443,0.0007100000000000001,0.0012751078385768006,1.2222222222219026e-05,4.686465935324324e-05,0.0014151251349324946,0.0025365589575994003
15,0.09999999999999998,1.0,0.5,0.22110999999999997,0.025986109751172836,0.0457595114449183,0.014275814760096527,0.609965,0.012944786964948529,0.22110999999999997,0.025986109751172836,0.0011799999999999988,0.00039621044414475296,0.3582731640729406,0.03452104433718731
15,0.09999999999999998,1.0,1.0,0.22110999999999997,0.025986109751172836,0.0457595114449183,0.014275814760096527,0.609965,0.012944786964948529,0.22110999999999997,0.025986109751172836,0.0011799999999999988,0.00039621044414475296,0.3582731640729406,0.03452104433718731
15,0.09999999999999998,1.5,0.5,0.82904,0.014111640584992232,0.04481632187702296,0.007173179719390271,0.9123566666666667,0.007053268133144,0.82904,0.014111640584992232,0.0043266666666666705,0.0007278956647524583,0.8875797071608234,0.008862023540460635
15,0.09999999999999998,1.5,1.0,0.82904,0.014111640584992232,0.04481632187702296,0.007173179719390271,0.9123566666666667,0.007053268133144,0.82904,0.014111640584992232,0.0043266666666666705,0.0007278956647524583,0.8875797071608234,0.008862023540460635
15,0.25,0.5,0.5,0.0011359999999999999,0.001353773984090402,0.043531746031746026,0.13367654122723704,0.5005533333333333,0.0006649644936218658,0.0011359999999999999,0.001353773984090402,2.933333333333121e-05,8.343726851819492e-05,0.002265366166328255,0.0026956056153175107
