n0,n1,1-Pi0,Effect,S0,S1,Power,Power SD,FDR,FDR SD,Accuracy,Accuracy SD,TPR,TPR SD,FPR,FPR SD,F1,F1 SD
5,5,0.25,0.5,0.5,0.5,8e-05,0.00019043809142780936,0.0,0.0,0.50004,9.521904571389417e-05,8e-05,0.00019043809142780936,0.0,0.0,0.0001599147178325579,0.0003806433426329398
5,5,0.25,0.5,0.5,1.0,1.3333333333333333e-05,7.180219742846006e-05,0.03333333333333333,0.17950549357115014,0.5000044444444444,3.823255674240746e-05,1.3333333333333333e-05,7.180219742846006e-05,4.4444444444439546e-06,2.3934065809484044e-05,2.6656004264960686e-05,0.0001435469760664935
5,5,0.25,0.5,1.0,0.5,2.6666666666666667e-05,9.977753031397176e-05,0.06666666666666667,0.24944382578492943,0.5000088888888888,5.370242654930329e-05,2.6666666666666667e-05,9.977753031397176e-05,8.888888888887909e-06,3.3259176771320266e-05,5.331200852992137e-05,0.00019947527051973564
5,5,0.25,0.5,1.0,1.0,1.3333333333333333e-05,7.180219742846007e-05,0.0,0.0,0.5000066666666666,3.590109871422607e-05,1.3333333333333333e-05,7.180219742846007e-05,0.0,0.0,2.6656004264960686e-05,0.00014354697606649356
5,5,0.25,1.0,0.5,0.5,0.28006666666666663,0.02422188175092009,0.03476728619608224,0.007469881525412407,0.63834,0.01187888696619155,0.28006666666666663,0.02422188175092009,0.0033866666666666676,0.0008706574782567678,0.4335516060773509,0.029459542745619755
5,5,0.25,1.0,0.5,1.0,0.0017466666666666663,0.0017327691389475081,0.04548941798941798,0.06952644314831725,0.5008444444444444,0.0008318356912780077,0.0017466666666666663,0.0017327691389475081,5.7777777777771414e-05,8.899993064221593e-05,0.0034799613316807395,0.003443690927820222
5,5,0.25,1.0,1.0,0.5,0.0018933333333333335,0.0024656214001522797,0.04927871148459384,0.09850807446925688,0.50092,0.0012082923364692814,0.0018933333333333335,0.0024656214001522797,5.333333333332746e-05,0.00010095837059199376,0.003766138135511794,0.004888580268290707
5,5,0.25,1.0,1.0,1.0,8e-05,0.00019043809142780936,0.0,0.0,0.50004,9.521904571389417e-05,8e-05,0.00019043809142780936,0.0,0.0,0.0001599147178325579,0.0003806433426329398
5,5,0.25,1.5,0.5,0.5,0.8883066666666667,0.007721611806409907,0.03843579881028143,0.0042889574730300035,0.938231111111111,0.0037300276370074666,0.8883066666666667,0.007721611806409907,0.011844444444444446,0.0014009873061875877,0.9234592170729193,0.004228559422072993
5,5,0.25,1.5,0.5,1.0,0.18964,0.02122849657104023,0.048031905392333346,0.00966329565712212,0.5932177777777777,0.010419766590594487,0.18964,0.02122849657104023,0.0032044444444444503,0.000788422397286629,0.31571000652291814,0.029632644804042065
5,5,0.25,1.5,1.0,0.5,0.19462666666666667,0.0168654861246933,0.049450879380720125,0.007475575639296583,0.5956177777777778,0.008217757346287925,0.19462666666666667,0.0168654861246933,0.003391111111111115,0.0006813349278810008,0.3227376628379638,0.023104386982526245
5,5,0.25,1.5,1.0,1.0,0.0031199999999999995,0.002986904752415115,0.017209808165690517,0.04028916857391856,0.50154,0.0014721463292807642,0.0031199999999999995,0.002986904752415115,3.999999999999559e-05,9.82815306110824e-05,0.006201427533503097,0.005925663012518053
5,15,0.25,0.5,0.5,0.5,0.04458666666666666,0.006769132555620074,0.11052021647106995,0.0260952223232446,0.5213577777777778,0.003231854568296244,0.04458666666666666,0.006769132555620074,0.0018711111111111012,0.0006191830539678926,0.08482032989671746,0.012286191310459077
5,15,0.25,0.5,0.5,1.0,0.0009733333333333334,0.001096337336569158,0.04587301587301588,0.1106463067175052,0.5004688888888889,0.0005387181860217963,0.0009733333333333334,0.001096337336569158,3.5555555555551637e-05,8.385761006271613e-05,0.0019420300295001451,0.00218476594635102
5,15,0.25,0.5,1.0,0.5,0.004146666666666667,0.001564551763995753,0.4221749711736189,0.1182571885154325,0.5015444444444445,0.0006926242813111159,0.004146666666666667,0.001564551763995753,0.0010577777777777723,0.000519753027770443,0.008225944728399989,0.003084775574055332
5,15,0.25,0.5,1.0,1.0,0.0011066666666666666,0.000988916354175395,0.20316137566137565,0.2823948948939897,0.5004844444444444,0.000466645502165566,0.0011066666666666666,0.000988916354175395,0.0001377777777777663,0.00019920830960901478,0.0022075909717792163,0.0019712037290064628
5,15,0.25,1.0,0.5,0.5,0.6673866666666666,0.017299782914501818,0.06406377040323238,0.005899207155315857,0.8260733333333332,0.008425804280766192,0.6673866666666666,0.017299782914501818,0.015239999999999983,0.0015720333612518837,0.7790294259063371,0.011945140965708813
5,15,0.25,1.0,0.5,1.0,0.4478666666666667,0.01558780149846525,0.0475547518539586,0.0062665150339446035,0.7202044444444444,0.0077230570292173145,0.4478666666666667,0.01558780149846525,0.007457777777777774,0.0010509584103316888,0.6090870043302709,0.0145326979553491
5,15,0.25,1.0,1.0,0.5,0.044399999999999995,0.007937085947205897,0.17552056893542226,0.030305258705343757,0.5206288888888888,0.0037773078139049896,0.044399999999999995,0.007937085947205897,0.0031422222222222203,0.0007340871546466939,0.08414031145385807,0.014304583140063148
5,15,0.25,1.0,1.0,1.0,0.04458666666666666,0.006769132555620074,0.11052021647106995,0.0260952223232446,0.5213577777777778,0.003231854568296244,0.04458666666666666,0.006769132555620074,0.0018711111111111012,0.0006191830539678926,0.08482032989671746,0.012286191310459077
5,15,0.25,1.5,0.5,0.5,0.9660666666666666,0.003806077012124448,0.060749438340656596,0.004827508984093674,0.9726155555555557,0.0022207561830807437,0.9660666666666666,0.003806077012124448,0.020835555555555548,0.0017462538386889207,0.9524619438417947,0.0033910919446664346
5,15,0.25,1.5,0.5,1.0,0.9215466666666667,0.0055758845835337115,0.04630681094899588,0.0047903929176779,0.9533111111111111,0.002775839323631185,0.9215466666666667,0.0055758845835337115,0.014924444444444436,0.0016264237827170543,0.937328410862413,0.003503242128491862
5,15,0.25,1.5,1.0,0.5,0.24874666666666664,0.020092249473090084,0.09611518200033199,0.0095686078598231,0.6199622222222222,0.00974285201735605,0.24874666666666664,0.020092249473090084,0.008822222222222228,0.0011685170511231036,0.38969982538130793,0.024818545864268824
5,15,0.25,1.5,1.0,1.0,0.30582666666666664,0.013560603067546646,0.07382113118685012,0.009946593921669248,0.6488422222222222,0.006581826456704316,0.30582666666666664,0.013560603067546646,0.008142222222222217,0.0012540581040745558,0.45963493792989085,0.015247784164859562
15,5,0.25,0.5,0.5,0.5,0.04317333333333333,0.007454704703891511,0.1162432219074193,0.03645991560656438,0.5206444444444444,0.0036814382589310138,0.04317333333333333,0.007454704703891511,0.001884444444444448,0.0006520471088033157,0.08222620243743803,0.013558386900934812
15,5,0.25,0.5,0.5,1.0,0.004346666666666667,0.0017427436861327473,0.4594761898960842,0.13488933634127043,0.5015133333333333,0.000781859132902919,0.004346666666666667,0.0017427436861327473,0.0013199999999999915,0.0007158315547772507,0.008612594679634126,0.003427273233911926
15,5,0.25,0.5,1.0,0.5,0.0013199999999999998,0.0014864723340849637,0.03441919191919192,0.08601553168855096,0.5006466666666667,0.0007278888804084252,0.0013199999999999998,0.0014864723340849637,2.666666666666373e-05,5.333333333332746e-05,0.002631640320582484,0.002958320382515401
15,5,0.25,0.5,1.0,1.0,0.0011333333333333332,0.0010123679612121714,0.2094708994708995,0.19854576842792143,0.5004955555555556,0.0004636995621635081,0.0011333333333333332,0.0010123679612121714,0.00014222222222221026,0.00015751151241483364,0.002260531791794465,0.002017077277162021
15,5,0.25,1.0,0.5,0.5,0.6644000000000001,0.013232283753507317,0.06504586084124918,0.005672148025506783,0.8244911111111113,0.006467273358329485,0.6644000000000001,0.013232283753507317,0.015417777777777779,0.0014905065838644218,0.7767089661533766,0.00917681509375254
15,5,0.25,1.0,0.5,1.0,0.04382666666666667,0.007326797087101262,0.19373884056995058,0.04882549693615973,0.5201644444444445,0.0036143636634071523,0.04382666666666667,0.007326797087101262,0.003497777777777781,0.0009698771718084004,0.08303962987808754,0.01327684333329722
15,5,0.25,1.0,1.0,0.5,0.44918666666666673,0.01401883811955264,0.04790270384707753,0.006117656039678336,0.72082,0.006803292231352798,0.44918666666666673,0.01401883811955264,0.007546666666666657,0.001080795317587245,0.6102497003338082,0.01275428004154266
15,5,0.25,1.0,1.0,1.0,0.04317333333333333,0.007454704703891511,0.1162432219074193,0.03645991560656438,0.5206444444444444,0.0036814382589310138,0.04317333333333333,0.007454704703891511,0.001884444444444448,0.0006520471088033157,0.08222620243743803,0.013558386900934812
15,5,0.25,1.5,0.5,0.5,0.9659066666666666,0.004490800473065896,0.06171254682239953,0.004622075887814393,0.97236,0.002147218700586445,0.9659066666666666,0.004490800473065896,0.021186666666666666,0.0017169654540410456,0.9518830919843607,0.0027976559726778276
15,5,0.25,1.5,0.5,1.0,0.24216000000000004,0.01648582421354783,0.09971773928142538,0.011599975272328695,0.616602222222222,0.007963760201262333,0.24216000000000004,0.01648582421354783,0.00895555555555555,0.0013150224144923368,0.3813536212283949,0.020572614925306328
15,5,0.25,1.5,1.0,0.5,0.9235466666666667,0.006785658078296874,0.04843690274810334,0.004017456846029943,0.9539333333333333,0.003131678049769399,0.9235466666666667,0.006785658078296874,0.01568000000000001,0.0014242762944607983,0.9373230288339744,0.003280221864088541
15,5,0.25,1.5,1.0,1.0,0.30111999999999994,0.015611756253968778,0.07581551355220549,0.009723010010763596,0.64644,0.007678823212310979,0.30111999999999994,0.015611756253968778,0.008240000000000003,0.0012021708758803088,0.45401239649782194,0.017989686841584203
15,15,0.25,0.5,0.5,0.5,0.46201333333333333,0.015529235510982358,0.04570975531417269,0.00579847359671366,0.7273133333333334,0.007601932502842807,0.46201333333333333,0.015529235510982358,0.007386666666666671,0.0010365755586974306,0.622432319220922,0.01406715236851106
15,15,0.25,0.5,0.5,1.0,0.01813333333333333,0.009947774737207423,0.05420218685891433,0.03952279535430549,0.5088733333333333,0.004865703100957423,0.01813333333333333,0.009947774737207423,0.00038666666666666477,0.000300813711271439,0.03538113436361295,0.019139073029686184
15,15,0.25,0.5,1.0,0.5,0.01992,0.007320764987349342,0.05477995362050801,0.03244940738755166,0.5097688888888888,0.00361436366340716,0.01992,0.007320764987349342,0.00038222222222221344,0.00023534581857554722,0.038913709401911814,0.01400350641007659
15,15,0.25,0.5,1.0,1.0,0.00156,0.0019193054299233704,0.05260214931267563,0.1280411266723969,0.50076,0.0009389671236306798,0.00156,0.0019193054299233704,3.999999999999559e-05,7.812620369442225e-05,0.0031069696252051804,0.003816033550838916
15,15,0.25,1.0,0.5,0.5,0.9972666666666666,0.0008646129512999175,0.0486588179404232,0.004042229059890949,0.9901288888888892,0.0008591008794010576,0.9972666666666666,0.0008646129512999175,0.01700888888888889,0.00148381224062618,0.9737581767526658,0.0021613192881918377
15,15,0.25,1.0,0.5,1.0,0.7677600000000001,0.010304484460660807,0.04850482860990362,0.006254596415072043,0.8773444444444445,0.00462207531817836,0.7677600000000001,0.010304484460660807,0.013071111111111111,0.0018826249077311982,0.8497422057710828,0.0053184961859691435
15,15,0.25,1.0,1.0,0.5,0.7661866666666668,0.01069566059463162,0.05009715262362987,0.0054605969074644455,0.8763533333333334,0.005253433445182592,0.7661866666666668,0.01069566059463162,0.013480000000000002,0.001584124948308002,0.848160391765425,0.006759753980823211
15,15,0.25,1.0,1.0,1.0,0.46201333333333333,0.015529235510982358,0.04570975531417269,0.00579847359671366,0.7273133333333334,0.007601932502842807,0.46201333333333333,0.015529235510982358,0.007386666666666671,0.0010365755586974306,0.622432319220922,0.01406715236851106
15,15,0.25,1.5,0.5,0.5,1.0,0.0,0.04865258795293462,0.004075888119766939,0.9914733333333333,0.0007501802252594856,1.0,0.0,0.017053333333333334,0.0015003604505189668,0.9750627125295558,0.0021402562481701213
15,15,0.25,1.5,0.5,1.0,0.9921466666666666,0.0015747451292898893,0.04890100626178182,0.005776361521156677,0.9875644444444446,0.0010809780664966845,0.9921466666666666,0.0015747451292898893,0.017017777777777774,0.002121769585237649,0.9711781723836838,0.0028500488404943586
15,15,0.25,1.5,1.0,0.5,0.9921466666666667,0.0016572534172204598,0.04974587511748114,0.005367011872036193,0.9874111111111111,0.0012135144349988644,0.9921466666666667,0.0016572534172204598,0.017324444444444434,0.001974934285514021,0.9707397617684079,0.0028385148919609126
15,15,0.25,1.5,1.0,1.0,0.9296933333333331,0.007164120477924858,0.048819381105832775,0.004307385559091932,0.956888888888889,0.00337609607259005,0.9296933333333331,0.007164120477924858,0.015915555555555554,0.0015122152828643245,0.9402906009879992,0.0036401867014625123
