n0,1-Pi0,Effect,S0,Bonferroni Method,,,,,,,,,,,,Holm Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Power bonf,Power SD bonf,FDR bonf,FDR SD bonf,Accuracy bonf,Accuracy SD bonf,TPR bonf,TPR SD bonf,FPR bonf,FPR SD bonf,F1 bonf,F1 SD bonf,Power holm,Power SD holm,FDR holm,FDR SD holm,Accuracy holm,Accuracy SD holm,TPR holm,TPR SD holm,FPR holm,FPR SD holm,F1 holm,F1 SD holm,Power sg,Power SD sg,FDR sg,FDR SD sg,Accuracy sg,Accuracy SD sg,TPR sg,TPR SD sg,FPR sg,FPR SD sg,F1 sg,F1 SD sg,Power bh,Power SD bh,FDR bh,FDR SD bh,Accuracy bh,Accuracy SD bh,TPR bh,TPR SD bh,FPR bh,FPR SD bh,F1 bh,F1 SD bh,Power by,Power SD by,FDR by,FDR SD by,Accuracy by,Accuracy SD by,TPR by,TPR SD by,FPR by,FPR SD by,F1 by,F1 SD by,Power Q,Power SD Q,FDR Q,FDR SD Q,Accuracy Q,Accuracy SD Q,TPR Q,TPR SD Q,FPR Q,FPR SD Q,F1 Q,F1 SD Q
15,0.25,1.5,1,0.119104,0.006580242,0.000297462,0.001057153,0.559546,0.003288805,0.119104,0.006580242,1.20E-05,4.26E-05,0.212787332,0.0105014,0.12082,0.006783126,0.000293063,0.001041883,0.560404,0.003390193,0.12082,0.006783126,1.20E-05,4.26E-05,0.215519872,0.010786906,0.217132,0.000170223,0.000313076,0.000783717,0.608554667,0.000113482,0.217132,0.000170223,2.27E-05,5.67E-05,0.356772921,0.000279697,0.911808,0.005535769,0.037967103,0.004109337,0.949904,0.002872046,0.911808,0.005535769,0.012,0.001343825,0.936235561,0.003653427,0.637696,0.012841697,0.003999085,0.001501797,0.81842,0.006363098,0.637696,0.012841697,0.000856,0.000328866,0.777477518,0.009407896,0.931792,0.005684077,0.050363145,0.005014206,0.957654667,0.002819746,0.931792,0.005684077,0.016482667,0.001742925,0.940612632,0.003564433
15,0.5,0.5,0.5,0.010928,0.001524341,0.000541643,0.003114799,0.505461,0.000761957,0.010928,0.001524341,6.00E-06,3.41E-05,0.021615112,0.002981977,0.010962,0.001544978,0.000539512,0.003105165,0.505478,0.000772215,0.010962,0.001544978,6.00E-06,3.41E-05,0.021681525,0.003022104,0.108354,0.000218824,0.002265193,0.002014955,0.554054,0.000218824,0.108354,0.000218824,0.000246,0.000218824,0.195478983,0.000394776,0.55695,0.0111308,0.025327408,0.002914204,0.771234,0.005387026,0.55695,0.0111308,0.014482,0.001774507,0.70877893,0.008927037,0.119172,0.009106658,0.002544615,0.002024045,0.559433,0.004535924,0.119172,0.009106658,0.000306,0.000242413,0.212787626,0.014538245,0.70438,0.01238533,0.049407591,0.004128995,0.833865,0.005341299,0.70438,0.01238533,0.03665,0.003561727,0.809093101,0.007612054
15,0.5,0.5,1,0.00032,0.000257682,0.013333333,0.077028133,0.500157,0.000130579,0.00032,0.000257682,6.00E-06,3.41E-05,0.000639659,0.000514947,0.00032,0.000257682,0.013333333,0.077028133,0.500157,0.000130579,0.00032,0.000257682,6.00E-06,3.41E-05,0.000639659,0.000514947,0.098566,0.001375807,0.092394107,0.01266857,0.544266,0.001375807,0.098566,0.001375807,0.010034,0.001375807,0.177820675,0.002482061,0.003782,0.003161531,0.026825734,0.059918528,0.501836,0.00153815,0.003782,0.003161531,0.00011,0.000163401,0.00751442,0.006256946,5.40E-05,0.000126032,0,0,0.500027,6.30E-05,5.40E-05,0.000126032,0,0,0.000107962,0.000251954,0.010412,0.005523392,0.03699973,0.032810769,0.504985,0.002628284,0.010412,0.005523392,0.000442,0.000421706,0.020538463,0.010796072
15,0.5,1,0.5,0.47016,0.007766183,1.30E-05,7.38E-05,0.735077,0.003886125,0.47016,0.007766183,6.00E-06,3.41E-05,0.639563372,0.007174857,0.50385,0.008334333,1.62E-05,7.91E-05,0.751921,0.004171386,0.50385,0.008334333,8.00E-06,3.92E-05,0.670035828,0.007358124,0.1086,2.78E-17,0,0,0.5543,2.22E-16,0.1086,2.78E-17,0,0,0.195922785,5.55E-17,0.998558,0.000491768,0.025236787,0.002199241,0.98635,0.001191847,0.998558,0.000491768,0.025858,0.002311587,0.986515856,0.001162992,0.976736,0.002044481,0.002678878,0.000718412,0.987056,0.001099665,0.976736,0.002044481,0.002624,0.000704999,0.98692007,0.001122453,0.999562,0.000293523,0.050283583,0.003825377,0.973311,0.002100233,0.999562,0.000293523,0.05294,0.004243065,0.97399783,0.001992218
15,0.5,1,1,0.010928,0.001524341,0.000541643,0.003114799,0.505461,0.000761957,0.010928,0.001524341,6.00E-06,3.41E-05,0.021615112,0.002981977,0.010962,0.001544978,0.000539512,0.003105165,0.505478,0.000772215,0.010962,0.001544978,6.00E-06,3.41E-05,0.021681525,0.003022104,0.108354,0.000218824,0.002265193,0.002014955,0.554054,0.000218824,0.108354,0.000218824,0.000246,0.000218824,0.195478983,0.000394776,0.55695,0.0111308,0.025327408,0.002914204,0.771234,0.005387026,0.55695,0.0111308,0.014482,0.001774507,0.70877893,0.008927037,0.119172,0.009106658,0.002544615,0.002024045,0.559433,0.004535924,0.119172,0.009106658,0.000306,0.000242413,0.212787626,0.014538245,0.70438,0.01238533,0.049407591,0.004128995,0.833865,0.005341299,0.70438,0.01238533,0.03665,0.003561727,0.809093101,0.007612054
15,0.5,1.5,0.5,0.981988,0.001673277,6.11E-06,3.48E-05,0.990991,0.000837746,0.981988,0.001673277,6.00E-06,3.41E-05,0.990908436,0.000853091,0.990068,0.001376436,1.01E-05,4.40E-05,0.995029,0.000691129,0.990068,0.001376436,1.00E-05,4.36E-05,0.995003736,0.0006981,0.1086,2.78E-17,0,0,0.5543,2.22E-16,0.1086,2.78E-17,0,0,0.195922785,5.55E-17,1,0,0.025229805,0.002189166,0.987056,0.001152417,1,0,0.025888,0.002304833,0.987222684,0.001122937,0.999994,3.41E-05,0.002692262,0.000694473,0.998647,0.000349701,0.999994,3.41E-05,0.0027,0.000698284,0.998648941,0.000348748,1,0,0.050282743,0.003820012,0.973519,0.002118098,1,0,0.052962,0.004236196,0.9742063,0.002009989
15,0.5,1.5,1,0.119354,0.004400896,5.13E-05,0.000291582,0.559674,0.002202163,0.119354,0.004400896,6.00E-06,3.41E-05,0.213226408,0.007023911,0.122858,0.004595066,5.00E-05,0.000284558,0.561426,0.002299549,0.122858,0.004595066,6.00E-06,3.41E-05,0.21879991,0.007287539,0.108596,2.80E-05,3.68E-05,0.000257827,0.554296,2.80E-05,0.108596,2.80E-05,4.00E-06,2.80E-05,0.195915569,5.05E-05,0.952054,0.003223645,0.025251906,0.002290734,0.963692,0.00187188,0.952054,0.003223645,0.02467,0.002305884,0.963263009,0.00191997,0.74163,0.007458009,0.002679164,0.000883189,0.869819,0.003776233,0.74163,0.007458009,0.001992,0.000654168,0.850656646,0.004956893,0.977954,0.002265013,0.050272253,0.003933972,0.963083,0.001964793,0.977954,0.002265013,0.051788,0.004314795,0.963626939,0.001876282
30,0.1,0.5,0.5,0.15173,0.011201656,0.000620265,0.001863896,0.575859444,0.005596402,0.15173,0.011201656,1.11E-05,3.33E-05,0.263293275,0.016926652,0.15248,0.011381107,0.000618911,0.001860103,0.576234444,0.005686369,0.15248,0.011381107,1.11E-05,3.33E-05,0.264418291,0.017179429,0.53941,0.001732599,0.006611418,0.00319079,0.769505556,0.000962555,0.53941,0.001732599,0.000398889,0.000192511,0.699170447,0.002245754,0.80817,0.013521135,0.045644656,0.00675648,0.901935,0.006718006,0.80817,0.013521135,0.0043,0.000674125,0.875126101,0.008318563,0.49651,0.019438876,0.004947231,0.003087444,0.748117222,0.009704886,0.49651,0.019438876,0.000275556,0.000174611,0.662233178,0.017278406,0.81997,0.013894211,0.051195979,0.007600854,0.907522778,0.006849994,0.81997,0.013894211,0.004924444,0.000787695,0.879607713,0.008122701
30,0.1,0.5,1,0.00261,0.001748685,0.030845238,0.119608215,0.501299444,0.000871988,0.00261,0.001748685,1.11E-05,3.33E-05,0.005199674,0.003476184,0.00261,0.001748685,0.030845238,0.119608215,0.501299444,0.000871988,0.00261,0.001748685,1.11E-05,3.33E-05,0.005199674,0.003476184,0.345,0.00954044,0.364640884,0.017569872,0.6615,0.005300245,0.345,0.00954044,0.022,0.001060049,0.447180817,0.012366092,0.02091,0.011371979,0.047125284,0.04546426,0.510385,0.005634841,0.02091,0.011371979,0.00014,0.000163767,0.040654005,0.021534817,0.0008,0.001208305,0.015833333,0.107170036,0.500398333,0.00060303,0.0008,0.001208305,3.33E-06,1.90E-05,0.001595714,0.002407825,0.02364,0.011738416,0.053797506,0.044549832,0.511733333,0.005812078,0.02364,0.011738416,0.000173333,0.000175907,0.045843346,0.022039564
30,0.1,1,0.5,0.99305,0.002380651,0.000100635,0.000301904,0.996519444,0.001191259,0.99305,0.002380651,1.11E-05,3.33E-05,0.996461476,0.001215196,0.99367,0.002240781,0.000100574,0.000301722,0.996829444,0.001121431,0.99367,0.002240781,1.11E-05,3.33E-05,0.996773709,0.001145667,0.543,0,0,0,0.7715,0,0.543,0,0,0,0.70382372,2.22E-16,1,0,0.045840641,0.00638849,0.997328333,0.000390322,1,0,0.005343333,0.000780645,0.976531071,0.003347758,0.99994,0.000237487,0.004703675,0.002048345,0.999707222,0.00014291,0.99994,0.000237487,0.000525556,0.000229791,0.997611627,0.001005761,1,0,0.050849337,0.006943032,0.997020556,0.000429014,1,0,0.005958889,0.000858027,0.973899023,0.003658363
30,0.1,1,1,0.15173,0.011201656,0.000620265,0.001863896,0.575859444,0.005596402,0.15173,0.011201656,1.11E-05,3.33E-05,0.263293275,0.016926652,0.15248,0.011381107,0.000618911,0.001860103,0.576234444,0.005686369,0.15248,0.011381107,1.11E-05,3.33E-05,0.264418291,0.017179429,0.53941,0.001732599,0.006611418,0.00319079,0.769505556,0.000962555,0.53941,0.001732599,0.000398889,0.000192511,0.699170447,0.002245754,0.80817,0.013521135,0.045644656,0.00675648,0.901935,0.006718006,0.80817,0.013521135,0.0043,0.000674125,0.875126101,0.008318563,0.49651,0.019438876,0.004947231,0.003087444,0.748117222,0.009704886,0.49651,0.019438876,0.000275556,0.000174611,0.662233178,0.017278406,0.81997,0.013894211,0.051195979,0.007600854,0.907522778,0.006849994,0.81997,0.013894211,0.004924444,0.000787695,0.879607713,0.008122701
30,0.1,1.5,0.5,1,0,9.99E-05,0.0002997,0.999994444,1.67E-05,1,0,1.11E-05,3.33E-05,0.999950025,0.000149925,1,0,9.99E-05,0.0002997,0.999994444,1.67E-05,1,0,1.11E-05,3.33E-05,0.999950025,0.000149925,0.543,0,0,0,0.7715,0,0.543,0,0,0,0.70382372,2.22E-16,1,0,0.045840641,0.00638849,0.997328333,0.000390322,1,0,0.005343333,0.000780645,0.976531071,0.003347758,1,0,0.004703516,0.002048468,0.999737222,0.000114895,1,0,0.000525556,0.000229791,0.997641642,0.001029125,1,0,0.050849337,0.006943032,0.997020556,0.000429014,1,0,0.005958889,0.000858027,0.973899023,0.003658363
30,0.1,1.5,1,0.76506,0.011067809,0.000130317,0.000390989,0.882524444,0.005533207,0.76506,0.011067809,1.11E-05,3.33E-05,0.86680039,0.007101195,0.77151,0.011660613,0.00012921,0.000387674,0.885749444,0.005829573,0.77151,0.011660613,1.11E-05,3.33E-05,0.870921574,0.007426032,0.54299,9.95E-05,1.84E-05,0.000183239,0.771494444,5.53E-05,0.54299,9.95E-05,1.11E-06,1.11E-05,0.703810758,0.000128968,0.99746,0.001499467,0.045886466,0.006422693,0.996062222,0.000794242,0.99746,0.001499467,0.005335556,0.000784256,0.97529312,0.003338618,0.97812,0.004654632,0.004694822,0.00204361,0.988803333,0.002304309,0.97812,0.004654632,0.000513333,0.000224862,0.986630082,0.002363564,0.99773,0.001413188,0.050821584,0.006942594,0.995893889,0.000734935,0.99773,0.001413188,0.005942222,0.00085829,0.972834178,0.003559645
30,0.25,0.5,0.5,0.151656,0.007041368,0.000160618,0.000636144,0.575824,0.003522115,0.151656,0.007041368,8.00E-06,3.17E-05,0.263299835,0.010642656,0.153796,0.007205663,0.00015851,0.000627817,0.576894,0.003604307,0.153796,0.007205663,8.00E-06,3.17E-05,0.266518097,0.010850822,0.217144,0.000138795,0.000257827,0.000639018,0.608562667,9.25E-05,0.217144,0.000138795,1.87E-05,4.63E-05,0.356792639,0.000228056,0.893964,0.006664316,0.037716538,0.004380088,0.941138667,0.003320009,0.893964,0.006664316,0.011686667,0.001415643,0.926847819,0.004004569,0.633004,0.012504015,0.004042229,0.001557869,0.816073333,0.006234317,0.633004,0.012504015,0.000857333,0.000332669,0.773972503,0.009330496,0.9147,0.006000367,0.050396638,0.004972484,0.949254667,0.003032262,0.9147,0.006000367,0.016190667,0.00168647,0.931807883,0.003851161
30,0.25,0.5,1,0.002548,0.001008214,0.008789683,0.037131552,0.50127,0.000503885,0.002548,0.001008214,8.00E-06,3.17E-05,0.005080904,0.002005624,0.002552,0.001016315,0.008789683,0.037131552,0.501272,0.000507953,0.002552,0.001016315,8.00E-06,3.17E-05,0.005088831,0.002021658,0.197772,0.002666686,0.089447514,0.012277561,0.595648,0.001777791,0.197772,0.002666686,0.006476,0.000888895,0.324962208,0.004381673,0.07268,0.011561246,0.039341013,0.013841579,0.535834667,0.005655114,0.07268,0.011561246,0.001010667,0.00044907,0.134900712,0.019945543,0.00178,0.001601374,0.003130342,0.018140544,0.500888,0.000798492,0.00178,0.001601374,4.00E-06,2.27E-05,0.003548495,0.003186174,0.099056,0.013864085,0.049058576,0.014440614,0.548664667,0.006752938,0.099056,0.013864085,0.001726667,0.000626347,0.179104936,0.022613764
30,0.25,1,0.5,0.993176,0.001680781,2.42E-05,9.57E-05,0.996584,0.000843333,0.993176,0.001680781,8.00E-06,3.17E-05,0.996563608,0.000855729,0.994604,0.001420417,3.22E-05,0.000109162,0.997296667,0.000713824,0.994604,0.001420417,1.07E-05,3.62E-05,0.997278196,0.00072622,0.2172,5.55E-17,0,0,0.6086,1.11E-16,0.2172,5.55E-17,0,0,0.356884653,5.55E-17,1,0,0.03777511,0.003996226,0.993454,0.000718807,1,0,0.013092,0.001437615,0.980744612,0.002074964,0.99998,8.72E-05,0.003946685,0.00131299,0.999329333,0.000221072,0.99998,8.72E-05,0.001321333,0.00044145,0.998012354,0.000656799,1,0,0.050145394,0.004838387,0.991196667,0.000893103,1,0,0.017606667,0.001786206,0.974276183,0.00254419
30,0.25,1,1,0.151656,0.007041368,0.000160618,0.000636144,0.575824,0.003522115,0.151656,0.007041368,8.00E-06,3.17E-05,0.263299835,0.010642656,0.153796,0.007205663,0.00015851,0.000627817,0.576894,0.003604307,0.153796,0.007205663,8.00E-06,3.17E-05,0.266518097,0.010850822,0.217144,0.000138795,0.000257827,0.000639018,0.608562667,9.25E-05,0.217144,0.000138795,1.87E-05,4.63E-05,0.356792639,0.000228056,0.893964,0.006664316,0.037716538,0.004380088,0.941138667,0.003320009,0.893964,0.006664316,0.011686667,0.001415643,0.926847819,0.004004569,0.633004,0.012504015,0.004042229,0.001557869,0.816073333,0.006234317,0.633004,0.012504015,0.000857333,0.000332669,0.773972503,0.009330496,0.9147,0.006000367,0.050396638,0.004972484,0.949254667,0.003032262,0.9147,0.006000367,0.016190667,0.00168647,0.931807883,0.003851161
30,0.25,1.5,0.5,1,0,2.40E-05,9.50E-05,0.999996,1.58E-05,1,0,8.00E-06,3.17E-05,0.999988002,4.75E-05,1,0,3.20E-05,0.000108474,0.999994667,1.81E-05,1,0,1.07E-05,3.62E-05,0.999984003,5.42E-05,0.2172,5.55E-17,0,0,0.6086,1.11E-16,0.2172,5.55E-17,0,0,0.356884653,5.55E-17,1,0,0.03777511,0.003996226,0.993454,0.000718807,1,0,0.013092,0.001437615,0.980744612,0.002074964,1,0,0.003946617,0.001312985,0.999339333,0.000220725,1,0,0.001321333,0.00044145,0.998022356,0.000659324,1,0,0.050145394,0.004838387,0.991196667,0.000893103,1,0,0.017606667,0.001786206,0.974276183,0.00254419
30,0.25,1.5,1,0.766672,0.007987366,3.12E-05,0.000123484,0.883332,0.003992582,0.766672,0.007987366,8.00E-06,3.17E-05,0.867892981,0.005122418,0.783356,0.007967714,3.56E-05,0.000129871,0.891673333,0.003982646,0.783356,0.007967714,9.33E-06,3.40E-05,0.878482715,0.005014224,0.2172,5.55E-17,0,0,0.6086,1.11E-16,0.2172,5.55E-17,0,0,0.356884653,5.55E-17,0.999316,0.000563688,0.037766939,0.003994292,0.993118,0.000801324,0.999316,0.000563688,0.01308,0.001435239,0.980419849,0.00212344,0.989708,0.002077579,0.003951402,0.001313599,0.994199333,0.001058531,0.989708,0.002077579,0.001309333,0.000437114,0.992866639,0.001228113,0.999552,0.00042059,0.050156064,0.004840636,0.990974667,0.000932799,0.999552,0.00042059,0.017602667,0.001785669,0.974057934,0.002568227
30,0.5,0.5,0.5,0.151914,0.004905202,6.56E-05,0.00028591,0.575952,0.002452121,0.151914,0.004905202,1.00E-05,4.36E-05,0.263725494,0.007393473,0.156336,0.005069902,6.39E-05,0.000278503,0.578163,0.002534863,0.156336,0.005069902,1.00E-05,4.36E-05,0.270363326,0.007583645,0.108598,1.99E-05,1.84E-05,0.000183239,0.554298,1.99E-05,0.108598,1.99E-05,2.00E-06,1.99E-05,0.195919177,3.59E-05,0.937394,0.003766638,0.024901309,0.002430739,0.956725,0.002235101,0.937394,0.003766638,0.023944,0.002395342,0.955869534,0.002323692,0.727112,0.006800666,0.002735109,0.000799534,0.862559,0.003438171,0.727112,0.006800666,0.001994,0.000582721,0.84100873,0.004590403,0.968604,0.002555775,0.049943312,0.004070221,0.958833,0.00241628,0.968604,0.002555775,0.050938,0.004393149,0.959234191,0.00234006
30,0.5,0.5,1,0.00257,0.000721873,0.004972222,0.023538434,0.50128,0.000364417,0.00257,0.000721873,1.00E-05,4.36E-05,0.005125747,0.001436385,0.002574,0.000724792,0.004972222,0.023538434,0.501282,0.000365891,0.002574,0.000724792,1.00E-05,4.36E-05,0.005133697,0.001442179,0.106564,0.000600919,0.018747698,0.005533327,0.552264,0.000600919,0.106564,0.000600919,0.002036,0.000600919,0.192249684,0.001084105,0.15799,0.009547665,0.02553005,0.005341535,0.576921,0.0046366,0.15799,0.009547665,0.004148,0.000945143,0.271775924,0.01409878,0.005296,0.002593759,0.002352164,0.00958018,0.50264,0.00129182,0.005296,0.002593759,1.60E-05,6.74E-05,0.010522742,0.005129663,0.265988,0.013950708,0.043676217,0.006033867,0.626893,0.006285766,0.265988,0.013950708,0.012202,0.002163237,0.415993269,0.016760825
30,0.5,1,0.5,0.993328,0.001090145,1.01E-05,4.39E-05,0.996659,0.000547192,0.993328,0.001090145,1.00E-05,4.36E-05,0.996647534,0.000550802,0.99613,0.000837795,1.20E-05,4.77E-05,0.998059,0.000418831,0.99613,0.000837795,1.20E-05,4.75E-05,0.998055073,0.000420503,0.1086,2.78E-17,0,0,0.5543,2.22E-16,0.1086,2.78E-17,0,0,0.195922785,5.55E-17,1,0,0.024866209,0.002296852,0.987247,0.001208839,1,0,0.025506,0.002417677,0.987408997,0.001178045,0.999992,3.92E-05,0.002692262,0.000697023,0.998646,0.000349691,0.999992,3.92E-05,0.0027,0.000701142,0.998647942,0.000348662,1,0,0.049997084,0.004099644,0.973676,0.002277065,1,0,0.052648,0.00455413,0.974355969,0.002158919
30,0.5,1,1,0.151914,0.004905202,6.56E-05,0.00028591,0.575952,0.002452121,0.151914,0.004905202,1.00E-05,4.36E-05,0.263725494,0.007393473,0.156336,0.005069902,6.39E-05,0.000278503,0.578163,0.002534863,0.156336,0.005069902,1.00E-05,4.36E-05,0.270363326,0.007583645,0.108598,1.99E-05,1.84E-05,0.000183239,0.554298,1.99E-05,0.108598,1.99E-05,2.00E-06,1.99E-05,0.195919177,3.59E-05,0.937394,0.003766638,0.024901309,0.002430739,0.956725,0.002235101,0.937394,0.003766638,0.023944,0.002395342,0.955869534,0.002323692,0.727112,0.006800666,0.002735109,0.000799534,0.862559,0.003438171,0.727112,0.006800666,0.001994,0.000582721,0.84100873,0.004590403,0.968604,0.002555775,0.049943312,0.004070221,0.958833,0.00241628,0.968604,0.002555775,0.050938,0.004393149,0.959234191,0.00234006
30,0.5,1.5,0.5,1,0,1.00E-05,4.36E-05,0.999995,2.18E-05,1,0,1.00E-05,4.36E-05,0.999995,2.18E-05,1,0,1.20E-05,4.75E-05,0.999994,2.37E-05,1,0,1.20E-05,4.75E-05,0.999994001,2.37E-05,0.1086,2.78E-17,0,0,0.5543,2.22E-16,0.1086,2.78E-17,0,0,0.195922785,5.55E-17,1,0,0.024866209,0.002296852,0.987247,0.001208839,1,0,0.025506,0.002417677,0.987408997,0.001178045,1,0,0.002692242,0.000697028,0.99865,0.000350571,1,0,0.0027,0.000701142,0.998651942,0.00034954,1,0,0.049997084,0.004099644,0.973676,0.002277065,1,0,0.052648,0.00455413,0.974355969,0.002158919
30,0.5,1.5,1,0.767338,0.005654711,1.31E-05,5.72E-05,0.883664,0.002832155,0.767338,0.005654711,1.00E-05,4.36E-05,0.868338064,0.003624511,0.806062,0.005544705,1.50E-05,5.93E-05,0.903025,0.002778394,0.806062,0.005544705,1.20E-05,4.75E-05,0.892601944,0.003404813,0.1086,2.78E-17,0,0,0.5543,2.22E-16,0.1086,2.78E-17,0,0,0.195922785,5.55E-17,0.999726,0.000242743,0.024867203,0.002297068,0.987113,0.001225859,0.999726,0.000242743,0.0255,0.002416692,0.98727491,0.00119528,0.994752,0.001005632,0.002690375,0.000689423,0.996034,0.000588765,0.994752,0.001005632,0.002684,0.000690032,0.996028773,0.000590422,0.999936,9.75E-05,0.049998297,0.004100289,0.973645,0.002275758,0.999936,9.75E-05,0.052646,0.004554721,0.974324938,0.002157592
