ID_REF	VALUE	5522887032_I.Avg_NBEADS	5522887032_I.BEAD_STDERR	5522887032_I.Detection Pval
ILMN_1749001	179.0332	29	9.964446	0
ILMN_1701551	175.3234	25	5.903398	0
ILMN_1795507	141.7704	29	7.227388	0.006493506
ILMN_1729894	109.6814	26	4.474122	0.2350649
ILMN_1743205	248.4124	18	15.63937	0
ILMN_2259319	109.178	23	5.032917	0.2480519
ILMN_2129886	98.12098	19	6.275551	0.5896104
ILMN_1796801	101.3242	17	3.239794	0.4948052
ILMN_1720501	145.9571	28	8.561463	0.005194805
ILMN_1668446	116.8064	18	6.502686	0.0961039
ILMN_1812070	112.4742	13	8.833755	0.1623377
ILMN_2094875	80.33636	21	3.635023	0.9818182
ILMN_1665730	619.0172	14	28.76355	0
ILMN_2232066	104.4947	20	4.876556	0.3935065
ILMN_1767349	92.17802	19	5.107891	0.7454545
ILMN_1658257	84.96918	30	3.422306	0.912987
ILMN_2193980	720.2894	26	40.0819	0
ILMN_1687840	454.8464	13	39.92028	0
ILMN_2102422	100.908	21	3.865397	0.5103896
ILMN_1788928	107.8477	18	5.678054	0.2896104
ILMN_2343047	104.4202	22	5.882959	0.3974026
ILMN_2343048	116.5987	17	7.726575	0.0987013
ILMN_2335302	107.7714	23	4.96485	0.2922078
ILMN_1802404	194.5048	21	13.93334	0
ILMN_1776119	140.005	27	8.130483	0.007792208
ILMN_2358714	79.32329	15	2.658348	0.9844156
ILMN_1732140	109.7963	26	4.757934	0.2350649
ILMN_1713008	98.34384	19	4.132392	0.587013
ILMN_1762093	87.35138	26	2.849447	0.861039
ILMN_1709092	75.64779	32	2.380872	0.9922078
ILMN_1678409	111.1047	28	4.925992	0.2012987
ILMN_1774344	123.1542	30	4.458711	0.03766234
ILMN_1676278	116.4691	22	4.710401	0.1012987
ILMN_1717466	106.9929	22	3.760839	0.3064935
ILMN_1677814	108.9863	23	5.6866	0.2545455
ILMN_1788457	125.7998	13	4.249093	0.02597403
ILMN_2194009	170.0132	26	5.973861	0
ILMN_2302358	79.44589	25	3.068533	0.9844156
ILMN_1706531	154.3436	23	7.637164	0.002597403
ILMN_1651964	113.6758	20	3.266356	0.1376623
ILMN_1725675	97.78596	22	4.569686	0.5961039
ILMN_1778352	94.04473	34	2.554388	0.7064935
ILMN_1725414	103.4324	23	6.812521	0.4350649
ILMN_2293902	120.8755	21	8.792033	0.05584415
ILMN_1801521	105.5592	17	7.221244	0.361039
ILMN_2406654	108.5694	16	6.723739	0.2714286
ILMN_3246902	97.42988	17	5.975774	0.6142857
ILMN_3244070	128.9608	24	7.867764	0.01688312
ILMN_1767129	69.32114	15	3.844613	1
ILMN_1746196	129.4951	17	9.324401	0.01688312
ILMN_2366473	113.2334	21	3.634174	0.1454545
ILMN_1751453	92.01797	20	3.019897	0.7467533
ILMN_1772189	123.5204	27	4.971894	0.03636364
ILMN_1652959	117.6337	28	5.110579	0.08441558
ILMN_2198897	105.1544	20	4.156211	0.3753247
ILMN_1674032	154.6269	24	10.84558	0.002597403
ILMN_1737656	100.5037	18	4.998677	0.5155844
ILMN_2343917	105.1506	19	6.045578	0.3753247
ILMN_1746032	107.641	18	5.856249	0.2935065
ILMN_1651501	101.9245	24	4.527052	0.4805195
ILMN_2330267	1003.188	24	40.26999	0
ILMN_1676846	658.3225	27	23.0658	0
ILMN_2392635	542.223	21	33.77996	0
ILMN_1763875	1802.04	32	64.539	0
ILMN_2284941	95.20472	30	3.964693	0.6727273
ILMN_1781999	207.1453	23	11.65042	0
ILMN_1669201	135.1594	17	8.46271	0.01168831
ILMN_1810085	155.0998	20	9.140182	0.002597403
ILMN_2262362	131.41	21	8.249531	0.01298701
ILMN_1743638	92.25925	22	3.022043	0.7428572
ILMN_1658176	156.0201	14	7.484966	0.002597403
ILMN_2329927	212.0886	23	12.8902	0
ILMN_1794782	493.4579	27	25.90874	0
ILMN_1695968	110.0735	21	6.086627	0.2246753
ILMN_1789641	79.71425	32	1.22975	0.9818182
ILMN_1779470	117.2328	26	4.990674	0.08961039
ILMN_1716592	111.9714	23	6.046119	0.1753247
ILMN_1680309	105.6428	24	6.587391	0.3545454
ILMN_1743371	96.34493	31	3.492855	0.6376624
ILMN_1770031	251.6382	20	19.47215	0
ILMN_2338268	96.98227	20	5.102719	0.6246753
ILMN_1753912	110.8608	19	6.746493	0.2051948
ILMN_1737475	92.59701	24	4.447974	0.7337663
ILMN_1745116	277.7987	26	11.08422	0
ILMN_2318685	242.7231	21	17.64422	0
ILMN_2245305	345.5578	30	15.63786	0
ILMN_1707925	121.8905	37	5.373692	0.04935065
ILMN_1698311	116.9502	23	4.811254	0.0961039
ILMN_2367487	128.2971	17	9.918151	0.01948052
ILMN_1785285	128.5923	21	7.801621	0.01818182
ILMN_2073969	128.5828	15	4.830913	0.01818182
ILMN_1794213	124.2979	23	4.414594	0.03246753
ILMN_2227533	142.1526	22	7.432916	0.006493506
ILMN_1769390	226.5673	16	23.38836	0
ILMN_2403446	137.7569	29	7.454397	0.01038961
ILMN_1787618	85.58356	27	3.704358	0.9012987
ILMN_1723662	165.6857	31	8.051573	0.001298701
ILMN_1801767	189.6486	18	9.182901	0
ILMN_1700633	142.1155	28	5.124044	0.006493506
ILMN_1655702	94.53688	31	2.145893	0.6961039
ILMN_1706344	939.2355	26	39.69046	0
ILMN_1719498	104.6003	12	4.445449	0.3896104
ILMN_1712707	349.6034	20	21.15465	0
ILMN_1699750	113.5965	31	4.526386	0.138961
ILMN_1739081	102.9099	21	4.011419	0.451948
ILMN_2329958	400.29	17	18.91797	0
ILMN_1775944	122.0224	26	6.501073	0.04805195
ILMN_1724497	261.7345	20	19.5685	0
ILMN_1720988	116.2956	22	5.382451	0.1025974
ILMN_1707274	110.8459	30	4.711093	0.2051948
ILMN_1755658	107.2791	17	4.861371	0.3012987
ILMN_1673639	97.54575	22	3.700946	0.6103896
ILMN_1713732	582.8125	25	29.1452	0
ILMN_1708922	113.2132	20	4.567819	0.1454545
ILMN_2268241	126.863	22	8.128261	0.02337662
ILMN_1741628	109.1864	29	4.344091	0.2480519
ILMN_1657870	111.8258	19	5.778474	0.1805195
ILMN_2240003	107.0409	17	5.764338	0.3051948
ILMN_1785424	103.6965	25	3.868045	0.425974
ILMN_1731610	100.4475	20	4.429046	0.5168831
ILMN_1696682	110.13	16	3.882134	0.2220779
ILMN_2396672	96.57563	19	4.277992	0.6324675
ILMN_1758825	99.36687	23	6.004769	0.5519481
ILMN_1656940	84.69434	19	3.658303	0.9181818
ILMN_1656979	101.336	27	5.365791	0.4948052
ILMN_1731433	100.3835	31	3.363511	0.5194805
ILMN_1672878	1243.811	19	48.03952	0
ILMN_1655114	99.76665	29	5.045307	0.5415584
ILMN_1657045	110.7419	19	5.661488	0.2077922
ILMN_1766991	90.90585	31	2.785451	0.7818182
ILMN_1658083	146.6147	14	12.1818	0.005194805
ILMN_1802096	338.0862	22	18.8286	0
ILMN_2367165	125.1679	27	5.656024	0.02727273
ILMN_1753370	206.791	25	17.35914	0
ILMN_1738921	447.5345	29	17.0831	0
ILMN_1660199	299.6125	25	20.43463	0
ILMN_2331636	387.7169	28	16.37044	0
ILMN_1772123	273.4631	28	11.9212	0
ILMN_1667641	86.77679	24	2.732539	0.874026
ILMN_1763852	105.2374	24	4.335507	0.374026
ILMN_1687303	243.9191	25	14.47489	0
ILMN_1761058	395.3908	35	17.11902	0
ILMN_2225595	352.8802	18	19.76364	0
ILMN_1724699	172.4169	13	6.969154	0
ILMN_1775579	330.2243	27	20.05954	0
ILMN_1660890	103.0892	14	6.442899	0.448052
ILMN_1778104	318.643	17	24.90212	0
ILMN_2053679	982.6508	23	34.57097	0
ILMN_1795104	111.9143	28	5.806619	0.1779221
ILMN_1740920	115.385	29	5.581937	0.112987
ILMN_2263466	209.0083	23	13.63984	0
ILMN_1806408	4138.617	16	195.7221	0
ILMN_2352009	770.2794	17	51.29643	0
ILMN_1693148	82.78942	26	2.487329	0.9480519
ILMN_1808395	232.6563	32	7.764944	0
ILMN_3236270	148.2624	18	7.575269	0.003896104
ILMN_1743847	84.96253	26	2.129712	0.912987
ILMN_1800008	427.8651	13	23.31719	0
ILMN_2133799	128.7523	17	5.769513	0.01688312
ILMN_1708672	1422.486	19	58.99891	0
ILMN_1665945	377.4541	27	13.20324	0
ILMN_1676288	113.4919	19	6.624059	0.138961
ILMN_1693250	89.46931	22	2.304893	0.8064935
ILMN_2295980	92.78111	19	3.366064	0.7324675
ILMN_2410362	123.3003	23	6.342412	0.03636364
ILMN_1684271	168.239	21	10.4247	0
ILMN_1726388	75.88181	21	1.889571	0.9922078
ILMN_2106002	97.83766	22	3.86302	0.5961039
ILMN_1779685	86.79234	16	4.145023	0.874026
ILMN_1665932	101.9496	30	3.36078	0.4779221
ILMN_1769694	88.06872	28	3.473626	0.8415585
ILMN_1727251	89.01023	28	3.585349	0.8168831
ILMN_1734479	115.0824	31	4.311112	0.1168831
ILMN_2368728	89.23248	19	3.944592	0.8116883
ILMN_2394897	99.40714	25	4.191792	0.5519481
ILMN_2394902	96.68137	20	3.920504	0.6298701
ILMN_2287535	91.15034	19	5.027992	0.7714286
ILMN_1750295	111.262	20	8.172897	0.2
ILMN_3187680	161.3316	24	6.538019	0.002597403
ILMN_3242266	102.1034	33	4.199518	0.4727273
ILMN_1780630	91.32376	29	4.065107	0.7623377
ILMN_1716480	169.976	23	12.2288	0
ILMN_1715192	118.1432	33	6.00527	0.07402597
ILMN_2339410	87.54379	19	3.745005	0.8558441
ILMN_1779984	93.08372	20	4.090943	0.7298701
ILMN_1667018	104.3321	22	4.858356	0.3987013
ILMN_1773243	96.67403	27	4.62313	0.6298701
ILMN_3241214	97.76667	25	4.737129	0.5961039
ILMN_3235340	167.3092	18	14.27367	0
ILMN_1761000	102.7599	27	3.841691	0.4558442
ILMN_3237774	124.5854	21	4.907341	0.03116883
ILMN_2333219	106.843	21	5.107421	0.3064935
ILMN_1780485	81.42426	24	2.467382	0.9727273
ILMN_1735471	101.1231	24	3.586778	0.5077922
ILMN_1699636	533.5314	23	24.18728	0
ILMN_2371379	1122.23	25	54.52195	0
ILMN_1749014	1001.35	12	87.54135	0
ILMN_1727091	107.54	27	3.900779	0.2948052
ILMN_1771348	203.0739	21	10.18901	0
ILMN_2134039	314.5704	25	17.92713	0
ILMN_1750800	227.106	20	7.654699	0
ILMN_1654861	294.1584	21	19.68116	0
ILMN_2121389	152.5931	23	11.53509	0.002597403
ILMN_1715543	107.7786	25	3.835454	0.2922078
ILMN_1739594	83.14027	23	2.725459	0.9454545
ILMN_2353978	100.5249	20	2.957894	0.5155844
ILMN_1785474	95.46604	22	5.951341	0.6636364
ILMN_2188959	89.26448	16	4.9398	0.8103896
ILMN_1716237	143.1413	25	9.108315	0.006493506
ILMN_1764321	113.9852	18	6.037748	0.1324675
ILMN_2156699	102.1713	20	4.849833	0.4714286
ILMN_1784756	93.92435	24	4.218668	0.7090909
ILMN_1728883	113.6596	16	6.291741	0.1376623
ILMN_1740265	637.3875	17	36.44854	0
ILMN_1788078	121.9059	16	7.959595	0.04935065
ILMN_2252621	95.04382	23	3.417827	0.6766234
ILMN_2332250	192.9559	22	8.518196	0
ILMN_1719178	81.49182	24	2.806447	0.9714286
ILMN_1679600	134.5926	16	8.248942	0.01168831
ILMN_2367070	341.9203	7	22.93764	0
ILMN_1658995	253.379	19	10.29865	0
ILMN_1750158	239.5827	19	13.02627	0
ILMN_1668839	91.40324	40	2.500937	0.7597402
ILMN_1765767	82.83795	22	4.126723	0.9480519
ILMN_1685703	107.5389	26	5.664564	0.2948052
ILMN_1743396	263.2045	22	13.33802	0
ILMN_1743680	81.67692	22	2.61053	0.9714286
ILMN_1669633	371.7108	20	17.60226	0
ILMN_2344956	1308.987	29	49.5652	0
ILMN_2104830	168.1357	14	14.64819	0
ILMN_2078599	523.011	19	29.3843	0
ILMN_2234343	107.177	24	5.189309	0.3051948
ILMN_1706598	110.9152	23	5.531067	0.2038961
ILMN_2306955	97.93574	27	4.690828	0.5935065
ILMN_1758323	87.94554	20	3.459974	0.8428571
ILMN_1728331	122.0588	25	7.060221	0.04805195
ILMN_2351906	126.233	21	8.688721	0.02467532
ILMN_1705637	101.7468	27	4.600398	0.4844156
ILMN_1784203	105.2058	30	5.059848	0.374026
ILMN_1666690	157.6022	26	7.463214	0.002597403
ILMN_1654468	89.75593	22	3.339849	0.8012987
ILMN_2320277	90.93221	23	3.466347	0.7805195
ILMN_2227011	200.6851	39	7.903832	0
ILMN_1730002	91.20528	22	4.447072	0.7701299
ILMN_3236756	99.37168	13	6.170155	0.5519481
ILMN_1716832	98.459	16	3.505701	0.5831169
ILMN_1684585	288.9791	27	13.75517	0
ILMN_2360705	906.8784	31	26.96182	0
ILMN_1654414	120.3441	21	5.667397	0.05844156
ILMN_1666096	154.7814	30	4.8414	0.002597403
ILMN_2391458	102.2805	21	1.788938	0.4688312
ILMN_2285506	99.77222	18	4.540795	0.5415584
ILMN_1691714	81.87808	26	2.692743	0.9662338
ILMN_1683598	857.0206	17	27.38448	0
ILMN_2370882	127.4211	25	5.680059	0.02077922
ILMN_2273911	106.0294	17	5.528804	0.3376623
ILMN_1807914	93.90112	21	5.067535	0.7090909
ILMN_1678517	92.40848	29	3.56606	0.738961
ILMN_1705247	251.5429	27	7.322083	0
ILMN_1737418	105.519	18	4.850865	0.361039
ILMN_2278242	85.02471	17	3.752098	0.9103896
ILMN_1730025	83.12142	16	4.181156	0.9454545
ILMN_2378555	91.94696	14	3.835456	0.7480519
ILMN_1661434	85.97668	24	3.840112	0.8935065
ILMN_1809623	79.62355	15	3.600802	0.9818182
ILMN_1657592	103.2956	23	4.212243	0.4376623
ILMN_1765912	105.0779	19	5.82073	0.3753247
ILMN_1746128	98.0547	17	4.09529	0.5909091
ILMN_1685952	102.1829	25	3.382357	0.4714286
ILMN_1662738	88.6032	17	2.871596	0.825974
ILMN_1771084	123.8984	26	7.786888	0.03376623
ILMN_1791923	95.99885	23	4.236078	0.651948
ILMN_1801698	111.7277	13	8.686237	0.1844156
ILMN_1766966	95.58909	23	3.556008	0.6610389
ILMN_2070792	119.0931	18	6.028112	0.06623377
ILMN_1752269	118.8991	15	6.092229	0.06623377
ILMN_1697510	88.07177	24	2.212128	0.8415585
ILMN_2254962	81.24634	26	2.992595	0.9753247
ILMN_2336595	305.3678	34	8.63499	0
ILMN_1714197	429.3201	12	33.55213	0
ILMN_1742859	111.4991	32	4.135046	0.1922078
ILMN_1659885	117.6941	18	9.289295	0.08311688
ILMN_2125869	92.54118	25	3.29807	0.7337663
ILMN_1671703	119.9912	29	3.71514	0.06103896
ILMN_2152131	21377.91	25	1206.341	0
ILMN_1777296	7140.008	23	481.3546	0
ILMN_2038777	13686.41	19	556.9407	0
ILMN_3246895	92.153	22	4.009707	0.7467533
ILMN_1658660	89.9134	27	3.16641	0.7987013
ILMN_1829919	99.76346	24	3.808091	0.5415584
ILMN_2053178	14512.29	18	919.7283	0
ILMN_1704961	1167.92	24	54.38013	0
ILMN_1795325	79.18767	25	2.392444	0.9844156
ILMN_1749297	376.5735	29	16.46527	0
ILMN_2328280	243.7714	20	10.14051	0
ILMN_1657855	89.53709	16	4.533304	0.8051948
ILMN_1717900	85.62365	32	3.64787	0.9012987
ILMN_1796088	99.37271	21	4.349822	0.5519481
ILMN_1704078	113.4702	23	6.63628	0.138961
ILMN_2232177	113.1419	22	5.560917	0.1467533
ILMN_1654422	92.0399	27	3.622175	0.7467533
ILMN_1665691	98.29762	28	4.209392	0.587013
ILMN_1725534	724.1797	17	28.69663	0
ILMN_1798254	488.5139	21	25.43217	0
ILMN_1792314	431.1424	30	13.12847	0
ILMN_1695821	271.9889	26	12.66277	0
ILMN_2388605	3018.151	22	188.103	0
ILMN_1657153	1669.294	18	95.33779	0
ILMN_2260392	109.4452	23	4.871109	0.2402597
ILMN_2346451	108.5198	17	7.166682	0.274026
ILMN_1787513	108.7971	23	6.222474	0.2623377
ILMN_1680941	111.0162	21	5.145039	0.2025974
ILMN_1652594	160.2831	20	7.931787	0.002597403
ILMN_1697585	424.3495	24	23.62358	0
ILMN_1689162	152.7384	26	8.874805	0.002597403
ILMN_1815392	128.2265	20	6.672071	0.01948052
ILMN_3241416	98.22423	28	4.201944	0.5883117
ILMN_1760490	333.766	20	8.034077	0
ILMN_1786544	86.60378	17	3.947387	0.8792208
ILMN_1763916	100.4552	16	3.29671	0.5168831
ILMN_2243308	133.877	19	9.7336	0.01168831
ILMN_1766723	100.11	29	4.282316	0.5285714
ILMN_1689217	142.7092	25	7.996263	0.006493506
ILMN_1670912	113.221	21	6.335933	0.1454545
ILMN_2152711	132.6012	16	4.633754	0.01168831
ILMN_1668983	89.00732	18	5.131293	0.8168831
ILMN_1824337	99.15748	17	5.373384	0.5584416
ILMN_1807493	88.90554	18	4.615614	0.8207792
ILMN_3250257	101.8942	28	3.169521	0.4818182
ILMN_1683883	95.24244	19	2.783062	0.6701299
ILMN_1670193	94.76585	20	5.3756	0.6883117
ILMN_2319825	160.4381	23	7.888011	0.002597403
ILMN_1694233	185.7365	26	6.233201	0
ILMN_1686432	94.86239	22	3.802029	0.6831169
ILMN_1697550	100.9744	25	3.633786	0.5103896
ILMN_2158705	143.493	18	5.331801	0.006493506
ILMN_1803686	397.3665	28	15.64536	0
ILMN_1745580	105.0686	25	4.853242	0.3753247
ILMN_1745108	86.90617	23	3.518641	0.8675325
ILMN_1725043	114.8391	18	4.93955	0.1168831
ILMN_2148360	123.1507	22	5.584786	0.03766234
ILMN_1718946	149.7966	22	6.699032	0.003896104
ILMN_1711374	97.10011	18	2.490833	0.6220779
ILMN_1726266	96.48745	36	3.090169	0.635065
ILMN_1705689	109.4369	13	6.239442	0.2402597
ILMN_1785393	103.5292	20	4.359252	0.4298701
ILMN_2384544	107.8581	12	6.366639	0.2896104
ILMN_1756920	269.354	16	10.1303	0
ILMN_1799728	148.931	19	10.2696	0.003896104
ILMN_1751500	106.1261	29	4.06738	0.3350649
ILMN_2121068	433.7178	28	25.11162	0
ILMN_1765779	117.417	28	5.452518	0.08571429
ILMN_2201386	88.05356	26	2.273367	0.8415585
ILMN_1682225	82.3531	22	3.482966	0.9584416
ILMN_1788481	94.18984	24	3.738971	0.7025974
ILMN_1713751	3131.791	18	101.5035	0
ILMN_1662675	126.6807	23	6.897672	0.02337662
ILMN_1737629	82.34138	32	2.581884	0.9584416
ILMN_1812112	88.24805	22	2.931406	0.8350649
ILMN_3241313	94.66376	28	3.757923	0.6922078
ILMN_1675210	81.91594	28	2.659612	0.9662338
ILMN_1706302	111.2184	19	6.027767	0.2
ILMN_2351754	93.58332	26	2.567469	0.7181818
ILMN_2060086	85.49309	21	3.292928	0.9025974
ILMN_1664236	110.6937	17	2.442021	0.2090909
ILMN_1664631	109.59	11	8.323967	0.2350649
ILMN_1802100	87.03281	17	3.578725	0.864935
ILMN_2194158	118.4985	23	4.65061	0.07012987
ILMN_2100871	99.68597	20	4.124068	0.5454546
ILMN_1806841	94.53844	26	2.973008	0.6948052
ILMN_1798045	121.3703	10	14.69195	0.05194805
ILMN_2293012	84.10991	11	6.536398	0.9324675
ILMN_1703383	113.7074	22	5.995393	0.1363636
ILMN_1651657	105.0832	26	4.502425	0.3753247
ILMN_1671297	102.4937	30	3.727242	0.4649351
ILMN_1669486	112.2987	27	5.16856	0.1662338
ILMN_1795204	93.93852	19	3.618671	0.7090909
ILMN_2223911	108.5242	17	9.228643	0.274026
ILMN_1685531	105.1392	28	3.930562	0.3753247
ILMN_1764554	115.9138	24	5.828022	0.1051948
ILMN_2302214	80.80696	23	2.372971	0.9792208
ILMN_1783312	129.4808	22	9.001777	0.01688312
ILMN_2143210	116.1504	14	7.888882	0.1025974
ILMN_1750294	94.73779	24	3.292331	0.6896104
ILMN_1708348	631.6738	24	23.48321	0
ILMN_1727524	109.0754	25	4.64105	0.2493507
ILMN_1716909	88.5602	32	2.695453	0.8285714
ILMN_2103107	101.6776	21	4.47518	0.4844156
ILMN_1673566	90.87603	24	2.742883	0.7818182
ILMN_1751168	95.04155	16	4.561073	0.6766234
ILMN_1660970	93.57812	32	3.232671	0.7181818
ILMN_1787386	96.75031	25	3.781871	0.6298701
ILMN_2286570	85.47905	28	3.179014	0.9025974
ILMN_2413732	118.127	19	7.439747	0.07402597
ILMN_1873412	106.1287	31	4.459425	0.3350649
ILMN_1676452	88.17603	23	2.613972	0.8402597
ILMN_2358134	93.80432	25	2.982938	0.7155844
ILMN_1683781	113.1822	21	4.861378	0.1454545
ILMN_1726247	88.62805	28	3.246987	0.825974
ILMN_1682989	103.287	20	5.035846	0.4376623
ILMN_1739872	117.3471	19	4.9484	0.08571429
ILMN_1770152	91.84196	32	3.808503	0.7506493
ILMN_1656171	98.93154	13	5.013699	0.5636364
ILMN_1796628	107.4544	16	3.069677	0.3
ILMN_1811765	94.95237	27	4.382719	0.6805195
ILMN_1791795	96.52267	14	4.616226	0.6337662
ILMN_1787908	97.70115	19	4.963261	0.6
ILMN_1651717	111.6401	19	9.618683	0.1857143
ILMN_1703803	131.2465	12	14.53206	0.01428571
ILMN_2092933	155.3521	21	9.848744	0.002597403
ILMN_1681886	85.41494	27	2.363981	0.9038961
ILMN_1767362	99.60873	28	4.087638	0.5467532
ILMN_3251322	89.42656	18	4.968436	0.8077922
ILMN_2211790	89.6701	21	3.032666	0.8038961
ILMN_1672403	124.8117	18	9.281792	0.02987013
ILMN_1805543	85.44025	19	3.226991	0.9038961
ILMN_1706992	87.56829	17	3.907768	0.8545455
ILMN_1684919	96.47215	13	2.773808	0.6376624
ILMN_1727084	91.33463	18	3.77372	0.7623377
ILMN_1705250	88.62454	18	3.899001	0.825974
ILMN_1722621	89.1827	25	4.11706	0.8142857
ILMN_1721495	92.7745	21	4.390911	0.7337663
ILMN_1798690	128.4328	12	10.89132	0.01948052
ILMN_1687035	119.0559	16	6.067599	0.06623377
ILMN_1777683	96.24009	22	3.953557	0.6428571
ILMN_1762294	93.36469	28	3.552618	0.7233766
ILMN_1793040	106.7785	19	6.534781	0.3077922
ILMN_3247424	101.0311	20	3.859279	0.5103896
ILMN_1763000	173.4077	25	9.165117	0
ILMN_1776777	4778.611	28	215.0556	0
ILMN_1706963	94.45584	17	4.200143	0.6961039
ILMN_2320964	1370.804	19	48.48868	0
ILMN_1697628	92.77749	19	3.305217	0.7324675
ILMN_2319326	131.6125	20	6.188018	0.01298701
ILMN_1657442	98.2366	23	5.114279	0.5883117
ILMN_1679797	444.3729	23	12.39097	0
ILMN_1749493	94.4932	20	5.128288	0.6961039
ILMN_1657139	219.7572	26	9.369047	0
ILMN_3245693	95.0911	18	2.765539	0.6766234
ILMN_1806275	155.9049	24	10.02149	0.002597403
ILMN_1659599	143.936	20	6.466634	0.006493506
ILMN_1698777	159.5332	22	7.385663	0.002597403
ILMN_1663132	192.7776	19	7.970994	0
ILMN_1700349	133.9443	22	6.522216	0.01168831
ILMN_1761309	114.6484	13	5.556379	0.1194805
ILMN_2120555	107.2655	33	5.715282	0.3012987
ILMN_1742073	99.63844	20	5.515398	0.5467532
ILMN_3241894	107.1711	24	5.307721	0.3051948
ILMN_1810691	99.84883	24	4.759151	0.5402597
ILMN_1676893	1533.385	28	57.48862	0
ILMN_2148944	117.0388	22	5.010345	0.0948052
ILMN_1708588	113.921	22	5.169028	0.1350649
ILMN_2311674	96.76984	27	4.731586	0.6285715
ILMN_1685156	92.71696	12	3.683887	0.7337663
ILMN_1655935	275.6547	12	16.9745	0
ILMN_1754440	98.17239	23	4.375282	0.5883117
ILMN_1654287	82.6204	27	3.011308	0.9558442
ILMN_1763344	81.65375	15	3.503676	0.9714286
ILMN_1711736	92.89307	26	3.843601	0.7311688
ILMN_2356786	250.2904	19	11.97253	0
ILMN_1759252	2535.945	24	124.4049	0
ILMN_1678791	86.63151	20	3.858272	0.8779221
