ID_REF	VALUE	5522887032_I.Avg_NBEADS	5522887032_I.BEAD_STDERR	5522887032_I.Detection Pval
ILMN_2107068	122.0534	23	6.580468	0.04805195
ILMN_1799836	107.4937	23	5.269336	0.2987013
ILMN_1652807	112.0205	26	5.560057	0.1753247
ILMN_1760647	111.8698	25	4.82466	0.1792208
ILMN_1678051	96.93937	25	3.766806	0.6246753
ILMN_1689426	79.86755	24	3.075049	0.9818182
ILMN_3251370	118.9978	28	5.773342	0.06623377
ILMN_1677018	111.4822	17	5.976968	0.1922078
ILMN_1753613	104.517	16	6.044884	0.3909091
ILMN_1815570	120.4481	27	7.716804	0.05714286
ILMN_1706478	91.17566	15	4.241198	0.7714286
ILMN_1739582	105.8191	25	3.837435	0.3428572
ILMN_1702479	74.75926	21	2.925472	0.9974026
ILMN_1718079	91.80994	19	3.367085	0.7506493
ILMN_1742677	111.6178	19	6.851038	0.187013
ILMN_1810274	301.2883	35	13.07793	0
ILMN_1689874	109.7874	26	4.806256	0.2350649
ILMN_1654331	113.9823	17	6.170784	0.1324675
ILMN_1674908	112.1668	12	6.673374	0.1688312
ILMN_1667831	121.2193	22	7.438081	0.05324675
ILMN_1673885	104.0119	21	5.710621	0.4116883
ILMN_1768101	92.04214	16	4.048562	0.7467533
ILMN_1702125	81.5406	26	2.5716	0.9714286
ILMN_1798496	79.97148	22	2.918827	0.9818182
ILMN_1720406	80.0545	22	2.506715	0.9818182
ILMN_1725899	96.46907	19	5.310545	0.6376624
ILMN_1697342	112.0337	14	8.459723	0.1753247
ILMN_1760029	87.19666	25	2.858663	0.8623376
ILMN_1759676	110.6849	18	5.533243	0.2090909
ILMN_1757184	116.8102	21	7.89708	0.0961039
ILMN_1719975	102.6748	20	4.916879	0.4610389
ILMN_1803907	106.2585	20	6.060607	0.3272727
ILMN_2396039	110.338	20	6.499823	0.2194805
ILMN_1740104	111.4474	18	5.4985	0.1935065
ILMN_1794492	139.3349	27	8.789022	0.009090909
ILMN_1787334	98.2768	22	3.459085	0.5883117
ILMN_1718285	105.417	25	4.498431	0.3688312
ILMN_1718898	93.97182	23	4.198063	0.7090909
ILMN_1717381	97.39774	22	4.878374	0.6155844
ILMN_1714691	108.6635	25	4.35138	0.2701299
ILMN_1746158	102.9861	15	6.096762	0.4493507
ILMN_1783500	89.67549	13	4.928663	0.8038961
ILMN_1706901	86.53928	18	5.042246	0.8818182
ILMN_1798076	132.4165	23	8.012042	0.01168831
ILMN_1672091	109.3357	29	4.145454	0.2402597
ILMN_1714988	79.83631	14	5.231981	0.9818182
ILMN_1659792	105.9073	24	6.02158	0.3402597
ILMN_1812433	89.72043	30	3.102097	0.8012987
ILMN_1701169	209.1426	18	19.47763	0
ILMN_1815033	93.00868	23	3.978893	0.7298701
ILMN_2240457	95.51315	14	5.392115	0.6623377
ILMN_1764850	660.6796	22	22.41859	0
ILMN_1715672	87.60825	15	4.959002	0.8545455
ILMN_1736976	98.80214	15	3.558514	0.5701299
ILMN_1745688	153.2561	21	8.25495	0.002597403
ILMN_1697703	89.70496	24	3.886455	0.8012987
ILMN_2166457	92.53854	28	3.217047	0.7337663
ILMN_1713753	100.7635	28	3.26679	0.512987
ILMN_2358760	90.87941	28	2.429431	0.7818182
ILMN_1704089	86.76196	25	2.817898	0.874026
ILMN_1687235	93.3388	14	3.348043	0.7233766
ILMN_2155452	107.7635	22	4.463347	0.2922078
ILMN_1809212	101.522	17	2.838037	0.487013
ILMN_2056975	471.9831	24	21.79299	0
ILMN_1736940	211.8851	18	12.15501	0
ILMN_1741483	145.274	23	8.634547	0.006493506
ILMN_2267787	175.5746	18	14.43848	0
ILMN_2411658	128.1417	26	6.101107	0.01948052
ILMN_1762224	140.9847	19	6.299533	0.006493506
ILMN_2282718	110.167	21	6.005925	0.2207792
ILMN_1727862	102.3752	20	3.417008	0.4675325
ILMN_1808919	162.7511	25	7.107936	0.001298701
ILMN_1699937	94.98154	23	3.610742	0.6805195
ILMN_1721994	89.14957	24	4.204954	0.8142857
ILMN_1720994	104.1852	26	4.316221	0.4090909
ILMN_2411731	384.1445	20	14.1409	0
ILMN_1688033	108.3918	24	4.675664	0.2792208
ILMN_1655312	320.8419	24	16.82328	0
ILMN_1718537	487.5599	19	28.47157	0
ILMN_1779547	110.1529	20	3.594781	0.2207792
ILMN_2092850	103.684	32	3.847031	0.425974
ILMN_1732035	114.6891	18	7.268717	0.1194805
ILMN_3242847	105.3108	16	4.119267	0.374026
ILMN_1668593	98.99577	26	4.630984	0.5636364
ILMN_3309940	111.2235	18	6.459404	0.2
ILMN_1780625	90.36189	25	4.711624	0.7883117
ILMN_1657505	91.41946	32	2.738731	0.7597402
ILMN_1773751	140.0941	31	4.751287	0.006493506
ILMN_1699798	87.65689	26	3.430649	0.8545455
ILMN_1655867	103.7633	19	4.642348	0.4233766
ILMN_1809259	146.3426	21	8.987565	0.005194805
ILMN_1667711	2484.395	20	141.1865	0
ILMN_1674349	95.54063	15	5.371514	0.6623377
ILMN_2196734	129.8986	19	9.022533	0.01558442
ILMN_1792497	190.0858	18	11.01224	0
ILMN_1738773	94.84784	35	2.839736	0.6844156
ILMN_2189675	89.53166	22	3.599848	0.8064935
ILMN_1800315	110.9834	13	7.34652	0.2038961
ILMN_2193936	88.34897	20	4.195644	0.8324676
ILMN_1807339	86.05731	16	2.91166	0.8922078
ILMN_1673953	113.7924	21	5.898456	0.1363636
ILMN_1722411	79.89117	26	3.620043	0.9818182
ILMN_1694273	84.69261	30	2.97176	0.9181818
ILMN_1810424	99.56834	28	4.498254	0.548052
ILMN_1809145	115.3965	19	7.046058	0.112987
ILMN_2193706	81.72933	13	3.010989	0.9688312
ILMN_1705324	84.21062	23	2.987623	0.9298701
ILMN_1687510	90.8992	15	5.079846	0.7818182
ILMN_2057220	115.8581	19	6.307876	0.1051948
ILMN_1807633	128.1892	29	5.934013	0.01948052
ILMN_1854469	94.35718	20	3.550366	0.7
ILMN_1869106	108.22	14	4.279722	0.2844156
ILMN_1896741	116.902	11	6.553446	0.0961039
ILMN_1898023	93.28696	19	3.813803	0.7233766
ILMN_1867588	113.8637	18	4.973049	0.1363636
ILMN_1911196	104.8738	20	5.068117	0.3805195
ILMN_1851020	132.0222	18	9.695087	0.01298701
ILMN_1855386	98.3056	17	6.56653	0.587013
ILMN_1851376	114.7199	19	4.60708	0.1181818
ILMN_1899018	108.1865	17	3.5953	0.2844156
ILMN_1905053	108.576	12	5.901014	0.2714286
ILMN_1843585	107.4215	24	6.468145	0.3
ILMN_1838310	326.1979	14	20.85476	0
ILMN_1840316	94.96679	20	4.120048	0.6805195
ILMN_1839647	98.0738	15	7.769295	0.5909091
ILMN_1839051	152.132	19	7.181695	0.002597403
ILMN_1865735	112.4856	17	5.716308	0.1623377
ILMN_1819256	104.2525	25	4.833358	0.4038961
ILMN_1858289	94.40341	25	3.22868	0.6961039
ILMN_1843198	249.6365	20	13.10803	0
ILMN_1888335	124.2878	26	6.208776	0.03246753
ILMN_1831111	125.5126	16	5.270965	0.02727273
ILMN_1909247	128.2386	19	8.321884	0.01948052
ILMN_1912366	116.0559	19	5.779644	0.1051948
ILMN_1846444	107.8008	22	4.335844	0.2922078
ILMN_1830837	100.1671	22	3.406201	0.5272727
ILMN_1840493	109.7767	17	6.596685	0.2350649
ILMN_1867418	102.1368	21	4.627597	0.4714286
ILMN_1819536	120.1641	19	6.593721	0.06103896
ILMN_1904242	127.2486	20	7.314001	0.02077922
ILMN_1853599	96.28848	16	5.834825	0.6415585
ILMN_1903670	114.0825	18	5.348344	0.1285714
ILMN_1900604	107.4018	11	6.938109	0.3
ILMN_1818479	145.3531	24	11.12221	0.006493506
ILMN_1865630	105.5687	23	4.949358	0.361039
ILMN_1871216	113.3254	27	4.771364	0.1415584
ILMN_1826285	112.3564	25	5.905007	0.1649351
ILMN_1894279	115.0922	18	6.536662	0.1168831
ILMN_1906678	101.6814	18	4.827112	0.4844156
ILMN_1859160	129.5957	17	4.679061	0.01688312
ILMN_1816582	135.7461	12	8.484109	0.01038961
ILMN_1878644	118.6861	20	7.702867	0.06753246
ILMN_1855976	126.3424	24	6.475869	0.02467532
ILMN_1894822	87.89807	12	4.796912	0.8428571
ILMN_1857113	121.1169	15	8.428185	0.05454545
ILMN_1898662	107.366	23	6.052722	0.3012987
ILMN_1851063	119.1981	19	9.003497	0.06623377
ILMN_1855868	136.8405	13	11.01423	0.01038961
ILMN_1852461	124.5094	31	5.656115	0.03116883
ILMN_1831943	132.1065	25	5.448958	0.01298701
ILMN_1880905	114.8966	35	4.777038	0.1168831
ILMN_1820014	98.90386	24	4.597539	0.5636364
ILMN_1869034	111.8728	11	6.496989	0.1792208
ILMN_1832086	130.1486	20	5.670844	0.01428571
ILMN_1828161	118.1225	24	6.722631	0.07402597
ILMN_1903077	149.8385	25	10.19443	0.003896104
ILMN_1833324	98.49702	12	4.16324	0.5831169
ILMN_1900650	110.3531	27	5.198932	0.2181818
ILMN_1893204	93.41092	17	4.257492	0.7220779
ILMN_1831421	106.4176	15	4.910263	0.3233766
ILMN_1840252	113.3496	24	5.316465	0.1415584
ILMN_1831009	98.46238	21	4.547276	0.5831169
ILMN_1827396	115.0058	14	9.851594	0.1168831
ILMN_1879087	119.5144	21	6.444587	0.06493507
ILMN_1864467	95.27506	16	4.361225	0.6701299
ILMN_1858006	109.949	30	4.664864	0.2285714
ILMN_1882112	118.73	29	4.381908	0.06753246
ILMN_1847202	132.5602	17	10.22188	0.01168831
ILMN_1891368	170.9784	20	11.56069	0
ILMN_1869354	141.7996	22	7.710564	0.006493506
ILMN_1834569	89.04736	23	3.839636	0.8155844
ILMN_1845076	105.8767	18	5.236049	0.3402597
ILMN_1823732	88.48088	14	2.736465	0.8285714
ILMN_1840508	110.1664	18	5.096575	0.2207792
ILMN_1892495	102.5052	23	5.439281	0.4649351
ILMN_1856229	105.374	15	5.474535	0.3727273
ILMN_1900275	104.9841	14	4.484635	0.3792208
ILMN_1839481	190.5138	21	8.563141	0
ILMN_1896699	112.9299	19	7.186561	0.151948
ILMN_1893228	109.7478	17	6.885036	0.2350649
ILMN_1846499	118.9176	20	7.078772	0.06623377
ILMN_1842319	121.5121	13	7.995429	0.05194805
ILMN_1861772	116.6285	26	4.16857	0.09740259
ILMN_1905075	139.7726	24	8.745715	0.009090909
ILMN_1860194	98.19468	20	5.637811	0.5883117
ILMN_1913676	104.0727	8	5.760623	0.4090909
ILMN_1861380	122.4608	25	7.678555	0.04545455
ILMN_1880062	94.73092	17	3.497911	0.6896104
ILMN_1844755	107.7499	28	2.771008	0.2922078
ILMN_1838261	114.5636	14	8.590516	0.1194805
ILMN_1836543	108.0174	26	6.817709	0.2883117
ILMN_1873496	125.1527	23	6.178659	0.02727273
ILMN_1877068	160.0658	13	15.16577	0.002597403
ILMN_1820645	133.9921	32	8.02831	0.01168831
ILMN_1862521	274.3484	23	16.38811	0
ILMN_1835092	801.5367	22	27.16129	0
ILMN_1818677	98.70845	17	4.027361	0.5714286
ILMN_1906957	122.9162	23	5.363308	0.04285714
ILMN_1850892	107.1549	20	4.565635	0.3051948
ILMN_1852151	111.3406	21	4.857504	0.1974026
ILMN_1917103	106.8465	29	4.991935	0.3064935
ILMN_1846026	111.584	20	4.459116	0.187013
ILMN_1823752	98.21854	17	3.72254	0.5883117
ILMN_1879880	114.0818	28	4.736806	0.1285714
ILMN_1848556	105.1367	19	4.683978	0.3753247
ILMN_1825159	93.355	23	3.075633	0.7233766
ILMN_1847402	146.8084	32	8.603755	0.003896104
ILMN_1830634	89.63313	29	3.415813	0.8038961
ILMN_1901616	114.8819	26	5.316789	0.1168831
ILMN_1853612	105.294	14	4.896232	0.374026
ILMN_1860820	119.9017	28	5.064592	0.06103896
ILMN_1825822	112.8875	28	4.992305	0.1545455
ILMN_1905711	97.38248	20	3.670411	0.6168831
ILMN_1877939	162.3154	19	12.13839	0.001298701
ILMN_1883928	113.0793	24	6.468686	0.1506494
ILMN_1847645	111.1528	21	4.809098	0.2012987
ILMN_1894922	112.1586	20	6.164544	0.1688312
ILMN_1863228	120.5143	37	4.218768	0.05714286
ILMN_1893511	144.6841	19	7.040194	0.006493506
ILMN_1898223	116.9039	23	4.341803	0.0961039
ILMN_1821397	128.9321	12	10.39927	0.01688312
ILMN_1851553	110.2187	28	5.775475	0.2207792
ILMN_1888558	118.37	18	7.333051	0.07272727
ILMN_1907812	104.0941	21	4.255682	0.4090909
ILMN_1839844	99.07556	22	4.25621	0.5623376
ILMN_1874577	102.619	19	4.329842	0.4623377
ILMN_1826141	92.42509	29	2.266862	0.738961
ILMN_1835451	137.0047	36	6.963779	0.01038961
ILMN_1910919	114.3607	27	6.228615	0.1233766
ILMN_1823020	114.8687	28	3.670295	0.1168831
ILMN_1859946	1579.574	23	48.50875	0
ILMN_1825443	121.8892	13	7.383212	0.04935065
ILMN_1904378	110.5628	24	4.413521	0.2116883
ILMN_1882844	114.13	18	7.216309	0.125974
ILMN_1832809	121.8778	13	8.392282	0.04935065
ILMN_1844128	156.5909	12	11.78899	0.002597403
ILMN_1883094	120.7902	21	7.538993	0.05584415
ILMN_1878928	107.7581	30	5.581131	0.2922078
ILMN_1899549	113.9361	23	6.197821	0.1337662
ILMN_1910784	130.9499	23	8.423771	0.01428571
ILMN_1895443	101.0089	24	4.388192	0.5103896
ILMN_1893523	104.5092	17	5.025195	0.3909091
ILMN_1821279	110.9669	37	4.421423	0.2038961
ILMN_1867014	97.74585	26	3.023184	0.5961039
ILMN_1859393	125.6683	13	10.29277	0.02597403
ILMN_1893858	108.8539	24	6.752147	0.261039
ILMN_1816092	126.8915	19	7.463774	0.02207792
ILMN_1839956	111.2844	14	9.68261	0.1987013
ILMN_1831098	110.7133	17	7.245891	0.2077922
ILMN_1903900	101.7826	19	4.878892	0.4844156
ILMN_1877912	120.7592	18	6.396813	0.05714286
ILMN_1824807	119.2178	24	6.720141	0.06623377
ILMN_1893335	119.1445	22	6.814864	0.06623377
ILMN_1869130	101.3275	19	4.335289	0.4948052
ILMN_1833964	151.179	25	9.069325	0.003896104
ILMN_1842426	100.2052	29	3.557435	0.525974
ILMN_1916313	120.054	13	11.7467	0.06103896
ILMN_1901769	103.9267	23	3.632569	0.4142857
ILMN_1822220	145.4444	24	8.758265	0.006493506
ILMN_1899404	100.2154	16	5.310251	0.525974
ILMN_1900520	97.41351	22	4.269876	0.6155844
ILMN_1825421	119.1667	20	7.674049	0.06623377
ILMN_1856009	99.28046	9	5.662251	0.5545455
ILMN_1870085	137.3747	30	8.665986	0.01038961
ILMN_1906794	103.8427	17	4.146432	0.4168831
ILMN_1825773	120.1679	18	8.824181	0.06103896
ILMN_1844611	113.0606	18	4.844429	0.1506494
ILMN_1855116	105.2384	22	3.809685	0.374026
ILMN_1890821	106.2982	28	4.588037	0.325974
ILMN_1869318	104.0596	30	3.707218	0.4103896
ILMN_1880350	120.6283	27	5.16309	0.05714286
ILMN_1909135	113.3519	26	5.1423	0.1415584
ILMN_1915752	112.0878	21	5.567473	0.1727273
ILMN_1916931	123.321	19	7.218021	0.03636364
ILMN_1904843	110.6198	10	8.371335	0.2116883
ILMN_1899026	98.70244	30	3.029575	0.5714286
ILMN_1841485	99.27917	18	6.089646	0.5545455
ILMN_1819488	102.0001	14	6.685972	0.4766234
ILMN_1861767	103.0503	18	6.18893	0.4493507
ILMN_1903159	171.941	28	7.092624	0
ILMN_1884146	110.4438	18	5.456546	0.2142857
ILMN_1821724	131.1792	17	8.393147	0.01428571
ILMN_1832209	114.568	13	7.314914	0.1194805
ILMN_1885475	100.4247	17	4.536932	0.5168831
ILMN_1888658	104.3701	26	4.180989	0.3987013
ILMN_1893960	98.14851	19	4.669681	0.5883117
ILMN_1866314	118.9853	17	9.988441	0.06623377
ILMN_1906681	102.5951	9	4.849067	0.4623377
ILMN_1842468	107.8657	30	4.166523	0.2896104
ILMN_1900123	114.9287	23	5.944277	0.1168831
ILMN_1901646	117.3365	22	5.486357	0.08571429
ILMN_1846567	102.4357	19	4.089293	0.4662338
ILMN_1863284	396.3366	27	15.19962	0
ILMN_1881348	118.5818	25	8.859495	0.06753246
ILMN_1886595	130.605	20	6.325501	0.01428571
ILMN_1911059	118.9188	29	4.252603	0.06623377
ILMN_1822990	114.0135	18	9.1902	0.1298701
ILMN_1916292	150.1395	24	6.219978	0.003896104
ILMN_1872967	116.7282	31	5.204917	0.0961039
ILMN_1854861	132.7272	16	7.725246	0.01168831
ILMN_1866491	146.8295	22	8.223858	0.003896104
ILMN_1871155	97.18632	21	3.230401	0.6207792
ILMN_1819223	119.4609	19	7.394915	0.06493507
ILMN_1833027	111.9613	24	4.193907	0.1766234
ILMN_1834147	117.4957	23	4.074843	0.08571429
ILMN_1867575	94.88011	17	3.577497	0.6831169
ILMN_1888224	108.4212	28	4.700038	0.2792208
ILMN_1832920	118.1012	23	9.088597	0.07402597
ILMN_1858105	131.4468	19	9.946887	0.01298701
ILMN_1892652	148.5271	13	17.50036	0.003896104
ILMN_1883399	134.6588	15	15.49117	0.01168831
ILMN_1844496	92.36956	15	5.213628	0.7415584
ILMN_1829484	112.3687	30	4.422095	0.1649351
ILMN_1826046	106.3263	25	3.358501	0.325974
ILMN_1830031	114.1515	20	6.246012	0.125974
ILMN_1860354	100.3955	15	4.146764	0.5168831
ILMN_1839354	93.84225	21	4.443223	0.712987
ILMN_1863858	105.6943	23	6.545662	0.3519481
ILMN_1879480	133.6086	25	6.333652	0.01168831
ILMN_1843388	118.825	17	6.689488	0.06753246
ILMN_1887617	125.2582	12	9.282014	0.02727273
ILMN_1912287	198.9186	19	8.360188	0
ILMN_1816953	114.6085	22	6.397304	0.1194805
ILMN_1872564	110.4531	14	7.046936	0.2142857
ILMN_1862001	129.134	24	7.834426	0.01688312
ILMN_1833376	112.1738	12	6.365072	0.1688312
ILMN_1819304	145.0751	24	6.125259	0.006493506
ILMN_1823698	97.89157	20	3.118401	0.5961039
ILMN_1884050	106.123	18	6.977891	0.3350649
ILMN_1916182	133.6448	25	9.015389	0.01168831
ILMN_1835052	106.7129	20	5.298239	0.3103896
ILMN_1889468	87.62363	23	3.913561	0.8545455
ILMN_1823034	101.3283	20	4.921648	0.4948052
ILMN_1864988	101.1627	24	3.881156	0.5038961
ILMN_1880251	100.0916	19	6.007146	0.5285714
ILMN_1872605	113.8265	21	5.771244	0.1363636
ILMN_1816384	102.1549	27	4.216766	0.4714286
ILMN_1909702	109.4723	24	6.037935	0.2402597
ILMN_1845201	104.1755	21	4.636412	0.4090909
ILMN_1821473	109.2133	24	5.493004	0.2480519
ILMN_1916599	108.7795	16	6.084929	0.2623377
ILMN_1876912	120.2883	20	5.417234	0.05974026
ILMN_1916786	135.8975	22	9.054851	0.01038961
ILMN_1822971	98.33091	12	2.794185	0.587013
ILMN_1862689	114.5861	26	6.768543	0.1194805
ILMN_1916702	122.9367	22	6.901202	0.04285714
ILMN_1829768	129.4575	19	6.413066	0.01688312
ILMN_1900615	136.1865	17	11.14565	0.01038961
ILMN_1884357	113.6005	29	4.221457	0.138961
ILMN_1876951	114.4107	17	6.131946	0.1220779
ILMN_1865069	125.5417	20	7.479286	0.02727273
ILMN_1897741	672.4092	19	25.9581	0
ILMN_1822823	84.56396	20	3.201768	0.9233766
ILMN_1870529	92.44313	20	3.36814	0.738961
ILMN_1902630	120.1798	28	5.073301	0.06103896
ILMN_1818534	159.1838	11	19.49639	0.002597403
ILMN_1850115	114.8075	17	7.11615	0.1181818
ILMN_1902949	108.0202	22	4.919409	0.2883117
ILMN_1898022	105.2994	17	3.543754	0.374026
ILMN_1824362	1239.882	27	38.4309	0
ILMN_1900181	96.63834	20	3.729516	0.6324675
ILMN_1852793	199.3927	21	12.93636	0
ILMN_1892417	95.88821	20	2.941899	0.6545454
ILMN_1842738	139.3897	19	9.360023	0.009090909
ILMN_1817715	111.414	13	6.619249	0.1935065
ILMN_1911043	100.1913	23	3.221576	0.5272727
ILMN_1871306	112.3304	16	6.809871	0.1649351
ILMN_1850613	96.90073	20	3.051868	0.625974
ILMN_1894895	112.5848	24	6.292042	0.161039
ILMN_1884754	95.04018	19	2.996091	0.6766234
ILMN_1882262	106.6509	30	4.603363	0.312987
ILMN_1886026	114.1706	28	3.383043	0.125974
ILMN_1874172	119.5529	12	10.2119	0.06363636
ILMN_1900661	449.3956	22	9.65041	0
ILMN_1824297	111.4375	19	3.784467	0.1935065
ILMN_1866856	109.4043	25	4.81863	0.2402597
ILMN_1820295	125.1738	28	5.467001	0.02727273
ILMN_1839719	303.2963	24	15.17815	0
ILMN_1873534	121.8494	17	5.399211	0.04935065
ILMN_1888690	118.2451	26	5.224917	0.07402597
ILMN_1876151	114.2475	21	7.047762	0.1246753
ILMN_1905821	114.9206	31	5.619367	0.1168831
ILMN_1891694	128.3072	24	5.790647	0.01948052
ILMN_1847793	93.84781	21	3.940923	0.712987
ILMN_1835172	104.369	24	3.404594	0.3987013
ILMN_1816948	110.9518	20	5.361968	0.2038961
ILMN_1912438	123.2149	20	8.301965	0.03636364
ILMN_1902861	96.48914	28	3.118969	0.635065
ILMN_1888949	102.0095	26	3.191519	0.4766234
ILMN_1881481	92.47383	17	2.415846	0.7363636
ILMN_1825449	135.8503	13	12.2178	0.01038961
ILMN_1890063	133.9076	19	8.436267	0.01168831
ILMN_1885705	116.5793	24	6.22382	0.0987013
ILMN_1867321	109.6283	18	5.74418	0.2350649
ILMN_1872769	121.7823	28	5.57386	0.04935065
ILMN_1833876	94.74919	19	4.60303	0.6896104
ILMN_1911047	295.2456	24	16.9624	0
ILMN_1900159	110.9025	22	5.958412	0.2051948
ILMN_1895417	125.0364	23	7.532309	0.02727273
ILMN_1828747	95.4127	12	4.795585	0.6662338
ILMN_1873215	129.1855	25	8.29624	0.01688312
ILMN_1864989	145.5833	22	10.1033	0.005194805
ILMN_1904561	129.4291	21	8.186318	0.01688312
ILMN_1915480	108.1312	20	6.38173	0.2857143
ILMN_1892172	111.2345	18	6.624495	0.2
ILMN_1872600	106.9381	18	5.572224	0.3064935
ILMN_1840283	128.3281	21	8.175361	0.01948052
ILMN_1877421	118.8316	26	6.704681	0.06753246
ILMN_1898605	112.8043	24	5.457308	0.1571429
ILMN_1870857	109.2912	24	4.920941	0.2454545
ILMN_1818446	100.1453	14	3.891614	0.5272727
ILMN_1862939	115.5555	31	4.572445	0.1116883
ILMN_1824465	113.7048	22	7.307664	0.1363636
ILMN_1852040	109.7672	24	5.768937	0.2350649
ILMN_1854132	115.884	30	4.845301	0.1051948
ILMN_1887735	94.62138	14	5.705634	0.6922078
ILMN_1853193	111.1825	18	4.038469	0.2
ILMN_1900146	124.936	30	6.180295	0.02857143
ILMN_1888330	109.6639	23	4.771683	0.2350649
ILMN_1907467	116.0577	24	3.373884	0.1051948
ILMN_1832263	128.5384	22	9.303504	0.01948052
ILMN_1824784	104.6982	33	3.986769	0.387013
ILMN_1834252	99.38734	22	4.239583	0.5519481
ILMN_1902123	134.03	20	9.145888	0.01168831
ILMN_1859334	116.5739	29	3.6817	0.0987013
ILMN_1826717	98.11456	10	4.360611	0.5896104
ILMN_1872408	129.4173	18	7.283332	0.01688312
ILMN_1909610	121.5524	9	8.44651	0.05064935
ILMN_1865559	104.9873	9	5.512543	0.3779221
ILMN_1907215	105.1109	19	1.840223	0.3753247
ILMN_1839740	127.587	13	8.426037	0.02077922
ILMN_1871162	127.0044	10	8.220106	0.02207792
ILMN_1897867	95.26907	17	3.635566	0.6701299
ILMN_1879767	103.9967	11	7.236694	0.4116883
ILMN_1880446	156.6114	17	14.47594	0.002597403
ILMN_1838655	106.0933	19	4.170021	0.3376623
ILMN_1861749	104.0061	28	4.494685	0.4116883
ILMN_1891233	143.2465	27	10.59719	0.006493506
ILMN_1880937	250.5981	16	19.51916	0
ILMN_1875763	102.9094	23	6.762315	0.451948
ILMN_1855746	237.6865	27	8.758268	0
ILMN_1828034	113.5536	14	5.180946	0.138961
ILMN_1830069	110.2343	25	5.507476	0.2207792
ILMN_1917315	111.8908	28	4.751773	0.1792208
ILMN_1831907	111.077	22	3.820703	0.2012987
ILMN_1887357	101.3094	26	3.916545	0.4948052
ILMN_1864580	109.7689	27	3.351377	0.2350649
ILMN_1850991	112.3668	24	5.751457	0.1649351
ILMN_1848499	115.5495	23	4.145647	0.1116883
ILMN_1850372	98.80849	26	3.988288	0.5701299
ILMN_1882482	118.0069	25	5.23571	0.07532468
ILMN_1891324	164.7072	22	12.06061	0.001298701
ILMN_1899461	110.1169	33	5.047818	0.2220779
ILMN_1858245	132.9527	21	8.812384	0.01168831
ILMN_1850795	100.0273	33	3.11077	0.5298702
ILMN_1886750	140.2051	13	10.80656	0.006493506
ILMN_1885774	123.2978	16	9.088121	0.03636364
ILMN_1913759	113.6132	23	4.958518	0.1376623
ILMN_1824666	185.2933	18	16.82294	0
ILMN_1880184	117.4004	25	4.627876	0.08571429
ILMN_1882849	120.8156	13	11.02425	0.05584415
ILMN_1850875	107.4104	32	3.396896	0.3
ILMN_1849430	112.2626	20	5.473948	0.1675325
ILMN_1893395	108.5286	25	4.343745	0.2727273
ILMN_1851972	137.6082	35	6.393297	0.01038961
ILMN_1818617	101.3076	22	3.817183	0.4948052
ILMN_1895686	116.1983	21	5.228282	0.1025974
ILMN_1864749	120.9205	28	5.551865	0.05584415
ILMN_1895518	113.3874	20	6.616833	0.1415584
ILMN_1901555	111.8643	23	3.521242	0.1792208
ILMN_1887505	108.5145	32	3.973427	0.274026
ILMN_1864565	114.2299	18	8.220244	0.125974
ILMN_1893608	107.9294	15	6.0882	0.2896104
ILMN_1839531	102.559	31	3.316658	0.4623377
ILMN_1893697	107.8627	19	3.91869	0.2896104
ILMN_1825529	113.5659	34	5.349114	0.138961
ILMN_1823533	137.3969	14	8.438606	0.01038961
ILMN_1892498	138.5893	9	15.40596	0.01038961
ILMN_1874613	148.0259	25	8.491656	0.003896104
ILMN_1844882	115.1176	20	6.248447	0.1168831
ILMN_1912662	628.8181	25	52.41356	0
ILMN_1872973	134.9718	18	13.34133	0.01168831
ILMN_1883445	105.1332	19	6.671955	0.3753247
ILMN_1889878	123.4903	23	6.864245	0.03636364
ILMN_1891673	105.603	27	3.737822	0.361039
ILMN_1859662	113.7058	17	5.206705	0.1363636
ILMN_1895935	102.5196	17	4.805255	0.4623377
ILMN_1848815	127.1174	26	6.207912	0.02077922
ILMN_1861982	106.8265	27	4.391387	0.3064935
ILMN_1832155	113.537	18	7.08223	0.138961
ILMN_1857239	104.7478	26	5.007511	0.3857143
ILMN_1905850	112.6751	14	5.677094	0.161039
ILMN_1873261	98.40801	12	5.149096	0.5844156
ILMN_1869193	109.6726	20	5.017875	0.2350649
ILMN_1857335	115.635	22	5.272791	0.1090909
ILMN_1905788	113.0233	28	4.391442	0.1506494
ILMN_1893367	121.7638	26	5.783751	0.04935065
ILMN_1869140	105.1118	23	4.980778	0.3753247
ILMN_1903312	103.5251	24	4.360873	0.4311688
ILMN_1874806	106.6542	29	4.707488	0.312987
ILMN_1834592	107.435	26	2.885545	0.3
ILMN_1882284	122.0976	17	7.179107	0.04675325
ILMN_1902060	120.4532	33	5.845814	0.05714286
ILMN_1832879	180.6555	32	7.831195	0
ILMN_1866929	122.8249	20	6.808473	0.04285714
ILMN_1867060	104.3489	32	3.757322	0.3987013
ILMN_1843101	108.4897	20	5.789499	0.2753247
ILMN_1898938	131.9408	21	5.733108	0.01298701
ILMN_1872450	114.7596	23	4.709364	0.1181818
ILMN_1872568	99.94049	20	4.223963	0.5350649
ILMN_1898096	106.521	25	5.202085	0.3168831
ILMN_1874566	97.01126	21	3.814529	0.6246753
ILMN_1822378	96.81052	18	5.909618	0.625974
ILMN_1881514	120.8724	24	4.982099	0.05584415
