ID_REF	VALUE	5455178010_E.Avg_NBEADS	5455178010_E.BEAD_STDERR	5455178010_E.Detection Pval
ILMN_2413318	246.9725	22	14.17917	0
ILMN_1811264	1010.519	27	37.54136	0
ILMN_1810855	96.86375	15	5.386906	0.6298701
ILMN_2141118	126.8734	18	10.17916	0.03246753
ILMN_2145490	118.5079	16	7.789888	0.1038961
ILMN_3248556	116.4691	20	5.096116	0.1285714
ILMN_1663484	114.5767	18	6.281631	0.1558442
ILMN_2073543	1697.286	19	91.98283	0
ILMN_3238170	98.18497	18	5.098183	0.5974026
ILMN_2185427	104.6265	30	5.218033	0.3909091
ILMN_3245646	101.8667	21	5.399071	0.4818182
ILMN_1774990	252.0804	27	17.68874	0
ILMN_2369826	137.0204	15	9.363532	0.009090909
ILMN_1806189	100.0772	21	5.290226	0.5350649
ILMN_1751559	87.71957	13	2.963714	0.8844156
ILMN_1801118	647.2105	29	26.14753	0
ILMN_2273447	93.47875	16	5.759904	0.7493507
ILMN_2369580	713.1311	15	40.24994	0
ILMN_1733581	140.7385	34	7.714837	0.006493506
ILMN_3248631	101.1908	24	4.407851	0.4974026
ILMN_1799100	99.88074	20	4.824204	0.5389611
ILMN_1713884	156.0669	19	5.530666	0.001298701
ILMN_1687821	85.86135	27	3.441384	0.9181818
ILMN_1667665	126.1289	24	8.823273	0.03506494
ILMN_1784128	108.1761	19	4.318452	0.2896104
ILMN_1787324	243.3441	21	12.59107	0
ILMN_1815812	109.3115	20	6.408651	0.2662338
ILMN_1689710	94.47659	19	6.350475	0.7064935
ILMN_1656871	101.0166	11	5.035351	0.5038961
ILMN_1717324	149.9024	15	12.00886	0.001298701
ILMN_2194828	352.9884	20	22.34302	0
ILMN_1727444	157.3161	17	14.17342	0.001298701
ILMN_1681032	93.55136	13	3.627154	0.7454545
ILMN_1759261	107.2908	21	7.389418	0.3038961
ILMN_1777129	183.5969	26	7.640121	0
ILMN_1765880	363.5437	18	24.31805	0
ILMN_1685289	598.2542	23	14.6927	0
ILMN_1656452	111.2851	25	6.479439	0.2246753
ILMN_1783333	1681.991	23	53.88591	0
ILMN_1729450	111.9126	24	4.217178	0.2155844
ILMN_1790650	1108.293	24	35.6712	0
ILMN_1746829	91.71755	23	4.300298	0.7844156
ILMN_3237636	125.2698	18	7.976484	0.04025974
ILMN_1658290	220.2521	17	12.79353	0
ILMN_2135991	111.2305	27	5.665304	0.2246753
ILMN_1693630	95.82618	27	4.092567	0.6623377
ILMN_1711703	136.2516	30	6.777153	0.009090909
ILMN_1683370	82.3531	25	3.172169	0.9532468
ILMN_1773407	256.7232	34	11.50219	0
ILMN_1754241	94.11427	21	3.243887	0.7233766
ILMN_1806149	101.7303	17	6.884056	0.4857143
ILMN_1790537	131.3116	23	6.671952	0.02077922
ILMN_2137003	112.6751	20	6.4805	0.1896104
ILMN_1759411	107.4689	22	5.16294	0.3025974
ILMN_2112599	416.8787	20	17.74112	0
ILMN_3246915	113.4904	25	5.780413	0.1714286
ILMN_1795662	84.63818	25	3.734583	0.9298701
ILMN_1806657	111.5963	20	9.780174	0.2181818
ILMN_1697800	100.1492	21	6.188087	0.5311688
ILMN_1690911	234.8621	19	13.72183	0
ILMN_3246732	102.2563	14	7.148584	0.4688312
ILMN_1676222	81.39188	22	2.847578	0.9714286
ILMN_1713956	96.82958	14	4.283076	0.6298701
ILMN_1874870	99.10869	24	5.060797	0.5649351
ILMN_1759325	252.4413	20	13.71427	0
ILMN_2179726	339.934	24	17.9047	0
ILMN_3237452	101.2117	15	4.947567	0.4974026
ILMN_3195203	160.0658	24	8.192239	0.001298701
ILMN_3234124	128.3943	22	7.591492	0.02857143
ILMN_1811991	131.9465	13	10.36613	0.01688312
ILMN_2388539	163.4354	30	8.104321	0.001298701
ILMN_1765923	143.8773	23	10.88599	0.001298701
ILMN_1778382	124.3876	22	8.068292	0.04415584
ILMN_1661735	89.35551	23	4.338352	0.8441558
ILMN_3239959	121.4585	29	3.682484	0.06753246
ILMN_2099487	101.5855	18	3.366259	0.4883117
ILMN_1654013	107.3422	22	5.899868	0.3038961
ILMN_1727078	149.1173	18	11.80674	0.001298701
ILMN_1783645	105.6834	23	5.427833	0.3480519
ILMN_1656427	168.9919	25	7.417126	0.001298701
ILMN_2113016	140.8627	26	8.96229	0.006493506
ILMN_1698650	119.7024	11	9.35466	0.08571429
ILMN_1732374	116.0524	22	6.12268	0.1350649
ILMN_1686835	115.8433	18	6.722784	0.1376623
ILMN_1687725	117.8682	20	8.188833	0.112987
ILMN_3307733	241.2412	18	15.96766	0
ILMN_1750404	88.07701	29	3.517896	0.8727273
ILMN_1681252	133.4007	25	6.592041	0.01298701
ILMN_1719224	4660.181	20	227.256	0
ILMN_1670707	114.1002	23	9.755215	0.1662338
ILMN_1688703	98.68699	18	5.987174	0.5766234
ILMN_2075221	102.9005	16	4.827176	0.4467532
ILMN_1702526	187.4722	24	11.34072	0
ILMN_1763688	2295.155	28	95.88628	0
ILMN_1765645	125.5547	34	7.187835	0.03896104
ILMN_1808625	93.13674	25	6.239812	0.7519481
ILMN_1757693	113.9588	19	7.182978	0.1675325
ILMN_1776490	169.6742	14	11.62307	0.001298701
ILMN_3307509	93.67478	21	4.309117	0.7402598
ILMN_1721055	84.50372	20	3.531647	0.9324675
ILMN_1656069	88.89085	27	3.921236	0.8571429
ILMN_2056687	118.2613	29	6.228655	0.1077922
ILMN_1688422	81.06932	19	2.954636	0.9727273
ILMN_2398926	190.7415	21	10.85095	0
ILMN_1700515	106.6726	18	3.625894	0.3246753
ILMN_1712985	136.6443	19	5.781134	0.009090909
ILMN_1741924	106.8025	20	3.237666	0.3194805
ILMN_1688997	94.02271	26	3.39641	0.725974
ILMN_2225746	160.4381	19	13.3819	0.001298701
ILMN_1747347	172.1131	24	10.30585	0.001298701
ILMN_2201533	2103.385	18	100.3329	0
ILMN_1750401	360.3959	24	18.87629	0
ILMN_1812441	221.3704	21	17.2398	0
ILMN_1717579	98.33005	20	5.900484	0.5896104
ILMN_1676731	103.287	29	4.395137	0.4363636
ILMN_1675097	95.16747	30	2.971645	0.6779221
ILMN_1707292	227.7176	14	18.42738	0
ILMN_1772296	156.3203	30	4.950226	0.001298701
ILMN_1755711	390.5204	20	11.78974	0
ILMN_1702676	243.4879	14	16.28127	0
ILMN_1743621	118.7379	24	6.584861	0.09740259
ILMN_1711823	528.4512	28	19.23776	0
ILMN_1807533	423.1203	30	18.3656	0
ILMN_3238314	101.098	15	7.659665	0.4974026
ILMN_1710619	101.0327	24	4.20548	0.5038961
ILMN_1810107	99.5279	21	4.990434	0.5493507
ILMN_1797155	84.4733	29	2.959718	0.9324675
ILMN_2221784	107.3113	15	6.874686	0.3038961
ILMN_2185604	77.10956	21	2.559064	0.9935065
ILMN_1806330	94.40797	18	5.181346	0.7077922
ILMN_1752947	511.7808	10	22.46751	0
ILMN_1762071	174.3337	22	8.449189	0.001298701
ILMN_1705414	103.7136	19	3.823972	0.425974
ILMN_2341690	200.0597	18	12.51968	0
ILMN_1672554	160.848	16	8.255025	0.001298701
ILMN_1661351	91.27393	18	4.59341	0.8
ILMN_1783682	110.8658	25	5.770859	0.2337662
ILMN_2221076	196.0572	30	6.539348	0
ILMN_3269835	99.82674	27	6.089982	0.5402597
ILMN_3307757	108.898	32	5.077248	0.2753247
ILMN_1682761	103.1659	11	6.16787	0.4376623
ILMN_3194613	85.72849	20	2.794268	0.9194805
ILMN_3263062	160.862	23	15.37458	0.001298701
ILMN_3245824	124.2575	24	8.083373	0.04415584
ILMN_2043615	892.9153	27	38.05117	0
ILMN_1805131	151.0459	16	11.54152	0.001298701
ILMN_2390310	427.0912	29	19.10976	0
ILMN_3236709	110.0952	14	11.35203	0.2532468
ILMN_2280731	140.8242	19	6.248479	0.006493506
ILMN_1688727	156.3084	22	9.957866	0.001298701
ILMN_2382724	353.0634	25	21.01976	0
ILMN_3247139	262.6228	29	12.68021	0
ILMN_1713803	112.6485	23	6.399125	0.1909091
ILMN_1707137	156.5909	24	8.279413	0.001298701
ILMN_3247988	98.95773	6	6.328815	0.5675325
ILMN_2351795	113.2334	21	7.454221	0.1779221
ILMN_1671693	135.7461	15	5.811934	0.009090909
ILMN_2207328	178.9973	27	7.435987	0
ILMN_3179127	97.60245	17	5.391577	0.6103896
ILMN_1705656	102.1713	21	6.467003	0.4727273
ILMN_3261278	154.4306	32	5.695786	0.001298701
ILMN_1658110	138.3749	34	4.361767	0.007792208
ILMN_1722133	112.8973	19	7.453701	0.1844156
ILMN_3250914	116.5186	16	7.605486	0.1272727
ILMN_3250066	102.2332	18	8.847426	0.4701299
ILMN_1771012	95.54451	17	4.944737	0.6688312
ILMN_1805998	365.5424	17	15.32533	0
ILMN_1736130	135.3724	27	7.609829	0.009090909
ILMN_1801822	1275.668	17	44.74429	0
ILMN_1682941	91.35418	30	3.850971	0.7974026
ILMN_1746670	124.6179	28	8.054705	0.04285714
ILMN_2196588	321.6207	24	25.98602	0
ILMN_1673320	110.4909	24	6.317905	0.2441558
ILMN_1690442	139.6309	19	8.251755	0.006493506
ILMN_1735401	106.8128	20	5.606196	0.3194805
ILMN_1670718	82.20797	11	5.496157	0.9597403
ILMN_2173500	102.353	22	4.978773	0.4675325
ILMN_2169089	115.796	20	8.519878	0.1376623
ILMN_1716006	113.1396	14	8.505927	0.1792208
ILMN_1748916	404.2365	28	18.72278	0
ILMN_2182531	1179.617	14	72.03372	0
ILMN_1796074	119.463	15	6.21574	0.08831169
ILMN_1784905	102.9152	28	4.997718	0.4467532
ILMN_3237707	92.65598	29	3.61735	0.7649351
ILMN_1719097	1529.365	27	46.09757	0
ILMN_1787844	609.5239	23	50.2256	0
ILMN_2362439	86.71516	25	3.387461	0.9116883
ILMN_1703695	258.5256	22	13.41286	0
ILMN_1664920	620.2388	19	23.11736	0
ILMN_1718365	91.0674	26	3.687159	0.8038961
ILMN_1800031	117.359	28	6.297787	0.1207792
ILMN_1719207	99.17326	18	3.002016	0.5597402
ILMN_1785933	85.9836	18	4.314222	0.9181818
ILMN_2406892	375.791	11	31.98673	0
ILMN_1798728	1777.993	32	44.49846	0
ILMN_1663349	104.8888	26	7.03548	0.3831169
ILMN_2199298	117.9459	17	7.632187	0.112987
ILMN_1683905	132.6252	21	6.926581	0.01558442
ILMN_1808202	728.076	26	23.33222	0
ILMN_1657148	99.93422	24	6.797688	0.5376623
ILMN_1678052	175.0821	27	9.970032	0.001298701
ILMN_1655225	131.1497	24	4.650147	0.02077922
ILMN_1780504	101.0432	15	6.023058	0.5025974
ILMN_2408796	150.6823	25	8.069806	0.001298701
ILMN_1813374	270.0387	19	22.48085	0
ILMN_2262462	168.1722	27	11.43396	0.001298701
ILMN_2350421	188.6795	21	11.84071	0
ILMN_3187980	111.874	23	5.356694	0.2155844
ILMN_1730818	126.8808	23	6.375688	0.03246753
ILMN_1782782	105.8899	27	5.110753	0.3441558
ILMN_2233279	17322.41	30	539.7023	0
ILMN_1717793	120.1429	19	9.193954	0.08181818
ILMN_1773163	83.73898	19	3.366858	0.9467533
ILMN_1674926	94.42281	27	4.615005	0.7077922
ILMN_1734346	454.1238	24	28.893	0
ILMN_2400546	141.8533	32	6.752375	0.006493506
ILMN_1788337	116.7498	14	5.150216	0.1246753
ILMN_3240538	120.7053	21	9.211798	0.07402597
ILMN_1707943	83.88783	22	2.543247	0.9441559
ILMN_1730945	95.86105	20	5.319292	0.6597403
ILMN_2173891	127.7092	18	8.090381	0.02987013
ILMN_1684854	90.38651	15	7.950493	0.825974
ILMN_1694759	321.0824	14	21.3064	0
ILMN_1784299	603.2256	25	19.8133	0
ILMN_3251733	670.6601	25	37.81382	0
ILMN_1801572	146.039	23	9.344099	0.001298701
ILMN_1755335	84.74995	18	3.321432	0.9298701
ILMN_1801697	102.3823	18	7.099764	0.4662338
ILMN_1735608	148.3345	27	10.62785	0.001298701
ILMN_1681124	88.55249	17	4.979101	0.8662338
ILMN_2383484	103.8043	26	2.883057	0.4207792
ILMN_1759184	247.014	36	11.58461	0
ILMN_1790951	349.3137	18	14.47886	0
ILMN_1772074	92.63319	19	4.580013	0.7649351
ILMN_1726181	202.3322	27	10.49796	0
ILMN_1671374	1304.404	25	51.65662	0
ILMN_1729546	169.976	21	9.107869	0.001298701
ILMN_2195397	90.20514	30	4.29752	0.8272727
ILMN_1757914	1499.196	19	74.82002	0
ILMN_1714419	78.46272	29	2.800037	0.987013
ILMN_1682339	124.9807	13	10.563	0.04155844
ILMN_1762713	97.45996	24	5.309409	0.6168831
ILMN_1762439	146.7062	29	5.841285	0.001298701
ILMN_1703288	669.0242	24	43.74846	0
ILMN_2326282	681.1071	19	38.4613	0
ILMN_3268564	153.8381	22	8.288972	0.001298701
ILMN_3188110	221.1998	19	9.293648	0
ILMN_1737005	144.8356	24	7.104734	0.001298701
ILMN_2396813	208.3149	21	9.487609	0
ILMN_1806937	451.6748	26	12.46432	0
ILMN_1721583	120.0348	26	7.004443	0.08181818
ILMN_1786707	131.3183	25	8.18444	0.02077922
ILMN_3253728	95.27249	17	4.125376	0.6779221
ILMN_1750400	409.0531	19	15.62034	0
ILMN_1662187	92.52959	28	4.787792	0.7688312
ILMN_3247438	99.84477	22	4.820875	0.5402597
ILMN_1765684	1322.901	23	45.50403	0
ILMN_3242508	131.1888	11	16.73426	0.02077922
ILMN_1721628	99.60983	21	4.712473	0.5454546
ILMN_1699309	88.88921	23	4.026994	0.8571429
ILMN_1762330	95.77219	23	5.112833	0.6623377
ILMN_2394613	103.9438	22	5.73773	0.4142857
ILMN_1662578	190.6551	26	11.21401	0
ILMN_1753903	92.65245	23	4.40215	0.7649351
ILMN_2401730	131.0921	23	5.438469	0.02077922
ILMN_1751234	732.762	14	37.10028	0
ILMN_1760955	98.58458	18	4.97177	0.5818182
ILMN_1792088	124.0296	36	5.296909	0.04545455
ILMN_1658206	77.2168	17	2.714854	0.9935065
ILMN_2385662	108.2183	23	6.837817	0.2896104
ILMN_1756811	81.57792	23	3.42277	0.9649351
ILMN_1725906	130.1535	23	6.809371	0.02337662
ILMN_2114185	114.9682	19	8.707507	0.1454545
ILMN_1714222	110.359	22	7.656087	0.2441558
ILMN_1713952	104.9909	11	5.018538	0.3805195
ILMN_2089656	166.1207	22	9.057089	0.001298701
ILMN_1746677	107.3261	18	8.324837	0.3038961
ILMN_1782991	102.7275	20	4.025234	0.448052
ILMN_2077886	191.7711	17	12.71408	0
ILMN_1656088	81.13222	25	3.601168	0.9727273
ILMN_1710993	83.23273	20	3.168506	0.9480519
ILMN_1727540	127.7947	20	5.468149	0.02987013
ILMN_1789140	96.74463	21	6.311235	0.6311688
ILMN_1777963	84.62081	12	5.152865	0.9311689
ILMN_1674817	84.8017	17	3.187892	0.9298701
ILMN_2073446	113.4057	21	5.588233	0.174026
ILMN_1706483	133.7608	21	9.559389	0.01038961
ILMN_1676725	104.8641	25	6.824687	0.3831169
ILMN_1679816	97.77645	24	4.429513	0.6064935
ILMN_2354696	103.9176	31	6.004934	0.4142857
ILMN_1723567	82.71413	22	3.797512	0.951948
ILMN_1755835	117.6941	21	8.038795	0.1168831
ILMN_1786273	341.9203	23	13.73601	0
ILMN_2082130	596.0066	21	15.74798	0
ILMN_1655485	182.2941	14	14.08355	0
ILMN_2371470	116.552	18	5.28121	0.1272727
ILMN_1759464	97.06319	17	4.902098	0.625974
ILMN_1684246	108.4383	15	6.095513	0.2844156
ILMN_1767230	121.7035	23	8.958523	0.06623377
ILMN_1691441	94.59592	25	3.587634	0.7038961
ILMN_1744089	107.4047	16	5.498319	0.3038961
ILMN_1784207	1032.208	23	50.16656	0
ILMN_1677974	82.14542	24	3.730035	0.9610389
ILMN_3246014	136.3307	17	14.1562	0.009090909
ILMN_1805474	395.204	21	13.75816	0
ILMN_1747531	109.7672	21	6.3712	0.2584416
ILMN_3241665	99.5374	24	4.216023	0.5493507
ILMN_1787280	84.37588	19	2.493605	0.9337662
ILMN_1723256	112.3949	20	4.223923	0.1974026
ILMN_1705904	112.2117	18	9.105208	0.2012987
ILMN_1726023	85.95119	21	2.761798	0.9181818
ILMN_1806635	85.29109	28	3.457592	0.9246753
ILMN_2137404	90.50738	19	4.441922	0.8194805
ILMN_1684186	128.4484	16	5.900874	0.02857143
ILMN_1707503	1298.831	18	48.70613	0
ILMN_1699205	103.654	25	4.328786	0.4272727
ILMN_2083742	105.9748	27	4.79565	0.3428572
ILMN_1784827	105.9213	18	5.579683	0.3441558
ILMN_2076940	102.1269	26	2.783355	0.474026
ILMN_1762204	94.73707	22	5.470741	0.6948052
ILMN_2064311	118.1034	28	6.105468	0.1103896
ILMN_1657860	150.7029	14	9.181875	0.001298701
ILMN_1815307	102.6117	22	6.346799	0.451948
ILMN_1676016	88.87981	22	4.08409	0.8571429
ILMN_2387496	97.49155	26	4.665344	0.6155844
ILMN_2121189	89.30397	20	4.486915	0.8454546
ILMN_1734915	146.9289	16	7.374259	0.001298701
ILMN_1809448	113.0119	19	5.878899	0.1805195
ILMN_1733298	96.98563	23	4.77888	0.625974
ILMN_1672811	102.4144	27	4.486238	0.4636364
ILMN_1772790	107.0209	29	4.055083	0.3142857
ILMN_1754894	502.0387	32	18.9148	0
ILMN_1757415	97.21758	19	6.381457	0.625974
ILMN_1675024	98.97768	17	3.674743	0.5675325
ILMN_1675055	177.9714	23	7.809293	0.001298701
ILMN_1701101	122.3931	20	7.866433	0.06233766
ILMN_1761999	103.694	30	4.194362	0.425974
ILMN_1784186	109.1609	26	6.735975	0.2688312
ILMN_1765430	94.55742	19	4.405605	0.7038961
ILMN_1676322	122.2518	21	9.843054	0.06363636
ILMN_1751569	106.0419	17	6.0768	0.3415585
ILMN_3236244	422.2902	16	22.57137	0
ILMN_1792551	97.88371	14	4.599378	0.6051948
ILMN_1777437	108.1709	19	7.758157	0.2896104
ILMN_1704674	103.8119	20	6.432001	0.4207792
ILMN_1806963	103.1363	28	4.542372	0.4376623
ILMN_1797301	117.7855	34	5.89702	0.1142857
ILMN_2284113	103.0831	25	6.633978	0.4402598
ILMN_2388955	111.5526	17	7.233322	0.2207792
ILMN_1708393	115.4053	18	6.575262	0.138961
ILMN_1690209	129.1562	19	7.117712	0.02467532
ILMN_1669123	107.3457	24	7.023141	0.3038961
ILMN_2047460	79.97148	35	2.585396	0.9805195
ILMN_1789058	83.70875	14	4.502694	0.9467533
ILMN_1790713	106.8687	24	4.736824	0.3181818
ILMN_1734486	342.2564	21	23.52984	0
ILMN_1742738	109.949	24	5.661721	0.2558441
ILMN_1691299	115.4469	11	11.38208	0.138961
ILMN_1652963	82.12849	17	1.727543	0.9610389
ILMN_3251643	127.4876	26	7.808979	0.02987013
ILMN_1657683	144.5336	26	11.6467	0.001298701
ILMN_1703119	106.0174	16	6.893861	0.3428572
ILMN_2157091	113.7674	28	7.314564	0.1701299
ILMN_2187071	113.579	22	6.225249	0.1701299
ILMN_3256801	132.9579	21	7.795412	0.01428571
ILMN_3244105	121.6468	15	7.817229	0.06623377
ILMN_1797735	90.27724	19	4.781793	0.825974
ILMN_1670064	95.0853	16	6.604099	0.6792208
ILMN_2196232	142.6723	22	11.54071	0.003896104
ILMN_1693226	311.7662	31	11.92864	0
ILMN_1705419	96.62293	23	5.141059	0.635065
ILMN_1719831	99.69897	25	4.242362	0.5428572
ILMN_1708714	90.07323	18	3.655886	0.8298701
ILMN_3307252	120.9035	22	6.030827	0.07012987
ILMN_1659975	157.3585	22	10.272	0.001298701
ILMN_1789436	498.8654	22	25.25845	0
ILMN_1705677	92.99747	16	3.586524	0.7558442
ILMN_1749317	117.7076	26	6.267982	0.1168831
ILMN_1681732	118.9121	27	4.638412	0.0948052
ILMN_1720561	95.85793	22	6.2951	0.6597403
ILMN_1723568	87.74039	27	3.706794	0.8831169
ILMN_1666825	105.9889	20	5.743732	0.3428572
ILMN_1667966	1024.615	25	49.7364	0
ILMN_2193498	200.4499	15	15.38087	0
ILMN_1665300	272.0311	23	12.9554	0
ILMN_1692834	238.6723	37	10.58384	0
ILMN_1704222	131.2465	17	10.96651	0.02077922
ILMN_1681741	213.212	21	11.62638	0
ILMN_1790202	171.4642	31	9.346999	0.001298701
ILMN_1735143	191.7367	13	13.38013	0
ILMN_1681340	448.2725	24	11.05089	0
ILMN_1729509	1352.457	16	90.42925	0
ILMN_1660602	230.0842	22	12.52968	0
ILMN_1722788	107.5702	27	6.607597	0.3012987
ILMN_1801941	582.1412	26	23.19771	0
ILMN_1793543	106.8333	18	10.64246	0.3194805
ILMN_1742611	408.3363	15	18.24741	0
ILMN_1661595	97.76667	25	3.399858	0.6064935
ILMN_1702231	157.855	19	11.95619	0.001298701
ILMN_1748291	577.0748	23	25.60287	0
ILMN_1780268	139.8266	26	8.585624	0.006493506
ILMN_1657446	248.0158	27	8.766763	0
ILMN_1654864	93.37049	23	3.736223	0.7506493
ILMN_1682428	476.7195	23	20.04708	0
ILMN_1759652	124.0402	15	9.009891	0.04545455
ILMN_1695005	85.34705	24	3.670724	0.9246753
ILMN_1749915	577.6943	21	49.12071	0
ILMN_1760556	212.3027	16	11.70456	0
ILMN_2066088	105.5691	14	6.600554	0.3545454
ILMN_1798914	95.16241	14	5.715462	0.6779221
ILMN_1706413	141.7704	25	7.584437	0.006493506
ILMN_3248515	82.86397	26	2.829426	0.9506493
ILMN_1657144	116.8288	17	6.953719	0.1246753
ILMN_1748257	105.1947	31	5.848892	0.3753247
ILMN_1670263	574.0496	25	30.13177	0
ILMN_1786470	160.9073	19	8.027696	0.001298701
ILMN_1730729	89.22522	26	3.711161	0.8454546
ILMN_1736234	615.3513	24	28.23751	0
ILMN_3263575	132.1111	25	8.949063	0.01688312
ILMN_1673544	139.7055	16	5.999208	0.006493506
ILMN_1719398	102.2614	29	4.7306	0.4688312
ILMN_1657913	117.057	23	9.646164	0.1246753
ILMN_1716517	109.143	17	5.107097	0.2701299
ILMN_2250853	99.79851	27	5.667665	0.5402597
ILMN_1698243	538.1776	26	18.62521	0
ILMN_2097790	279.91	24	17.33403	0
ILMN_1726989	190.7852	21	14.37993	0
ILMN_1669805	100.8112	27	4.027549	0.5168831
ILMN_2097943	121.5813	27	6.186508	0.06623377
ILMN_1761278	107.4003	16	5.160371	0.3038961
ILMN_2064237	110.3546	10	11.71113	0.2441558
ILMN_1683990	107.8738	23	5.756924	0.2961039
ILMN_2253272	91.94352	18	6.064043	0.7779221
ILMN_1791524	107.323	16	5.593605	0.3038961
ILMN_1742324	131.6942	20	8.688828	0.01948052
ILMN_1673752	133.0062	29	6.885044	0.01428571
ILMN_2190266	99.00461	26	4.950223	0.5675325
ILMN_1681923	90.38484	20	4.880126	0.825974
ILMN_3243682	101.3131	18	6.371587	0.4961039
ILMN_1793263	92.02637	27	3.937324	0.7766234
ILMN_1664592	99.82525	28	4.243479	0.5402597
ILMN_1699217	108.35	25	4.553204	0.2857143
ILMN_2047354	174.559	15	10.8395	0.001298701
ILMN_1808769	212.7017	23	13.78736	0
ILMN_2138631	98.62988	25	3.623229	0.5818182
ILMN_1733658	114.3255	20	7.809863	0.1649351
ILMN_1737918	107.9169	25	6.105552	0.2948052
ILMN_1796409	79.99055	13	4.408559	0.9805195
ILMN_1668996	1044.691	24	57.17453	0
ILMN_1785902	98.76541	20	4.049575	0.5714286
ILMN_1716957	89.82671	27	3.826522	0.8350649
ILMN_1756236	120.1232	18	9.133801	0.08181818
ILMN_1776576	101.3898	35	4.779261	0.4961039
ILMN_2050970	86.62805	13	3.599699	0.9116883
ILMN_1808117	85.97962	21	5.011653	0.9181818
ILMN_1701459	93.71802	20	3.316507	0.738961
ILMN_2380237	116.665	18	8.223411	0.125974
ILMN_1694608	103.7544	20	7.00618	0.425974
ILMN_1813307	102.7494	22	3.666836	0.4467532
ILMN_1804604	105.7582	26	6.120693	0.3467532
ILMN_1768925	89.94781	26	3.610149	0.8311688
ILMN_2195462	98.32581	23	8.523838	0.5896104
ILMN_1744487	83.64236	16	2.248625	0.9467533
ILMN_1689102	110.6413	20	7.502359	0.238961
ILMN_1729288	96.18008	25	4.228878	0.6467533
ILMN_2361181	116.6405	23	7.223408	0.125974
ILMN_1662935	107.5457	16	8.245508	0.3025974
ILMN_1695740	86.61027	26	3.911862	0.9116883
ILMN_1684558	97.63292	23	4.396735	0.6103896
ILMN_1713038	106.8315	29	5.799706	0.3194805
ILMN_2155312	88.41542	21	3.674923	0.8675325
ILMN_1658480	116.8545	28	8.486039	0.1246753
ILMN_1656242	91.62489	22	3.655085	0.7857143
ILMN_1764109	102.6088	25	5.837373	0.4532467
ILMN_1677198	87.30326	28	3.8448	0.8948052
ILMN_1683687	105.3223	13	4.428971	0.3688312
ILMN_1733288	142.0727	23	10.20901	0.005194805
ILMN_1677603	84.83649	16	2.203971	0.9298701
ILMN_1781626	106.9367	29	5.742445	0.3155844
ILMN_1710740	98.51099	28	4.569876	0.5831169
ILMN_2082209	926.7262	16	43.15471	0
ILMN_1713561	809.4948	28	33.37402	0
ILMN_2198270	110.0049	21	6.381711	0.2545455
ILMN_1744235	102.8464	25	4.817186	0.4467532
ILMN_1714667	106.1149	17	6.437879	0.338961
ILMN_2148497	126.0299	22	9.775507	0.03506494
ILMN_1708016	237.7602	18	12.40607	0
ILMN_1755909	844.4232	16	35.60717	0
ILMN_2049727	740.2192	23	24.32991	0
ILMN_1652219	89.8099	16	3.309929	0.8350649
ILMN_1733904	114.1445	24	6.037028	0.1662338
ILMN_1693004	184.5755	29	9.007792	0
ILMN_1727920	107.6199	29	6.413925	0.3012987
ILMN_1687073	113.8002	15	3.731701	0.1701299
ILMN_1807067	98.65276	29	7.142234	0.5792208
ILMN_1664242	99.59175	19	6.65284	0.5467532
ILMN_1677441	133.5266	20	8.705059	0.01298701
ILMN_1662640	143.7098	18	13.81375	0.001298701
ILMN_2363127	116.4333	15	11.73604	0.1298701
ILMN_1809767	96.55139	23	4.670058	0.6363636
ILMN_1780356	99.20991	27	3.43925	0.5571429
ILMN_1698298	95.18359	21	4.393642	0.6779221
ILMN_1733531	110.5298	29	6.055197	0.2428571
ILMN_1805483	87.48354	16	3.889083	0.8896104
ILMN_2092903	101.0137	26	3.911107	0.5038961
ILMN_1688258	88.66884	28	3.054763	0.864935
ILMN_1682863	96.84969	26	4.577553	0.6298701
ILMN_1653103	95.4483	16	5.347361	0.6714286
ILMN_1748206	88.60185	30	3.71182	0.864935
ILMN_1785476	111.5683	18	9.012946	0.2181818
ILMN_1789950	91.50843	32	4.402873	0.7883117
ILMN_1768979	90.7666	23	4.349641	0.8142857
ILMN_1791248	132.1251	23	10.87892	0.01688312
ILMN_1718712	139.2977	23	5.275214	0.007792208
ILMN_2293451	88.48415	22	4.258951	0.8675325
ILMN_1750365	103.5757	27	4.976159	0.4298701
ILMN_1703839	107.3097	24	7.961588	0.3038961
ILMN_2044027	235.3876	23	11.92586	0
ILMN_1672066	121.5835	16	11.65812	0.06623377
ILMN_1673005	111.6785	27	5.458704	0.2181818
ILMN_1665723	92.25321	18	3.984831	0.7714286
ILMN_1689585	142.6085	25	5.071376	0.003896104
ILMN_1780172	95.68292	17	6.210103	0.6649351
ILMN_1793002	137.9023	26	7.082105	0.007792208
ILMN_1691228	91.49674	21	4.18226	0.7896104
ILMN_3233010	80.34293	25	2.36548	0.9766234
ILMN_3188984	2132.048	24	73.60903	0
ILMN_1790136	552.2163	20	28.56864	0
ILMN_1791967	83.27267	14	3.210613	0.9480519
ILMN_1780283	80.19036	27	1.881878	0.9779221
ILMN_3245122	104.8097	18	7.203185	0.3857143
ILMN_2387599	3996.101	24	190.0313	0
ILMN_1679195	3683.522	29	126.435	0
ILMN_2283388	1450.887	22	57.83182	0
ILMN_1684629	111.5203	20	5.792641	0.2207792
ILMN_1697363	214.3899	21	11.7153	0
