ID_REF	VALUE	5455178010_E.Avg_NBEADS	5455178010_E.BEAD_STDERR	5455178010_E.Detection Pval
ILMN_1753388	105.7409	19	3.003919	0.3467532
ILMN_2070570	149.048	25	7.342953	0.001298701
ILMN_2232084	114.6951	20	6.904673	0.1545455
ILMN_1750250	81.375	34	2.485926	0.9714286
ILMN_2361400	94.66644	27	4.229573	0.7
ILMN_1704579	78.1781	13	3.629253	0.987013
ILMN_1687636	90.4976	25	3.622481	0.8207792
ILMN_1747627	104.9852	23	5.648195	0.3805195
ILMN_1758523	107.8062	14	8.607234	0.2961039
ILMN_1794965	96.65566	28	4.832743	0.6337662
ILMN_1722286	147.0258	18	5.105635	0.001298701
ILMN_1784176	149.9397	24	5.726005	0.001298701
ILMN_1749001	114.3335	17	4.78229	0.1649351
ILMN_1701551	156.3702	18	10.59503	0.001298701
ILMN_1795507	113.1893	22	6.168078	0.1792208
ILMN_1729894	115.8035	18	7.067492	0.1376623
ILMN_1743205	214.9144	16	12.34939	0
ILMN_2259319	97.94482	17	7.255267	0.6038961
ILMN_2129886	92.60613	16	4.942482	0.7649351
ILMN_1796801	107.9024	24	6.244495	0.2948052
ILMN_1720501	139.3349	24	9.871981	0.007792208
ILMN_1668446	92.9361	22	3.61628	0.7584416
ILMN_1812070	93.92525	20	5.983406	0.7311688
ILMN_2094875	89.54036	24	4.267879	0.8402597
ILMN_1665730	783.2527	18	43.6311	0
ILMN_2232066	102.2267	19	4.854178	0.4701299
ILMN_1767349	105.2137	18	6.85434	0.3714286
ILMN_1658257	82.39905	26	3.636692	0.9532468
ILMN_2193980	653.3899	9	50.41663	0
ILMN_1687840	543.49	16	17.63584	0
ILMN_2102422	104.7604	20	5.015699	0.3857143
ILMN_1788928	105.4579	20	4.182415	0.361039
ILMN_2343047	109.3625	23	5.012373	0.2662338
ILMN_2343048	109.9126	13	7.483823	0.2558441
ILMN_2335302	102.466	26	4.387071	0.4623377
ILMN_1802404	132.6676	20	7.559207	0.01558442
ILMN_1776119	108.6673	20	3.418506	0.2792208
ILMN_2358714	92.68187	26	5.050148	0.7623377
ILMN_1732140	107.8122	25	5.116864	0.2961039
ILMN_1713008	87.49274	24	3.747146	0.8896104
ILMN_1762093	101.6752	19	6.671763	0.487013
ILMN_1709092	76.51612	25	2.146745	0.9948052
ILMN_1678409	98.33456	27	3.635846	0.5896104
ILMN_1774344	113.1063	19	8.92154	0.1792208
ILMN_1676278	92.36956	17	5.574008	0.7688312
ILMN_1717466	119.223	19	8.695396	0.08961039
ILMN_1677814	113.7247	26	5.055628	0.1701299
ILMN_1788457	167.8682	31	6.871449	0.001298701
ILMN_2194009	152.1211	28	7.118871	0.001298701
ILMN_2302358	70.59222	23	3.023975	1
ILMN_1706531	143.1413	19	11.09972	0.002597403
ILMN_1651964	115.4781	16	7.023676	0.138961
ILMN_1725675	103.8631	17	8.420148	0.4168831
ILMN_1778352	95.04155	20	3.566814	0.6792208
ILMN_1725414	89.33151	25	4.611865	0.8441558
ILMN_2293902	100.2906	22	3.307726	0.5285714
ILMN_1801521	101.9516	23	4.499184	0.4805195
ILMN_2406654	97.2347	23	3.742755	0.6233766
ILMN_3246902	102.2805	21	5.672541	0.4688312
ILMN_3244070	144.8932	31	9.583837	0.001298701
ILMN_1767129	89.99002	21	5.952759	0.8298701
ILMN_1746196	111.8922	20	7.003999	0.2155844
ILMN_2366473	111.6451	25	4.619349	0.2181818
ILMN_1751453	108.5439	30	5.183123	0.2805195
ILMN_1772189	122.8164	25	5.854623	0.05714286
ILMN_1652959	101.2873	18	7.225491	0.4961039
ILMN_2198897	99.24846	25	3.312587	0.5571429
ILMN_1674032	156.1989	24	9.928275	0.001298701
ILMN_1737656	140.6626	16	13.59897	0.006493506
ILMN_2343917	91.39693	27	3.760444	0.7961039
ILMN_1746032	97.80672	20	6.344438	0.6051948
ILMN_1651501	99.91332	28	4.893361	0.5376623
ILMN_2330267	956.5063	20	42.38173	0
ILMN_1676846	684.1857	27	17.82884	0
ILMN_2392635	350.2678	20	21.94353	0
ILMN_1763875	1481.927	27	65.06613	0
ILMN_2284941	94.41328	23	6.007974	0.7077922
ILMN_1781999	194.4315	32	9.472098	0
ILMN_1669201	124.1386	24	4.916634	0.04545455
ILMN_1810085	113.6083	18	8.553519	0.1701299
ILMN_2262362	120.1574	22	7.432785	0.08181818
ILMN_1743638	104.2058	16	7.179928	0.4025974
ILMN_1658176	158.7748	31	8.028699	0.001298701
ILMN_2329927	233.8506	29	9.334729	0
ILMN_1794782	544.6592	22	33.56176	0
ILMN_1695968	116.3216	19	9.575879	0.1298701
ILMN_1789641	75.8541	28	2.233858	0.9974026
ILMN_1779470	115.4684	31	4.692997	0.138961
ILMN_1716592	103.6202	28	5.010493	0.4285714
ILMN_1680309	115.6564	21	6.675242	0.1376623
ILMN_1743371	98.73776	21	5.893862	0.574026
ILMN_1770031	207.4406	24	11.67503	0
ILMN_2338268	106.3825	26	5.503814	0.3324675
ILMN_1753912	95.72514	21	4.501955	0.6649351
ILMN_1737475	88.9545	20	5.553863	0.8571429
ILMN_1745116	181.2994	21	5.917124	0
ILMN_2318685	197.5963	21	14.54078	0
ILMN_2245305	284.6667	23	13.31272	0
ILMN_1707925	139.2644	21	8.699685	0.007792208
ILMN_1698311	118.2102	17	8.766866	0.1090909
ILMN_2367487	93.64994	18	7.007575	0.7402598
ILMN_1785285	85.25364	12	4.611928	0.9246753
ILMN_2073969	145.3149	20	12.07937	0.001298701
ILMN_1794213	145.5004	19	8.130509	0.001298701
ILMN_2227533	122.9597	30	5.965294	0.05714286
ILMN_1769390	309.9426	26	15.48583	0
ILMN_2403446	135.3553	12	13.35909	0.009090909
ILMN_1787618	99.01543	20	5.74774	0.5675325
ILMN_1723662	146.3426	24	7.369494	0.001298701
ILMN_1801767	242.0211	22	14.2626	0
ILMN_1700633	122.6822	30	5.710043	0.05714286
ILMN_1655702	117.2375	27	4.899016	0.1233766
ILMN_1706344	680.1873	20	29.75903	0
ILMN_1719498	101.0743	16	4.823594	0.5
ILMN_1712707	443.7487	25	20.28105	0
ILMN_1699750	106.7402	23	7.045235	0.3194805
ILMN_1739081	126.777	31	7.648287	0.03246753
ILMN_2329958	403.336	19	19.39193	0
ILMN_1775944	97.68278	26	3.769596	0.6103896
ILMN_1724497	324.9081	19	17.75391	0
ILMN_1720988	124.3698	20	6.94698	0.04415584
ILMN_1707274	100.7259	15	8.102501	0.5168831
ILMN_1755658	100.8357	22	4.34814	0.5142857
ILMN_1673639	96.03577	17	6.122242	0.651948
ILMN_1713732	477.5317	28	22.61436	0
ILMN_1708922	100.6107	13	4.743717	0.5168831
ILMN_2268241	109.6902	15	7.005239	0.2597403
ILMN_1741628	104.9004	38	4.134857	0.3831169
ILMN_1657870	97.2804	24	5.363779	0.6207792
ILMN_2240003	125.08	25	8.004875	0.04025974
ILMN_1785424	134.2746	29	4.682758	0.009090909
ILMN_1731610	116.5396	21	6.210692	0.1272727
ILMN_1696682	112.3629	20	7.32552	0.1987013
ILMN_2396672	112.9787	25	6.631239	0.1805195
ILMN_1758825	93.4775	20	5.130397	0.7493507
ILMN_1656940	87.39324	22	2.832854	0.8922078
ILMN_1656979	83.58823	21	5.081508	0.9467533
ILMN_1731433	92.10767	23	4.165483	0.7753247
ILMN_1672878	1165.271	27	40.82608	0
ILMN_1655114	104.5513	18	6.591836	0.3948052
ILMN_1657045	103.3626	22	6.633453	0.4337662
ILMN_1766991	83.50393	30	2.936982	0.9480519
ILMN_1658083	134.4012	19	8.27195	0.009090909
ILMN_1802096	315.9869	22	14.10083	0
ILMN_2367165	137.49	22	14.08495	0.007792208
ILMN_1753370	182.0541	21	9.637855	0
ILMN_1738921	401.7191	18	19.78979	0
ILMN_1660199	368.5181	26	24.3392	0
ILMN_2331636	391.4356	25	18.59476	0
ILMN_1772123	346.6039	26	14.29654	0
ILMN_1667641	77.79395	20	2.355054	0.9922078
ILMN_1763852	92.87298	24	4.49629	0.7584416
ILMN_1687303	194.4542	22	10.57697	0
ILMN_1761058	314.3491	20	13.53531	0
ILMN_2225595	293.6886	15	13.49175	0
ILMN_1724699	135.5204	15	8.518493	0.009090909
ILMN_1775579	345.4059	27	16.43211	0
ILMN_1660890	112.5969	18	6.086044	0.1909091
ILMN_1778104	560.9341	20	28.74422	0
ILMN_2053679	1453.523	17	30.19873	0
ILMN_1795104	173.8606	16	15.05157	0.001298701
ILMN_1740920	114.4707	26	7.215425	0.1623377
ILMN_2263466	219.8508	21	15.90002	0
ILMN_1806408	3347.235	24	95.11732	0
ILMN_2352009	539.5533	11	32.77562	0
ILMN_1693148	82.28822	27	3.392589	0.9558442
ILMN_1808395	219.6032	25	12.93088	0
ILMN_3236270	152.7155	21	8.727859	0.001298701
ILMN_1743847	75.9255	23	3.131451	0.9961039
ILMN_1800008	473.6486	26	17.79864	0
ILMN_2133799	127.9247	16	7.302072	0.02987013
ILMN_1708672	1074.947	18	44.36008	0
ILMN_1665945	417.792	13	19.89266	0
ILMN_1676288	112.9935	23	6.77361	0.1805195
ILMN_1693250	98.9554	19	4.273061	0.5675325
ILMN_2295980	85.63686	22	4.696019	0.9207792
ILMN_2410362	108.6162	28	5.432334	0.2805195
ILMN_1684271	137.9518	23	6.81395	0.007792208
ILMN_1726388	89.6105	26	3.42674	0.8402597
ILMN_2106002	102.65	23	4.388495	0.4493507
ILMN_1779685	87.33026	15	5.987077	0.8935065
ILMN_1665932	104.5237	28	4.219879	0.3974026
ILMN_1769694	99.26615	25	5.90659	0.5571429
ILMN_1727251	94.10724	28	5.123679	0.7233766
ILMN_1734479	109.8402	22	7.445659	0.2571429
ILMN_2368728	91.95802	22	5.30295	0.7779221
ILMN_2394897	92.937	32	4.268036	0.7584416
ILMN_2394902	104.239	21	6.619481	0.4012987
ILMN_2287535	88.15633	23	3.56271	0.8714285
ILMN_1750295	102.4854	30	5.120691	0.4610389
ILMN_3187680	173.3123	22	12.64825	0.001298701
ILMN_3242266	104.7035	24	5.929469	0.387013
ILMN_1780630	96.88988	33	5.061357	0.6285715
ILMN_1716480	148.1609	27	7.850738	0.001298701
ILMN_1715192	129.5887	18	12.41983	0.02467532
ILMN_2339410	75.2491	22	3.486545	1
ILMN_1779984	96.77922	26	4.378657	0.6298701
ILMN_1667018	98.53142	24	4.40236	0.5831169
ILMN_1773243	85.42052	38	2.411894	0.9233766
ILMN_3241214	96.09584	20	3.381615	0.6506494
ILMN_3235340	156.9615	22	7.157711	0.001298701
ILMN_1761000	124.532	24	7.457401	0.04415584
ILMN_3237774	109.694	26	3.935612	0.2584416
ILMN_2333219	136.7113	27	9.820627	0.009090909
ILMN_1780485	98.16012	17	3.7244	0.5974026
ILMN_1735471	103.8979	18	5.579336	0.4155844
ILMN_1699636	414.7008	22	34.32595	0
ILMN_2371379	1100.159	27	50.43124	0
ILMN_1749014	590.2144	26	37.53944	0
ILMN_1727091	99.79943	22	5.636934	0.5402597
ILMN_1771348	250.3466	21	11.91842	0
ILMN_2134039	532.3324	16	30.57	0
ILMN_1750800	342.7523	16	11.73938	0
ILMN_1654861	290.8743	19	13.72583	0
ILMN_2121389	92.85423	13	5.7729	0.7584416
ILMN_1715543	133.3414	23	9.218047	0.01298701
ILMN_1739594	94.49995	17	5.002797	0.7064935
ILMN_2353978	123.1231	17	9.925831	0.05584415
ILMN_1785474	95.80999	33	4.11279	0.6623377
ILMN_2188959	86.1842	22	3.144356	0.9181818
ILMN_1716237	132.1019	20	8.504392	0.01688312
ILMN_1764321	98.91239	18	5.840306	0.5714286
ILMN_2156699	102.1763	26	4.465773	0.4727273
ILMN_1784756	84.52225	28	3.354872	0.9324675
ILMN_1728883	110.1388	27	6.401685	0.2532468
ILMN_1740265	989.0948	20	48.75686	0
ILMN_1788078	155.3127	19	11.43511	0.001298701
ILMN_2252621	90.02832	31	2.561436	0.8298701
ILMN_2332250	254.8003	27	14.72015	0
ILMN_1719178	89.95796	22	4.023172	0.8311688
ILMN_1679600	121.2239	24	5.529324	0.06753246
ILMN_2367070	344.1205	14	22.50482	0
ILMN_1658995	277.9023	25	15.76192	0
ILMN_1750158	298.7928	16	21.69751	0
ILMN_1668839	90.63442	19	3.883621	0.8168831
ILMN_1765767	92.99092	21	5.887888	0.7558442
ILMN_1685703	96.89493	24	4.17343	0.6285715
ILMN_1743396	260.3896	15	15.40952	0
ILMN_1743680	82.95426	22	3.449382	0.9493507
ILMN_1669633	372.7905	23	15.44337	0
ILMN_2344956	1809.925	22	67.2962	0
ILMN_2104830	127.6343	25	4.803449	0.02987013
ILMN_2078599	415.2046	23	21.61129	0
ILMN_2234343	113.2818	22	6.026025	0.1779221
ILMN_1706598	117.4278	16	7.433525	0.1207792
ILMN_2306955	93.98905	31	3.828844	0.7272727
ILMN_1758323	105.7918	11	5.873108	0.3467532
ILMN_1728331	143.1084	18	18.07976	0.002597403
ILMN_2351906	120.6439	22	10.43352	0.07532468
ILMN_1705637	98.29199	24	7.074166	0.5896104
ILMN_1784203	96.23331	19	4.390964	0.6454545
ILMN_1666690	169.055	32	7.619338	0.001298701
ILMN_1654468	103.1521	16	4.681274	0.4376623
ILMN_2320277	94.13569	25	5.113119	0.7220779
ILMN_2227011	170.0842	25	8.861738	0.001298701
ILMN_1730002	88.02138	18	3.770437	0.8727273
ILMN_3236756	106.7622	28	6.330677	0.3194805
ILMN_1716832	115.125	19	5.573612	0.1428571
ILMN_1684585	453.1839	21	22.09748	0
ILMN_2360705	697.4006	25	24.16699	0
ILMN_1654414	118.1095	22	5.529346	0.1103896
ILMN_1666096	156.9736	29	7.842802	0.001298701
ILMN_2391458	113.5279	26	6.036555	0.1714286
ILMN_2285506	88.53592	19	4.312656	0.8675325
ILMN_1691714	77.43083	31	2.281459	0.9922078
ILMN_1683598	1219.498	18	31.11438	0
ILMN_2370882	110.487	26	4.789788	0.2441558
ILMN_2273911	89.6236	17	4.625217	0.8402597
ILMN_1807914	99.21376	23	8.229854	0.5571429
ILMN_1678517	90.31703	22	4.053071	0.825974
ILMN_1705247	233.4101	26	9.362969	0
ILMN_1737418	120.518	24	7.821661	0.07662338
ILMN_2278242	101.8121	24	5.543336	0.4844156
ILMN_1730025	76.33068	15	5.431842	0.9961039
ILMN_2378555	97.09587	29	6.00915	0.625974
ILMN_1661434	75.41769	21	2.02726	1
ILMN_1809623	101.3396	21	5.593081	0.4961039
ILMN_1657592	92.42266	24	5.027258	0.7688312
ILMN_1765912	91.00308	27	3.294712	0.8064935
ILMN_1746128	104.7722	16	5.052962	0.3857143
ILMN_1685952	114.3909	23	6.996373	0.1636364
ILMN_1662738	89.47755	17	4.014057	0.8415585
ILMN_1771084	138.4642	27	8.433899	0.007792208
ILMN_1791923	126.2044	26	8.77764	0.03506494
ILMN_1801698	130.4537	18	12.73512	0.02337662
ILMN_1766966	98.61086	22	4.577178	0.5818182
ILMN_2070792	92.63507	21	4.499988	0.7649351
ILMN_1752269	104.8589	20	7.097509	0.3831169
ILMN_1697510	87.12791	21	5.539657	0.9
ILMN_2254962	95.09499	23	6.135385	0.6792208
ILMN_2336595	199.3289	19	8.263733	0
ILMN_1714197	248.949	22	15.77255	0
ILMN_1742859	137.6803	14	15.5262	0.007792208
ILMN_1659885	107.6889	26	6.454083	0.2987013
ILMN_2125869	96.65228	23	3.385834	0.6337662
ILMN_1671703	188.0082	18	7.695359	0
ILMN_2152131	18535	23	962.417	0
ILMN_1777296	7372.33	21	335.4213	0
ILMN_2038777	12434.88	22	549.2908	0
ILMN_3246895	92.34544	16	4.154902	0.7701299
ILMN_1658660	92.99396	25	4.826416	0.7558442
ILMN_1829919	101.7125	21	5.019022	0.4857143
ILMN_2053178	16683.45	18	827.7347	0
ILMN_1704961	849.6478	22	33.42738	0
ILMN_1795325	79.22887	26	2.177717	0.9857143
ILMN_1749297	322.9156	12	17.5063	0
ILMN_2328280	277.2226	21	13.7494	0
ILMN_1657855	106.8161	23	5.896542	0.3194805
ILMN_1717900	98.37577	26	5.8766	0.5883117
ILMN_1796088	121.967	14	9.626868	0.06493507
ILMN_1704078	83.15041	16	3.639813	0.9493507
ILMN_2232177	109.68	25	5.003088	0.261039
ILMN_1654422	109.0895	18	7.497137	0.2714286
ILMN_1665691	94.19249	17	7.224946	0.7194805
ILMN_1725534	1056.824	29	42.94581	0
ILMN_1798254	679.1552	17	39.48175	0
ILMN_1792314	481.6472	30	17.48142	0
ILMN_1695821	275.1634	22	11.96308	0
ILMN_2388605	2057.069	18	114.2739	0
ILMN_1657153	1875.529	20	109.7196	0
ILMN_2260392	126.0234	18	7.940965	0.03506494
ILMN_2346451	100.8143	30	3.601848	0.5168831
ILMN_1787513	111.0919	27	4.758418	0.2285714
ILMN_1680941	104.3869	32	4.937127	0.4
ILMN_1652594	178.6556	17	12.09492	0
ILMN_1697585	570.6824	29	23.32093	0
ILMN_1689162	143.4572	12	7.611661	0.002597403
ILMN_1815392	122.1536	20	7.449975	0.06493507
ILMN_3241416	86.98241	20	4.558722	0.9051948
ILMN_1760490	428.9563	16	23.25627	0
ILMN_1786544	98.54049	18	3.846445	0.5831169
ILMN_1763916	87.96684	19	5.51223	0.8727273
ILMN_2243308	150.2357	22	4.595164	0.001298701
ILMN_1766723	94.6022	27	4.837623	0.7038961
ILMN_1689217	105.8061	21	4.703757	0.3467532
ILMN_1670912	95.68022	21	3.896604	0.6649351
ILMN_2152711	123.7305	20	7.738994	0.04675325
ILMN_1668983	93.80927	30	4.128164	0.7376623
ILMN_1824337	92.79815	14	5.611369	0.7597402
ILMN_1807493	87.47357	27	4.262235	0.8896104
ILMN_3250257	98.19168	31	3.590113	0.5974026
ILMN_1683883	102.5095	19	5.848797	0.4597403
ILMN_1670193	91.60008	25	5.090959	0.787013
ILMN_2319825	174.0188	24	8.7388	0.001298701
ILMN_1694233	238.6207	24	10.77362	0
ILMN_1686432	124.7439	12	12.38264	0.04285714
ILMN_1697550	108.7644	17	3.681474	0.2792208
ILMN_2158705	228.9795	22	13.23889	0
ILMN_1803686	443.4662	27	19.23475	0
ILMN_1745580	111.1888	17	11.06788	0.2246753
ILMN_1745108	87.02319	23	4.533149	0.9051948
ILMN_1725043	133.4074	24	7.258366	0.01298701
ILMN_2148360	109.0371	13	4.547779	0.274026
ILMN_1718946	183.3707	23	7.000573	0
ILMN_1711374	103.2703	17	5.567878	0.4363636
ILMN_1726266	107.8052	24	6.810667	0.2961039
ILMN_1705689	116.7294	9	9.689175	0.1246753
ILMN_1785393	104.3182	18	5.922053	0.4012987
ILMN_2384544	99.16498	17	6.144795	0.5597402
ILMN_1756920	337.819	17	20.5332	0
ILMN_1799728	170.2897	20	16.9229	0.001298701
ILMN_1751500	97.74727	24	5.518033	0.6090909
ILMN_2121068	226.0259	28	9.159097	0
ILMN_1765779	140.0208	25	10.06335	0.006493506
ILMN_2201386	97.32523	20	5.588022	0.6194805
ILMN_1682225	101.4106	22	5.694778	0.4948052
ILMN_1788481	101.5367	26	5.377995	0.4883117
ILMN_1713751	2869.633	28	73.97955	0
ILMN_1662675	123.8957	21	6.044256	0.04675325
ILMN_1737629	89.92604	19	5.950469	0.8350649
ILMN_1812112	89.69852	31	4.436255	0.8389611
ILMN_3241313	85.50842	25	3.298789	0.9220779
ILMN_1675210	96.39064	13	6.554566	0.6428571
ILMN_1706302	101.348	20	4.277023	0.4961039
ILMN_2351754	86.35735	26	4.630296	0.9155844
ILMN_2060086	97.76851	28	4.469679	0.6064935
ILMN_1664236	106.0974	18	5.195135	0.3415585
ILMN_1664631	87.19556	24	3.792378	0.8987013
ILMN_1802100	85.71311	33	3.462333	0.9194805
ILMN_2194158	105.9645	19	6.144921	0.3428572
ILMN_2100871	89.03113	22	3.80794	0.8545455
ILMN_1806841	95.44547	21	4.109318	0.6714286
ILMN_1798045	111.692	16	7.375759	0.2168831
ILMN_2293012	81.68401	19	3.712178	0.9636363
ILMN_1703383	101.2665	22	5.623554	0.4961039
ILMN_1651657	90.34847	22	4.099319	0.825974
ILMN_1671297	89.92759	23	4.165254	0.8350649
ILMN_1669486	122.5525	21	8.146355	0.05844156
ILMN_1795204	97.17263	18	5.356948	0.625974
ILMN_2223911	96.59279	23	4.910511	0.635065
ILMN_1685531	104.7386	18	4.71255	0.3857143
ILMN_1764554	100.3243	21	5.940732	0.5272727
ILMN_2302214	92.70834	26	4.734979	0.7597402
ILMN_1783312	103.7572	13	8.517093	0.425974
ILMN_2143210	109.2628	23	5.49872	0.2688312
ILMN_1750294	88.45953	16	3.537467	0.8675325
ILMN_1708348	348.4701	34	14.98013	0
ILMN_1727524	86.94588	28	3.425867	0.9051948
ILMN_1716909	96.61923	24	4.065802	0.635065
ILMN_2103107	105.9182	22	5.622808	0.3441558
ILMN_1673566	98.62803	19	6.339221	0.5818182
ILMN_1751168	85.98213	25	4.00003	0.9181818
ILMN_1660970	93.55341	21	5.438533	0.7454545
ILMN_1787386	92.83204	16	5.163675	0.7597402
ILMN_2286570	95.40256	24	6.502434	0.6727273
ILMN_2413732	107.7665	26	3.683611	0.2987013
ILMN_1873412	112.2136	20	6.15779	0.2012987
ILMN_1676452	78.57502	28	2.272871	0.987013
ILMN_2358134	89.13583	20	5.585641	0.851948
ILMN_1683781	119.1055	17	10.74497	0.09090909
ILMN_1726247	90.62746	17	6.752855	0.8168831
ILMN_1682989	106.2765	20	4.79854	0.3337662
ILMN_1739872	128.8619	19	7.455313	0.02597403
ILMN_1770152	90.09555	17	4.835525	0.8298701
ILMN_1656171	93.77374	23	5.369215	0.738961
ILMN_1796628	111.581	21	7.168038	0.2181818
ILMN_1811765	86.16294	21	2.585366	0.9181818
ILMN_1791795	106.2614	26	6.839288	0.3337662
ILMN_1787908	87.64653	21	4.144933	0.887013
ILMN_1651717	101.2708	16	7.867184	0.4961039
ILMN_1703803	88.16529	14	6.839381	0.8714285
ILMN_2092933	102.8348	32	3.169174	0.4467532
ILMN_1681886	73.1503	17	2.762022	1
ILMN_1767362	111.0592	23	5.987806	0.2285714
ILMN_3251322	106.1527	33	4.536416	0.338961
ILMN_2211790	119.125	22	6.979795	0.09090909
ILMN_1672403	126.551	19	8.407407	0.03376623
ILMN_1805543	90.04587	23	4.25677	0.8298701
ILMN_1706992	85.26307	30	2.817895	0.9246753
ILMN_1684919	101.7074	24	5.442997	0.4857143
ILMN_1727084	101.343	27	5.577797	0.4961039
ILMN_1705250	78.22989	15	4.177471	0.987013
ILMN_1722621	83.25273	25	3.69981	0.9480519
ILMN_1721495	86.4577	22	4.194297	0.9142857
ILMN_1798690	130.1657	20	10.75711	0.02337662
ILMN_1687035	106.7295	12	5.846592	0.3194805
ILMN_1777683	85.88011	27	3.760077	0.9181818
ILMN_1762294	80.08421	21	3.068604	0.9805195
ILMN_1793040	105.6407	18	6.608493	0.3519481
ILMN_3247424	142.1155	19	11.89798	0.005194805
ILMN_1763000	125.7089	20	6.046578	0.03506494
ILMN_1776777	5683.211	24	242.0854	0
ILMN_1706963	95.62341	29	4.359874	0.6688312
ILMN_2320964	1533.385	31	63.48794	0
ILMN_1697628	96.49266	28	3.982663	0.638961
ILMN_2319326	129.6696	19	7.062327	0.02467532
ILMN_1657442	88.03671	23	3.669525	0.8727273
ILMN_1679797	419.8559	26	12.82504	0
ILMN_1749493	96.35697	20	5.474797	0.6441559
ILMN_1657139	174.6303	19	8.278008	0.001298701
ILMN_3245693	101.5275	23	4.983384	0.4883117
ILMN_1806275	157.5594	31	7.676468	0.001298701
ILMN_1659599	132.4165	23	5.313986	0.01558442
ILMN_1698777	152.7244	14	5.911899	0.001298701
ILMN_1663132	284.7518	27	12.9609	0
ILMN_1700349	135.0264	28	6.557237	0.009090909
ILMN_1761309	120.6554	18	8.344906	0.07532468
ILMN_2120555	110.0138	19	4.193227	0.2532468
ILMN_1742073	88.69819	25	3.735193	0.864935
ILMN_3241894	110.4157	32	4.458704	0.2441558
ILMN_1810691	83.01308	16	3.347442	0.9493507
ILMN_1676893	1929.02	25	57.42113	0
ILMN_2148944	102.4814	28	3.826761	0.4610389
ILMN_1708588	117.9081	18	6.290973	0.112987
ILMN_2311674	105.1067	22	5.133394	0.3805195
ILMN_1685156	94.15154	10	5.750732	0.7220779
ILMN_1655935	184.2191	22	8.682415	0
ILMN_1754440	99.42542	19	5.054116	0.5532467
ILMN_1654287	78.11337	20	2.915501	0.9883117
ILMN_1763344	84.69261	23	4.290794	0.9298701
ILMN_1711736	85.59647	24	3.806418	0.9207792
ILMN_2356786	226.7513	17	15.50928	0
ILMN_1759252	2923.388	26	122.2514	0
