ID_REF	VALUE	5522887032_E.Avg_NBEADS	5522887032_E.BEAD_STDERR	5522887032_E.Detection Pval
ILMN_1762337	107.2228	31	3.811882	0.2688312
ILMN_2055271	133.617	17	12.9485	0.009090909
ILMN_1736007	114.7212	31	5.107293	0.1077922
ILMN_2383229	114.0413	21	7.035447	0.1194805
ILMN_1806310	100.5108	23	3.956677	0.4831169
ILMN_1779670	99.4967	19	4.495576	0.5324675
ILMN_1653355	124.0851	16	7.238901	0.02987013
ILMN_1717783	90.10005	17	5.23492	0.8012987
ILMN_1705025	98.28801	23	5.48081	0.5688311
ILMN_1814316	95.82453	30	4.058832	0.651948
ILMN_2359168	97.38899	22	4.507993	0.5961039
ILMN_1731507	105.2241	17	4.608526	0.312987
ILMN_1787689	97.4671	21	5.17755	0.5961039
ILMN_3241953	100.0643	24	3.841535	0.5038961
ILMN_1745607	246.0791	29	12.13758	0
ILMN_2136495	77.43083	21	3.251328	0.9922078
ILMN_1668111	121.7638	12	12.6129	0.03896104
ILMN_2295559	102.8246	14	4.256389	0.3948052
ILMN_1735045	118.8085	21	5.219957	0.06233766
ILMN_1680754	140.6847	14	12.07026	0.003896104
ILMN_2375184	100.5837	28	3.217982	0.4792208
ILMN_1659452	108.82	37	3.505599	0.2233766
ILMN_1767388	95.07858	23	4.203565	0.6766234
ILMN_1675204	82.68071	23	3.669142	0.9402598
ILMN_1673870	83.14709	26	2.239398	0.938961
ILMN_1755321	126.379	22	5.358357	0.02597403
ILMN_1698554	137.8749	18	6.510706	0.003896104
ILMN_1814092	117.8371	19	5.644367	0.07662338
ILMN_1760414	109.1046	27	5.092089	0.2168831
ILMN_2061446	199.0396	16	12.15123	0
ILMN_1676336	129.5472	23	6.636777	0.02077922
ILMN_1752884	103.0169	34	5.274305	0.3896104
ILMN_1660703	90.09683	16	5.678768	0.8012987
ILMN_1668851	101.161	15	6.573123	0.4558442
ILMN_2270015	104.8354	25	4.280902	0.325974
ILMN_1809959	78.93775	26	2.714276	0.9805195
ILMN_2357031	83.73678	19	4.932008	0.9324675
ILMN_1726986	125.9139	22	5.229009	0.02727273
ILMN_3237396	239.4875	28	10.34302	0
ILMN_1688755	117.66	33	4.109032	0.07662338
ILMN_1880387	91.32618	15	3.536417	0.774026
ILMN_1689211	96.85149	22	3.109741	0.612987
ILMN_1653165	250.7847	23	18.78474	0
ILMN_1729835	90.19775	32	3.299343	0.7974026
ILMN_1662364	1804.091	30	74.78552	0
ILMN_1674698	192.3094	18	10.20606	0
ILMN_1700461	301.2329	17	27.6936	0
ILMN_1784269	167.7998	25	7.116515	0
ILMN_1698189	190.3625	17	9.27342	0
ILMN_2096191	551.0636	12	51.33984	0
ILMN_1678323	129.1562	17	6.208714	0.02077922
ILMN_2157219	128.1689	22	6.970868	0.02207792
ILMN_1703743	299.2263	33	16.82303	0
ILMN_1687609	126.9888	18	7.89352	0.02337662
ILMN_2068874	102.6479	24	4.845335	0.4064935
ILMN_1699334	130.409	13	7.785531	0.01558442
ILMN_1670117	97.32925	18	4.87577	0.5974026
ILMN_1805104	110.1044	23	6.60969	0.1935065
ILMN_2404407	118.4622	19	4.009896	0.06493507
ILMN_1766054	209.2596	25	8.6963	0
ILMN_1753388	98.74819	20	3.78511	0.5532467
ILMN_2070570	144.4057	28	8.110113	0.002597403
ILMN_2232084	102.1128	19	7.371682	0.4233766
ILMN_1750250	88.50873	31	3.533171	0.8350649
ILMN_2361400	107.9035	24	6.601313	0.2506494
ILMN_1704579	84.03433	18	5.225345	0.925974
ILMN_1687636	97.81168	30	3.364068	0.5896104
ILMN_1747627	107.5406	16	5.475356	0.2597403
ILMN_1758523	97.1008	18	3.428222	0.6077922
ILMN_1794965	99.85053	31	3.510447	0.5168831
ILMN_1722286	235.1324	31	12.83599	0
ILMN_1784176	138.6142	14	7.154232	0.003896104
ILMN_1749001	140.4003	26	7.729218	0.003896104
ILMN_1701551	135.2547	18	9.894617	0.006493506
ILMN_1795507	117.7866	21	6.409564	0.07662338
ILMN_1729894	125.0083	24	8.541203	0.02857143
ILMN_1743205	162.2413	22	9.393077	0
ILMN_2259319	85.25364	19	2.503232	0.9090909
ILMN_2129886	109.2025	22	6.286998	0.2142857
ILMN_1796801	97.84563	18	3.284337	0.587013
ILMN_1720501	118.825	14	6.577916	0.06233766
ILMN_1668446	91.7131	16	3.263529	0.7701299
ILMN_1812070	100.1521	24	4.376142	0.4987013
ILMN_2094875	77.28565	15	3.314919	0.9922078
ILMN_1665730	453.016	25	30.27572	0
ILMN_2232066	99.45842	24	3.077179	0.5350649
ILMN_1767349	110.7251	24	6.109378	0.1779221
ILMN_1658257	96.22894	13	8.407196	0.635065
ILMN_2193980	474.8553	15	31.82994	0
ILMN_1687840	480.4165	16	27.01435	0
ILMN_2102422	121.2999	15	8.175129	0.04155844
ILMN_1788928	104.7922	21	5.033134	0.3272727
ILMN_2343047	98.17776	22	4.038283	0.5727273
ILMN_2343048	117.6655	14	11.59161	0.07662338
ILMN_2335302	88.67961	21	4.434504	0.8311688
ILMN_1802404	145.0388	24	11.05128	0.002597403
ILMN_1776119	122.0976	22	7.209674	0.03896104
ILMN_2358714	98.52716	17	3.975312	0.5597402
ILMN_1732140	113.7366	22	5.5255	0.1246753
ILMN_1713008	101.6576	16	6.106128	0.4376623
ILMN_1762093	95.28863	24	4.995223	0.6701299
ILMN_1709092	82.06454	19	3.54285	0.951948
ILMN_1678409	104.2292	19	3.78609	0.3428572
ILMN_1774344	129.3959	37	6.784542	0.02077922
ILMN_1676278	105.0364	23	5.067541	0.3233766
ILMN_1717466	104.827	22	3.928443	0.325974
ILMN_1677814	93.79245	15	5.659609	0.7
ILMN_1788457	151.1231	25	5.575135	0.002597403
ILMN_2194009	187.1152	24	13.39855	0
ILMN_2302358	81.85268	26	2.69343	0.9558442
ILMN_1706531	134.4327	22	6.102469	0.009090909
ILMN_1651964	113.5081	18	5.326738	0.1285714
ILMN_1725675	89.98733	15	5.22704	0.8051948
ILMN_1778352	95.78471	27	3.664523	0.6545454
ILMN_1725414	94.40186	15	4.192614	0.6909091
ILMN_2293902	106.1387	21	5.463093	0.2909091
ILMN_1801521	117.4728	27	6.325994	0.07792208
ILMN_2406654	110.7584	24	3.114925	0.1766234
ILMN_3246902	100.5797	13	4.721818	0.4805195
ILMN_3244070	128.5923	22	10.18382	0.02207792
ILMN_1767129	89.55846	22	4.004122	0.8181818
ILMN_1746196	116.5949	18	5.721744	0.08571429
ILMN_2366473	116.5584	29	5.019612	0.08571429
ILMN_1751453	93.96468	28	3.869823	0.6961039
ILMN_1772189	122.655	22	8.242786	0.03506494
ILMN_1652959	93.78815	18	3.363888	0.7
ILMN_2198897	115.9618	21	4.645834	0.09090909
ILMN_1674032	138.4948	18	6.821996	0.003896104
ILMN_1737656	112.4035	16	5.986024	0.1493506
ILMN_2343917	120.8341	18	9.005972	0.04675325
ILMN_1746032	90.40688	19	3.848173	0.7909091
ILMN_1651501	96.61036	23	3.770276	0.6155844
ILMN_2330267	1283.439	28	64.76392	0
ILMN_1676846	899.2686	27	56.79696	0
ILMN_2392635	359.6914	27	19.72224	0
ILMN_1763875	1474.515	33	66.49949	0
ILMN_2284941	84.99196	23	2.781316	0.9142857
ILMN_1781999	157.6022	28	8.939182	0
ILMN_1669201	127.9457	16	5.112453	0.02337662
ILMN_1810085	125.0264	18	8.532004	0.02857143
ILMN_2262362	112.8932	21	4.349368	0.1376623
ILMN_1743638	107.4411	19	6.073799	0.2649351
ILMN_1658176	143.2465	18	7.71138	0.002597403
ILMN_2329927	169.0059	25	10.67418	0
ILMN_1794782	343.3472	15	14.46406	0
ILMN_1695968	101.8121	19	6.142314	0.4350649
ILMN_1789641	87.77866	32	3.124138	0.8545455
ILMN_1779470	108.2279	26	5.118582	0.238961
ILMN_1716592	112.5481	25	6.001458	0.1454545
ILMN_1680309	109.6473	12	6.46403	0.2051948
ILMN_1743371	101.1099	34	4.006155	0.4571429
ILMN_1770031	264.4741	34	11.82195	0
ILMN_2338268	102.464	22	3.702207	0.4116883
ILMN_1753912	87.59947	27	3.129399	0.8597403
ILMN_1737475	103.4921	20	4.592614	0.3714286
ILMN_1745116	144.5411	17	6.307693	0.002597403
ILMN_2318685	154.1253	23	7.239638	0.001298701
ILMN_2245305	222.4792	29	13.97027	0
ILMN_1707925	112.9243	21	7.255788	0.1376623
ILMN_1698311	106.4718	23	6.954661	0.2805195
ILMN_2367487	89.39619	22	3.227913	0.8194805
ILMN_1785285	98.04133	22	3.650733	0.5792208
ILMN_2073969	128.4078	31	5.474433	0.02207792
ILMN_1794213	141.2146	26	6.771085	0.003896104
ILMN_2227533	138.2932	30	7.158617	0.003896104
ILMN_1769390	399.0674	21	26.51194	0
ILMN_2403446	138.6647	20	8.413771	0.003896104
ILMN_1787618	83.39514	19	2.509298	0.9363636
ILMN_1723662	128.2708	24	4.79249	0.02207792
ILMN_1801767	283.5919	14	18.21179	0
ILMN_1700633	137.7123	15	13.35545	0.003896104
ILMN_1655702	122.1054	34	3.940642	0.03896104
ILMN_1706344	556.7314	17	38.53262	0
ILMN_1719498	103.6972	14	5.005419	0.3636364
ILMN_1712707	409.9267	22	26.5576	0
ILMN_1699750	111.0391	28	4.453918	0.174026
ILMN_1739081	91.91946	28	3.225693	0.7636364
ILMN_2329958	303.9706	20	15.67466	0
ILMN_1775944	122.811	18	8.312658	0.03506494
ILMN_1724497	313.3906	17	21.65103	0
ILMN_1720988	125.8956	23	6.390254	0.02727273
ILMN_1707274	96.77529	23	3.597217	0.612987
ILMN_1755658	109.0269	22	3.595228	0.2207792
ILMN_1673639	92.11049	24	3.280864	0.7558442
ILMN_1713732	324.2953	30	12.27644	0
ILMN_1708922	109.6613	23	6.902143	0.2051948
ILMN_2268241	110.7794	25	4.517875	0.1766234
ILMN_1741628	112.3564	31	5.191743	0.1493506
ILMN_1657870	105.6537	24	5.435449	0.3025974
ILMN_2240003	90.9186	11	2.377675	0.7818182
ILMN_1785424	98.28045	26	3.626724	0.5701299
ILMN_1731610	107.628	22	5.070402	0.2584416
ILMN_1696682	103.9176	15	4.924033	0.3532467
ILMN_2396672	104.6901	27	4.64456	0.3337662
ILMN_1758825	96.216	23	4.961048	0.635065
ILMN_1656940	111.0459	24	6.332197	0.174026
ILMN_1656979	94.79959	24	4.401524	0.6844156
ILMN_1731433	91.96372	26	4.257922	0.7623377
ILMN_1672878	968.8064	18	40.81987	0
ILMN_1655114	97.69659	21	4.25791	0.5935065
ILMN_1657045	112.7208	32	4.653821	0.1402597
ILMN_1766991	101.2351	15	7.079562	0.4558442
ILMN_1658083	150.8425	19	8.397386	0.002597403
ILMN_1802096	270.2132	26	10.36375	0
ILMN_2367165	132.3492	24	8.958656	0.01168831
ILMN_1753370	161.4097	19	12.72016	0
ILMN_1738921	377.3016	28	17.8867	0
ILMN_1660199	373.9868	29	26.00072	0
ILMN_2331636	344.6375	25	16.94704	0
ILMN_1772123	266.7036	30	13.6094	0
ILMN_1667641	97.06573	24	4.642306	0.6077922
ILMN_1763852	97.19165	27	2.995456	0.6038961
ILMN_1687303	177.487	24	8.074802	0
ILMN_1761058	358.3928	18	17.86855	0
ILMN_2225595	386.1243	22	27.23833	0
ILMN_1724699	200.5068	17	15.99796	0
ILMN_1775579	301.7803	20	14.23807	0
ILMN_1660890	137.9606	15	14.04391	0.003896104
ILMN_1778104	671.795	21	60.99825	0
ILMN_2053679	1241.733	15	47.64991	0
ILMN_1795104	113.2615	29	4.729679	0.1337662
ILMN_1740920	116.3737	23	6.050047	0.08701298
ILMN_2263466	205.7038	24	17.43311	0
ILMN_1806408	1681.991	33	70.47216	0
ILMN_2352009	287.726	18	22.49963	0
ILMN_1693148	77.13623	18	3.172768	0.9935065
ILMN_1808395	169.9146	29	9.111865	0
ILMN_3236270	211.2987	24	12.47215	0
ILMN_1743847	86.02642	19	4.023724	0.9
ILMN_1800008	560.3472	23	28.46203	0
ILMN_2133799	134.8135	17	6.096936	0.009090909
ILMN_1708672	1635.883	17	99.52771	0
ILMN_1665945	392.0389	27	23.14266	0
ILMN_1676288	103.3474	14	6.536947	0.3792208
ILMN_1693250	111.077	11	5.823078	0.1714286
ILMN_2295980	97.80219	23	5.419877	0.5909091
ILMN_2410362	124.9231	26	6.721757	0.02857143
ILMN_1684271	164.6156	28	9.3654	0
ILMN_1726388	82.63921	19	2.958492	0.9415584
ILMN_2106002	118.9828	19	9.275589	0.05974026
ILMN_1779685	79.26442	28	2.400672	0.9792208
ILMN_1665932	88.18139	24	3.113602	0.848052
ILMN_1769694	96.34875	34	3.160146	0.6285715
ILMN_1727251	88.7645	18	4.514592	0.8285714
ILMN_1734479	109.924	19	6.327372	0.1974026
ILMN_2368728	121.4108	25	7.202853	0.04155844
ILMN_2394897	86.27012	19	3.208173	0.8961039
ILMN_2394902	103.0054	27	4.497207	0.3896104
ILMN_2287535	90.65862	23	4.560251	0.7857143
ILMN_1750295	104.8255	20	4.512351	0.325974
ILMN_3187680	226.5419	28	11.64579	0
ILMN_3242266	75.9255	24	1.93704	0.9961039
ILMN_1780630	94.13845	39	3.074234	0.6909091
ILMN_1716480	138.2799	19	11.13959	0.003896104
ILMN_1715192	97.64772	15	4.68592	0.5948052
ILMN_2339410	84.18436	16	2.821265	0.925974
ILMN_1779984	100.8669	25	4.1157	0.4675325
ILMN_1667018	110.7231	15	9.801574	0.1779221
ILMN_1773243	95.24534	23	5.690733	0.6701299
ILMN_3241214	88.25815	26	3.465777	0.8467532
ILMN_3235340	195.0267	22	16.65684	0
ILMN_1761000	83.68788	14	2.765317	0.9337662
ILMN_3237774	119.3728	28	4.670974	0.05974026
ILMN_2333219	115.784	26	6.475694	0.09350649
ILMN_1780485	129.4808	15	12.71514	0.02077922
ILMN_1735471	112.8043	25	6.393609	0.138961
ILMN_1699636	319.5316	17	22.06458	0
ILMN_2371379	973.8901	23	58.00641	0
ILMN_1749014	656.9803	25	55.38548	0
ILMN_1727091	97.29159	25	3.577789	0.5987013
ILMN_1771348	298.6009	28	17.92076	0
ILMN_2134039	331.699	22	19.21634	0
ILMN_1750800	403.5424	30	19.82294	0
ILMN_1654861	191.9688	19	14.82335	0
ILMN_2121389	102.2589	20	4.232559	0.4181818
ILMN_1715543	110.7494	17	3.25228	0.1779221
ILMN_1739594	83.48997	18	3.413706	0.9350649
ILMN_2353978	122.3988	24	6.090099	0.03766234
ILMN_1785474	103.5429	23	4.291103	0.3701299
ILMN_2188959	98.68008	21	3.80448	0.5545455
ILMN_1716237	147.5868	29	5.775324	0.002597403
ILMN_1764321	104.3387	27	5.450047	0.3415585
ILMN_2156699	95.34875	12	4.101192	0.6688312
ILMN_1784756	112.0813	26	4.423193	0.1571429
ILMN_1728883	120.3776	34	5.339069	0.05064935
ILMN_1740265	1366.475	24	81.10961	0
ILMN_1788078	208.1315	18	21.32068	0
ILMN_2252621	98.73013	15	4.448469	0.5532467
ILMN_2332250	260.6872	24	17.13791	0
ILMN_1719178	86.06961	33	2.634854	0.9
ILMN_1679600	135.8455	24	8.262842	0.006493506
ILMN_2367070	365.8972	14	45.27004	0
ILMN_1658995	325.9199	24	19.23375	0
ILMN_1750158	306.2782	16	23.26891	0
ILMN_1668839	88.81598	22	3.463904	0.8272727
ILMN_1765767	95.26387	21	3.485658	0.6701299
ILMN_1685703	87.97826	23	4.102135	0.851948
ILMN_1743396	285.5059	23	25.43725	0
ILMN_1743680	97.18078	14	3.533415	0.6038961
ILMN_1669633	488.3366	18	26.62465	0
ILMN_2344956	2443.731	32	111.5698	0
ILMN_2104830	128.4301	30	5.703627	0.02207792
ILMN_2078599	152.7769	14	8.697463	0.001298701
ILMN_2234343	109.8519	17	5.981287	0.2
ILMN_1706598	109.3443	26	5.06891	0.212987
ILMN_2306955	101.0144	26	5.140212	0.4610389
ILMN_1758323	109.4403	24	6.347092	0.2090909
ILMN_1728331	127.8815	19	7.452294	0.02337662
ILMN_2351906	122.3438	16	8.313385	0.03766234
ILMN_1705637	89.19035	34	2.57536	0.8207792
ILMN_1784203	102.9717	26	3.897793	0.3909091
ILMN_1666690	170.2897	25	10.28785	0
ILMN_1654468	112.8847	22	6.117135	0.1376623
ILMN_2320277	83.96959	20	3.64876	0.9272727
ILMN_2227011	148.3925	25	5.916542	0.002597403
ILMN_1730002	86.89975	30	2.202769	0.8701299
ILMN_3236756	97.85706	19	2.646019	0.587013
ILMN_1716832	130.0153	18	8.510855	0.01818182
ILMN_1684585	384.5174	23	18.94888	0
ILMN_2360705	845.9275	21	53.93945	0
ILMN_1654414	124.4993	16	7.482384	0.02987013
ILMN_1666096	202.7031	19	13.58267	0
ILMN_2391458	112.9234	23	4.843627	0.1376623
ILMN_2285506	100.4173	22	4.285877	0.4857143
ILMN_1691714	87.00365	22	4.163669	0.8675325
ILMN_1683598	929.0413	17	30.20536	0
ILMN_2370882	143.1529	24	8.251972	0.002597403
ILMN_2273911	108.2998	12	7.006309	0.2350649
ILMN_1807914	84.20781	19	4.073234	0.925974
ILMN_1678517	97.20594	20	3.854445	0.6012987
ILMN_1705247	307.0867	29	16.53786	0
ILMN_1737418	86.39833	16	2.663024	0.8909091
ILMN_2278242	107.479	18	6.427293	0.261039
ILMN_1730025	91.08642	26	4.148462	0.7805195
ILMN_2378555	81.18547	28	2.51184	0.9649351
ILMN_1661434	96.86458	18	6.054805	0.612987
ILMN_1809623	93.58995	21	4.49699	0.7064935
ILMN_1657592	105.4748	25	5.316171	0.3025974
ILMN_1765912	120.0306	20	8.556956	0.05454545
ILMN_1746128	110.7301	18	7.653101	0.1779221
ILMN_1685952	97.87395	18	3.175121	0.587013
ILMN_1662738	89.17525	17	4.397516	0.8207792
ILMN_1771084	128.3699	15	7.72664	0.02207792
ILMN_1791923	87.40726	22	2.889313	0.8623376
ILMN_1801698	91.87792	14	2.97032	0.7649351
ILMN_1766966	110.8848	21	7.616054	0.1753247
ILMN_2070792	95.19672	20	3.119172	0.6714286
ILMN_1752269	120.4132	24	5.371771	0.04935065
ILMN_1697510	108.8487	27	4.897017	0.2233766
ILMN_2254962	100.8586	27	4.908024	0.4675325
ILMN_2336595	316.6807	28	15.66411	0
ILMN_1714197	352.2224	36	19.37568	0
ILMN_1742859	99.7534	19	4.122679	0.5194805
ILMN_1659885	108.4166	17	5.651673	0.2324675
ILMN_2125869	82.2125	17	4.838707	0.9493507
ILMN_1671703	144.6368	21	7.838701	0.002597403
ILMN_2152131	20365.17	14	1080.309	0
ILMN_1777296	8665.866	21	512.3716	0
ILMN_2038777	13734.58	24	729.6522	0
ILMN_3246895	110.6466	19	4.334145	0.1818182
ILMN_1658660	87.21389	34	2.630543	0.864935
ILMN_1829919	98.56626	26	5.424158	0.5584416
ILMN_2053178	16229.91	15	1223.903	0
ILMN_1704961	1710.829	24	105.5645	0
ILMN_1795325	86.31126	32	3.416276	0.8948052
ILMN_1749297	354.4532	13	25.5114	0
ILMN_2328280	292.5651	21	25.17564	0
ILMN_1657855	87.26482	31	3.581499	0.8636364
ILMN_1717900	84.70164	23	3.113764	0.9142857
ILMN_1796088	88.4963	15	3.304269	0.8350649
ILMN_1704078	95.47437	19	3.071055	0.6610389
ILMN_2232177	114.2558	28	3.283626	0.1168831
ILMN_1654422	93.74583	25	3.1162	0.7012987
ILMN_1665691	86.40738	22	3.150674	0.8896104
ILMN_1725534	695.1002	21	46.90449	0
ILMN_1798254	557.975	18	45.85989	0
ILMN_1792314	455.4024	22	30.01931	0
ILMN_1695821	350.5811	24	26.84918	0
ILMN_2388605	2352.78	10	128.3358	0
ILMN_1657153	2206.487	23	135.3558	0
ILMN_2260392	125.2098	15	9.729599	0.02857143
ILMN_2346451	96.87957	27	3.497923	0.612987
ILMN_1787513	99.93225	20	4.471129	0.512987
ILMN_1680941	94.426	28	4.094469	0.6909091
ILMN_1652594	163.8598	20	9.792477	0
ILMN_1697585	403.6135	19	16.71563	0
ILMN_1689162	133.8981	14	10.49399	0.009090909
ILMN_1815392	123.6786	19	9.176024	0.03246753
ILMN_3241416	110.5756	16	7.822631	0.1844156
ILMN_1760490	264.8675	17	10.94339	0
ILMN_1786544	100.5231	20	5.092698	0.4831169
ILMN_1763916	116.7052	31	5.160153	0.08441558
ILMN_2243308	183.0847	11	12.2854	0
ILMN_1766723	101.9516	21	5.793251	0.4311688
ILMN_1689217	106.0729	19	4.544553	0.2922078
ILMN_1670912	88.46829	20	3.012211	0.8363636
ILMN_2152711	119.2932	18	4.279824	0.05974026
ILMN_1668983	109.0446	17	9.307508	0.2194805
ILMN_1824337	98.47417	22	4.692698	0.561039
ILMN_1807493	83.32957	20	3.164315	0.9376624
ILMN_3250257	103.0275	33	3.900518	0.3896104
ILMN_1683883	96.87361	21	4.314824	0.612987
ILMN_1670193	94.55635	23	3.423302	0.6909091
ILMN_2319825	180.3825	21	10.15372	0
ILMN_1694233	213.5818	27	11.2154	0
ILMN_1686432	110.2421	19	6.015385	0.1922078
ILMN_1697550	125.3371	22	7.072124	0.02857143
ILMN_2158705	187.2811	18	11.12325	0
ILMN_1803686	372.627	23	26.96082	0
ILMN_1745580	107.785	16	6.028297	0.2519481
ILMN_1745108	87.61809	18	5.15942	0.8597403
ILMN_1725043	131.5695	20	5.590237	0.01298701
ILMN_2148360	151.5693	16	9.682546	0.002597403
ILMN_1718946	228.711	32	14.53015	0
ILMN_1711374	92.52296	18	3.23021	0.7467533
ILMN_1726266	93.09666	34	3.120962	0.7194805
ILMN_1705689	119.806	11	11.47091	0.05584415
ILMN_1785393	91.2808	18	4.75797	0.7766234
ILMN_2384544	127.7607	20	7.420863	0.02337662
ILMN_1756920	324.0928	23	17.87007	0
ILMN_1799728	145.5089	25	11.69901	0.002597403
ILMN_1751500	98.05103	21	3.98963	0.5792208
ILMN_2121068	260.3088	24	14.37946	0
ILMN_1765779	119.9017	18	6.42062	0.05454545
ILMN_2201386	95.19509	35	2.614392	0.6714286
ILMN_1682225	106.7151	19	7.699767	0.2792208
ILMN_1788481	86.15827	26	3.65052	0.8974026
ILMN_1713751	2324.314	28	121.6179	0
ILMN_1662675	105.7195	14	7.978487	0.3
ILMN_1737629	90.34787	25	4.284326	0.7935065
ILMN_1812112	93.13674	21	4.21848	0.7168831
ILMN_3241313	96.34443	23	4.657491	0.6285715
ILMN_1675210	93.41135	20	6.934801	0.7103896
ILMN_1706302	84.61744	16	2.431965	0.9168831
ILMN_2351754	78.94469	26	2.557645	0.9805195
ILMN_2060086	82.59595	23	3.747438	0.9441559
ILMN_1664236	88.77711	24	4.001319	0.8272727
ILMN_1664631	87.98599	19	4.004064	0.851948
ILMN_1802100	78.16264	22	1.964051	0.9831169
ILMN_2194158	100.7048	22	4.380686	0.474026
ILMN_2100871	107.9294	18	5.178246	0.2506494
ILMN_1806841	116.0706	26	4.352005	0.09090909
ILMN_1798045	102.6725	19	4.197567	0.4064935
ILMN_2293012	80.07111	19	2.697393	0.9675325
ILMN_1703383	103.1717	32	3.319762	0.3844156
ILMN_1651657	121.8085	22	6.929331	0.03896104
ILMN_1671297	97.35677	16	4.059711	0.5974026
ILMN_1669486	90.8541	20	5.133113	0.7831169
ILMN_1795204	94.41863	20	4.641779	0.6909091
ILMN_2223911	97.62061	28	4.114568	0.5948052
ILMN_1685531	130.2932	17	9.865985	0.01558442
ILMN_1764554	101.6514	23	4.327834	0.4376623
ILMN_2302214	98.84338	20	6.814902	0.5493507
ILMN_1783312	95.70821	17	7.582652	0.6558442
ILMN_2143210	109.0012	23	4.671043	0.2207792
ILMN_1750294	104.9128	27	3.894486	0.3246753
ILMN_1708348	286.6006	16	16.34842	0
ILMN_1727524	106.2159	20	4.068796	0.2896104
ILMN_1716909	116.1754	28	5.153786	0.09090909
ILMN_2103107	145.1113	18	10.05423	0.002597403
ILMN_1673566	78.35294	15	2.36075	0.9831169
ILMN_1751168	96.16939	30	3.734513	0.6376624
ILMN_1660970	87.96107	24	3.681581	0.851948
ILMN_1787386	85.23615	15	4.181859	0.9090909
ILMN_2286570	81.27292	31	2.728274	0.9636363
ILMN_2413732	108.9713	24	4.881821	0.2207792
ILMN_1873412	105.8873	22	5.581057	0.2961039
ILMN_1676452	95.32754	28	3.846254	0.6701299
ILMN_2358134	101.3665	30	4.731421	0.451948
ILMN_1683781	113.7274	22	4.774997	0.1246753
ILMN_1726247	102.2659	23	3.870798	0.4181818
ILMN_1682989	118.5905	29	7.774079	0.06493507
ILMN_1739872	113.5224	25	7.327621	0.1272727
ILMN_1770152	86.11949	27	3.35715	0.8987013
ILMN_1656171	85.017	23	3.463048	0.9142857
ILMN_1796628	93.17027	19	4.753411	0.7168831
ILMN_1811765	118.0164	28	7.206065	0.07402597
ILMN_1791795	97.24859	18	4.531979	0.6012987
ILMN_1787908	86.0981	13	5.189276	0.8987013
ILMN_1651717	97.00732	19	4.966155	0.6090909
ILMN_1703803	97.76409	10	3.842019	0.5909091
ILMN_2092933	121.3898	18	5.747073	0.04155844
ILMN_1681886	83.28895	22	2.873535	0.9376624
ILMN_1767362	95.94615	19	3.234429	0.6467533
ILMN_3251322	93.72196	15	4.355433	0.7012987
ILMN_2211790	100.9866	15	7.403119	0.4623377
ILMN_1672403	143.3668	13	12.88283	0.002597403
ILMN_1805543	79.86185	19	2.715098	0.9727273
ILMN_1706992	107.0308	20	5.794795	0.2701299
ILMN_1684919	94.26646	18	4.792293	0.6909091
ILMN_1727084	114.5367	21	6.02266	0.1103896
ILMN_1705250	92.87965	20	2.988895	0.7220779
ILMN_1722621	80.32214	36	1.811658	0.9675325
ILMN_1721495	101.983	17	6.271452	0.4298701
ILMN_1798690	115.7317	17	5.92696	0.09350649
ILMN_1687035	100.6692	14	6.508761	0.4753247
ILMN_1777683	100.4185	21	4.089939	0.4857143
ILMN_1762294	82.93233	31	3.070233	0.938961
ILMN_1793040	113.662	24	5.140851	0.125974
ILMN_3247424	138.1531	20	9.185018	0.003896104
ILMN_1763000	132.6835	25	5.101129	0.009090909
ILMN_1776777	4445.022	34	167.2268	0
ILMN_1706963	114.2569	16	7.623587	0.1168831
ILMN_2320964	1229.829	23	87.46073	0
ILMN_1697628	119.3469	28	7.024323	0.05974026
ILMN_2319326	150.0753	23	7.31407	0.002597403
ILMN_1657442	98.008	21	4.532747	0.5818182
ILMN_1679797	713.2729	27	30.92503	0
ILMN_1749493	124.0111	27	8.59557	0.02987013
ILMN_1657139	208.3434	29	8.269403	0
ILMN_3245693	106.0168	22	4.015224	0.2948052
ILMN_1806275	124.1943	21	6.839973	0.02987013
ILMN_1659599	141.8383	28	6.326921	0.002597403
ILMN_1698777	137.1321	21	6.017899	0.005194805
ILMN_1663132	337.7282	20	22.04872	0
ILMN_1700349	123.0193	15	3.399667	0.03506494
ILMN_1761309	133.9615	28	7.637255	0.009090909
ILMN_2120555	106.6533	31	5.307376	0.2792208
ILMN_1742073	89.52238	24	3.63888	0.8181818
ILMN_3241894	85.56379	21	3.020567	0.9077922
ILMN_1810691	109.346	37	3.73676	0.212987
ILMN_1676893	1437.922	20	58.66335	0
ILMN_2148944	124.9398	15	9.294107	0.02857143
ILMN_1708588	98.43166	25	4.688867	0.5649351
ILMN_2311674	111.05	25	5.858116	0.174026
ILMN_1685156	122.3191	24	8.334167	0.03766234
ILMN_1655935	233.9316	12	18.7336	0
ILMN_1754440	110.2717	27	4.396812	0.1909091
ILMN_1654287	104.0016	21	5.210123	0.3519481
ILMN_1763344	81.18959	19	4.849306	0.9649351
ILMN_1711736	88.28647	28	3.549635	0.8467532
ILMN_2356786	210.9676	18	16.22872	0
ILMN_1759252	1901.564	20	112.8221	0
ILMN_1678791	100.4592	19	6.080317	0.4831169
ILMN_2336146	94.12572	20	4.26456	0.6909091
ILMN_2286339	99.88271	22	5.571653	0.512987
ILMN_1694133	105.9983	23	4.324572	0.2948052
