ID_REF	VALUE	5455178010_I.Avg_NBEADS	5455178010_I.BEAD_STDERR	5455178010_I.Detection Pval
ILMN_1665655	190.3439	21	15.08315	0
ILMN_2077758	176.3815	24	15.24105	0
ILMN_1661804	113.3874	19	10.11617	0.1714286
ILMN_2115125	118.2893	22	7.196666	0.09350649
ILMN_1699829	123.0349	28	8.593231	0.05324675
ILMN_2189007	97.74252	17	5.506477	0.5935065
ILMN_2209578	529.8938	18	32.44631	0
ILMN_3244555	106.3996	15	6.193194	0.3363636
ILMN_3235559	88.77614	25	4.457674	0.8350649
ILMN_3236344	986.4526	29	32.45649	0
ILMN_2305112	88.92439	18	3.625317	0.8337662
ILMN_2305116	119.3867	19	7.664485	0.07922078
ILMN_1777060	104.9297	19	5.950653	0.3766234
ILMN_1725090	112.2835	21	7.496686	0.1961039
ILMN_2117508	107.9602	20	5.675243	0.2935065
ILMN_2261627	92.84082	16	7.211893	0.7285714
ILMN_2348905	93.10838	24	3.3556	0.7233766
ILMN_1763487	98.12864	17	6.248878	0.5818182
ILMN_1804854	1903.941	29	58.68224	0
ILMN_2230902	1098.08	28	44.96692	0
ILMN_2197693	95.99591	21	5.533062	0.6428571
ILMN_2131732	107.3156	14	6.01285	0.3064935
ILMN_1758692	120.8697	29	7.874961	0.07012987
ILMN_1721901	116.5534	18	8.494321	0.1142857
ILMN_2136446	131.3883	23	5.710273	0.01948052
ILMN_1808436	113.3281	24	6.241475	0.1714286
ILMN_1757350	189.371	20	14.13359	0
ILMN_1786903	91.02243	26	4.970069	0.7818182
ILMN_1746396	224.6423	18	18.32849	0
ILMN_1726641	97.56294	24	6.71214	0.5961039
ILMN_1785786	100.1998	16	5.738961	0.525974
ILMN_1651617	132.7232	19	11.98414	0.01818182
ILMN_1688103	123.3766	19	8.773964	0.05064935
ILMN_2381168	86.0981	19	5.090478	0.887013
ILMN_2063925	508.4331	20	25.58088	0
ILMN_1663159	125.4063	19	10.80663	0.03246753
ILMN_1651944	93.84519	11	4.330307	0.6961039
ILMN_1696806	117.4694	29	6.222569	0.1090909
ILMN_2293511	122.905	30	5.172971	0.05324675
ILMN_1807510	119.5832	26	5.572227	0.07792208
ILMN_1716875	70.90743	15	4.553705	1
ILMN_1776132	111.6966	20	9.270895	0.2090909
ILMN_1807719	3253.609	21	147.4379	0
ILMN_1738010	164.8152	25	11.76412	0
ILMN_1783285	226.8144	21	14.47874	0
ILMN_1690693	131.7453	23	12.23822	0.01818182
ILMN_2392352	288.5989	21	10.75116	0
ILMN_2286024	87.925	25	4.750367	0.861039
ILMN_2392356	125.5199	24	6.161704	0.03246753
ILMN_1665164	166.8795	28	9.093889	0
ILMN_2120917	132.1251	25	8.06333	0.01818182
ILMN_2137654	88.28757	19	4.290203	0.8571429
ILMN_1767643	112.1115	18	5.633572	0.1974026
ILMN_1651430	78.74455	32	3.375056	0.9805195
ILMN_1748730	119.8596	20	6.742137	0.07532468
ILMN_1664863	121.2758	26	6.960131	0.06233766
ILMN_1719286	181.7686	21	13.36961	0
ILMN_2359742	1819.577	30	78.67097	0
ILMN_1696360	351.1204	20	22.91473	0
ILMN_1689086	152.2761	16	13.55894	0.002597403
ILMN_1792885	1303.756	23	96.58108	0
ILMN_2242463	2719.245	20	107.9936	0
ILMN_1696347	3090	24	132.6453	0
ILMN_1674038	448.9981	28	27.8281	0
ILMN_2387224	104.2091	24	3.826277	0.4
ILMN_1693738	102.2204	21	4.590614	0.4636364
ILMN_1799887	114.4274	21	9.665138	0.151948
ILMN_1804955	103.6641	30	4.930119	0.4103896
ILMN_1680424	126.7236	16	10.62109	0.03116883
ILMN_2390853	2937.407	27	81.09001	0
ILMN_1752451	405.879	18	26.30929	0
ILMN_1758895	101.5539	32	4.237819	0.4831169
ILMN_1694757	99.74429	24	4.826355	0.5415584
ILMN_1812995	103.3984	19	4.978384	0.4233766
ILMN_2374036	145.3262	24	11.6546	0.002597403
ILMN_1748352	108.0728	22	6.616076	0.2909091
ILMN_1726198	114.6797	21	5.69794	0.1467533
ILMN_1769633	303.3465	23	15.25789	0
ILMN_1743032	294.9651	32	25.6086	0
ILMN_1794364	217.1191	18	9.220109	0
ILMN_1666269	3453.813	23	139.4864	0
ILMN_1744912	86.16855	31	4.002519	0.887013
ILMN_2393712	129.3172	14	7.563093	0.01948052
ILMN_1798838	108.3527	26	6.232911	0.2896104
ILMN_1759920	97.26618	22	6.26835	0.6025974
ILMN_1719517	96.62737	17	4.57599	0.6298701
ILMN_2382488	126.777	18	12.86877	0.03116883
ILMN_1779184	138.6929	25	8.840537	0.007792208
ILMN_1676406	115.1842	24	6.57352	0.1337662
ILMN_1759766	109.1998	25	5.491086	0.2688312
ILMN_3309049	94.16668	24	4.329268	0.6896104
ILMN_2205767	78.03555	23	3.880212	0.9844156
ILMN_1659214	89.42229	16	5.218469	0.8168831
ILMN_1755203	107.6242	30	6.596141	0.3
ILMN_1676665	506.7239	17	16.30088	0
ILMN_1773018	497.1429	25	24.67791	0
ILMN_1686516	148.1208	27	8.462866	0.002597403
ILMN_2382083	119.7183	22	8.301057	0.07532468
ILMN_1664170	89.5069	12	4.980537	0.8155844
ILMN_2400947	441.5356	23	17.82471	0
ILMN_1800638	416.0453	33	16.34316	0
ILMN_1749629	398.1014	19	25.31822	0
ILMN_1669252	327.0075	16	24.61458	0
ILMN_1653670	95.62215	17	4.425568	0.6506494
ILMN_1695792	501.7472	24	22.0222	0
ILMN_1686156	103.2794	18	4.762303	0.4272727
ILMN_2331163	895.1054	24	46.04901	0
ILMN_2385161	194.7495	21	10.59553	0
ILMN_1691535	97.76667	19	7.941115	0.5935065
ILMN_2176955	569.1824	21	26.58067	0
ILMN_1672393	119.935	21	7.296102	0.07532468
ILMN_1806010	219.0925	25	15.05366	0
ILMN_1712390	1313.979	27	48.97298	0
ILMN_2311989	662.0108	29	25.35106	0
ILMN_1791980	92.15884	21	6.156956	0.7428572
ILMN_1765044	222.9736	23	9.496307	0
ILMN_2278636	453.311	16	27.39735	0
ILMN_2368434	99.66695	22	3.294299	0.5415584
ILMN_1687567	144.4132	24	8.82599	0.002597403
ILMN_2330213	94.8538	24	5.469805	0.674026
ILMN_1669876	389.7524	21	28.54313	0
ILMN_1734909	109.2341	31	5.426779	0.2675325
ILMN_1713482	1081.275	22	62.04607	0
ILMN_1674128	128.5771	16	6.671769	0.02077922
ILMN_3245616	109.5407	21	5.946018	0.2545455
ILMN_1651886	867.6838	23	32.42029	0
ILMN_1668498	213.7578	20	14.15689	0
ILMN_1654072	96.32678	15	6.875174	0.635065
ILMN_2088437	103.16	23	5.61965	0.4337662
ILMN_1745788	115.8498	28	6.41142	0.125974
ILMN_1796925	90.81551	19	4.905015	0.7857143
ILMN_3247405	104.4257	25	5.807551	0.3909091
ILMN_3246761	118.0687	22	8.370727	0.09740259
ILMN_1787897	103.0169	15	6.36354	0.4441558
ILMN_1791759	119.5978	16	8.23368	0.07792208
ILMN_2067895	94.43328	19	5.079935	0.6805195
ILMN_2067890	115.5014	27	4.85843	0.1285714
ILMN_1803825	92.8809	25	4.873974	0.7272727
ILMN_1791447	108.9536	32	5.85929	0.2753247
ILMN_1689111	89.43863	27	2.92538	0.8168831
ILMN_1718552	115.4702	14	5.365424	0.1285714
ILMN_1748323	109.7401	25	5.913773	0.2506494
ILMN_1672278	98.12976	24	6.10967	0.5818182
ILMN_1728478	721.8152	28	23.55937	0
ILMN_1796337	132.0165	17	13.90854	0.01818182
ILMN_1682636	120.2663	25	6.924673	0.07142857
ILMN_1709350	107.6032	16	6.431561	0.3
ILMN_1752562	95.80086	22	2.668554	0.648052
ILMN_2171384	102.1665	15	5.785887	0.4636364
ILMN_2161577	98.8265	26	5.460822	0.5675325
ILMN_1779234	100.3062	26	5.107611	0.5220779
ILMN_1745356	95.84253	19	4.499812	0.648052
ILMN_1662524	103.989	24	7.224103	0.4
ILMN_1797975	400.29	16	31.34796	0
ILMN_2320888	686.1884	33	28.81288	0
ILMN_2246410	109.4668	13	8.68407	0.2571429
ILMN_1801584	1043.632	20	45.63055	0
ILMN_2337928	88.77816	21	5.580172	0.8350649
ILMN_2337931	92.43993	30	5.382576	0.7376623
ILMN_1674640	80.99902	21	3.521506	0.9636363
ILMN_1798360	86.86801	17	4.973534	0.8766234
ILMN_2371458	100.154	20	5.436861	0.525974
ILMN_1684016	90.60376	31	4.284847	0.7948052
ILMN_2198185	172.1624	20	7.753045	0
ILMN_2134176	84.44432	26	4.399208	0.9155844
ILMN_3265439	91.31598	23	4.500268	0.7688312
ILMN_3193949	93.9937	21	4.495099	0.6935065
ILMN_2092390	90.79356	20	5.864331	0.7857143
ILMN_1767310	94.42281	21	5.526768	0.6805195
ILMN_2088990	138.3443	23	8.739668	0.007792208
ILMN_1651752	232.3116	13	30.31544	0
ILMN_1762534	98.53893	19	6.42904	0.5766234
ILMN_1772943	113.7629	27	5.956428	0.1649351
ILMN_1678179	87.95847	31	4.730204	0.861039
ILMN_1671416	105.4162	17	6.968235	0.3688312
ILMN_1768176	543.8927	20	23.67649	0
ILMN_1680156	102.5079	25	3.928415	0.4558442
ILMN_1652429	91.80994	15	6.887181	0.7506493
ILMN_1676348	100.3011	25	5.154241	0.5220779
ILMN_2047480	95.84572	22	4.760263	0.648052
ILMN_1697864	220.1378	18	14.30743	0
ILMN_1811121	150.32	27	6.546065	0.002597403
ILMN_2064655	565.7791	19	30.19784	0
ILMN_1759092	113.7611	19	4.363257	0.1649351
ILMN_1733654	121.2981	31	6.147241	0.06233766
ILMN_2143261	279.91	23	17.02901	0
ILMN_1745006	87.40726	19	4.387966	0.8701299
ILMN_1668927	106.196	26	5.706929	0.3441558
ILMN_1724341	171.0498	14	10.05847	0
ILMN_2317446	79.48078	18	4.670314	0.9766234
ILMN_1802389	99.29868	22	5.735778	0.5571429
ILMN_1808984	121.5939	19	7.64513	0.06233766
ILMN_1683761	121.9038	9	17.00759	0.06103896
ILMN_1709160	99.37048	15	7.579411	0.5571429
ILMN_3192359	96.44954	19	6.858396	0.6324675
ILMN_1686637	90.70233	31	3.860396	0.7935065
ILMN_1730630	118.0013	31	6.033074	0.0987013
ILMN_1703279	133.8946	32	8.693256	0.01428571
ILMN_1692396	93.47523	19	6.207859	0.7103896
ILMN_1714718	116.1333	26	9.463106	0.1220779
ILMN_1668108	91.55552	25	6.089209	0.7636364
ILMN_3247835	135.4172	24	10.53617	0.01168831
ILMN_1661359	153.8453	22	8.397555	0.001298701
ILMN_1815931	97.32213	34	4.97632	0.6012987
ILMN_1691276	1059.441	25	36.1531	0
ILMN_1763657	95.13184	22	7.195012	0.6675324
ILMN_1745256	4844.579	14	179.6181	0
ILMN_3307729	4204.943	27	204.7162	0
ILMN_1741056	108.6417	21	7.296771	0.2792208
ILMN_1684060	105.8255	22	8.589803	0.3519481
ILMN_1771179	126.6469	25	7.986919	0.03116883
ILMN_1729733	108.3848	22	7.456045	0.2883117
ILMN_2378376	126.6235	22	6.380133	0.03116883
ILMN_1679721	146.3426	30	6.161273	0.002597403
ILMN_3256325	436.3884	27	19.6707	0
ILMN_3180557	157.6907	34	8.710526	0
ILMN_1738718	254.2114	26	10.77301	0
ILMN_1714167	277.752	35	15.1154	0
ILMN_2312194	211.4668	32	15.19417	0
ILMN_1684321	2295.155	22	86.55474	0
ILMN_1670925	151.1705	32	5.887545	0.002597403
ILMN_1696254	136.2722	22	6.627373	0.01168831
ILMN_1729237	579.6956	26	27.47486	0
ILMN_1739576	90.6873	19	5.538549	0.7935065
ILMN_1682407	102.3004	18	6.279156	0.4636364
ILMN_1740441	428.9563	24	20.51656	0
ILMN_2308582	4200.29	32	122.7602	0
ILMN_1688158	302.3033	16	26.22963	0
ILMN_1676833	80.16392	20	3.319649	0.9688312
ILMN_3246010	111.755	23	6.580815	0.2090909
ILMN_1744604	3154.105	23	115.2804	0
ILMN_2129505	4863.448	20	208.5251	0
ILMN_1682312	513.041	21	22.87854	0
ILMN_1712305	131.0451	36	5.895443	0.01948052
ILMN_2087692	178.8997	26	10.73562	0
ILMN_1815115	1396.216	31	51.8956	0
ILMN_1730416	134.498	21	7.914889	0.01298701
ILMN_1663751	498.8654	29	26.5411	0
ILMN_2061419	220.6974	14	10.90041	0
ILMN_3240354	95.57304	22	5.163251	0.651948
ILMN_1715815	91.04661	21	3.956681	0.7818182
ILMN_2355462	149.6577	15	3.324848	0.002597403
ILMN_1752432	90.51333	24	4.906724	0.7974026
ILMN_2355463	130.4812	18	7.458785	0.01948052
ILMN_2264981	99.501	18	9.968348	0.5506493
ILMN_2354478	622.8747	25	26.57107	0
ILMN_1677200	3794.068	27	116.7725	0
ILMN_1758128	95.72514	19	7.206358	0.648052
ILMN_1717975	119.9681	25	6.17984	0.07532468
ILMN_2189701	90.25847	23	5.708934	0.8012987
ILMN_1692703	108.4471	15	9.113863	0.2844156
ILMN_1661903	82.81367	24	3.255969	0.938961
ILMN_2287941	81.20004	18	3.126789	0.9636363
ILMN_1775508	265.3207	26	16.17309	0
ILMN_1811682	104.0738	24	4.969974	0.4
ILMN_3247548	92.00812	21	3.885211	0.7428572
ILMN_2052438	124.9141	24	5.985821	0.03896104
ILMN_2052433	94.7697	27	3.32213	0.6753247
ILMN_1670821	254.1162	21	11.31284	0
ILMN_1756506	193.9877	15	12.8921	0
ILMN_2094332	135.5465	19	8.189409	0.01168831
ILMN_1768820	139.5463	28	8.081871	0.007792208
ILMN_1801917	99.76241	20	5.932637	0.5415584
ILMN_2358436	92.39185	19	4.211497	0.7376623
ILMN_1752099	91.32618	15	4.565895	0.7688312
ILMN_1760554	81.89645	16	4.511736	0.9571428
ILMN_2387860	90.94872	24	5.880935	0.7831169
ILMN_1699139	102.891	14	5.994918	0.448052
ILMN_1725234	97.55994	26	5.114375	0.5961039
ILMN_1807291	108.77	24	6.587444	0.2779221
ILMN_1683607	87.73902	28	4.046338	0.8636364
ILMN_1693338	113.2701	16	7.172157	0.174026
ILMN_2391333	159.8498	20	11.40931	0
ILMN_1718177	189.3421	24	8.436289	0
ILMN_1713321	80.66747	34	3.323368	0.9675325
ILMN_1773082	96.93287	19	5.049685	0.6181818
ILMN_1685663	76.81754	15	5.739192	0.987013
ILMN_1651490	105.6109	30	5.251854	0.3623376
ILMN_1744123	96.50795	16	6.13406	0.6311688
ILMN_1788131	118.6471	26	6.977174	0.08831169
ILMN_2407314	84.60629	23	2.681038	0.9142857
ILMN_1812297	129.057	17	9.306773	0.02077922
ILMN_1702769	83.81931	24	5.051764	0.9220779
ILMN_1704985	128.2832	24	10.58179	0.02337662
ILMN_1740418	124.7285	24	8.956486	0.04155844
ILMN_1657749	116.4316	17	9.20831	0.1155844
ILMN_2175455	106.4971	24	4.740044	0.3350649
ILMN_1651636	108.7404	26	7.736734	0.2779221
ILMN_2091632	79.75159	27	3.184487	0.974026
ILMN_1779051	114.7775	27	5.605279	0.1441558
ILMN_2408764	90.6921	19	6.141433	0.7935065
ILMN_2215965	94.76196	14	5.008946	0.6753247
ILMN_1657529	112.1256	26	7.618339	0.1974026
ILMN_2191192	88.20277	18	4.234135	0.861039
ILMN_1683121	100.9074	24	6.604644	0.5038961
ILMN_1729191	91.55836	23	4.933816	0.7623377
ILMN_1769155	125.4395	18	7.831509	0.03246753
ILMN_1670652	87.78376	22	5.127138	0.8636364
ILMN_2383124	87.69885	23	4.684573	0.8636364
ILMN_1740648	115.1194	17	7.942145	0.1363636
ILMN_2226519	97.64186	15	4.775316	0.5961039
ILMN_1738062	117.0456	31	5.743662	0.1116883
ILMN_1665437	110.0519	26	5.915958	0.2467532
ILMN_1761669	113.7177	26	5.390394	0.1649351
ILMN_2149815	80.23521	34	2.989833	0.9688312
ILMN_1758731	118.8174	19	7.89643	0.08701298
ILMN_2119774	183.2897	22	8.255311	0
ILMN_1787193	88.98065	8	3.02593	0.8298701
ILMN_1705403	123.6182	31	7.758216	0.04935065
ILMN_1790008	148.468	19	9.835498	0.002597403
ILMN_2097259	128.2546	20	8.511312	0.02337662
ILMN_1744458	90.0532	35	4.329314	0.8038961
ILMN_2175220	108.2827	21	6.97759	0.2896104
ILMN_1808650	101.3242	20	4.421194	0.4844156
ILMN_1772206	95.75255	28	4.480867	0.648052
ILMN_1673591	97.04453	21	3.731073	0.6090909
ILMN_2377288	89.90504	20	4.434279	0.8038961
ILMN_1810942	111.4499	19	6.90433	0.212987
ILMN_1685043	97.45187	30	4.862111	0.6
ILMN_1697433	117.5195	15	4.181468	0.1090909
ILMN_1735816	96.01282	32	4.541784	0.6415585
ILMN_1726980	121.8211	16	6.218033	0.06103896
ILMN_2059780	94.52338	20	7.340712	0.6792208
ILMN_1659215	114.1913	22	7.304588	0.1571429
ILMN_2173291	110.7883	26	7.924797	0.2311688
ILMN_1719883	100.3744	25	6.510333	0.5220779
ILMN_1809384	86.76744	16	3.86205	0.8779221
ILMN_1729439	107.7093	24	6.767649	0.2974026
ILMN_2178492	115.1023	28	5.817051	0.1363636
ILMN_1708303	84.33863	28	3.5047	0.9194805
ILMN_3251260	95.87598	18	4.922276	0.6467533
ILMN_1736190	124.3548	21	7.387676	0.04415584
ILMN_2089484	95.67647	21	5.437356	0.6493506
ILMN_1718603	98.70845	11	7.823288	0.574026
ILMN_2054607	165.7534	21	11.38538	0
ILMN_1669338	144.2919	16	17.78949	0.002597403
ILMN_2175317	91.37143	23	4.853314	0.7662337
ILMN_1728550	95.32754	24	5.920707	0.6584415
ILMN_1747874	110.6947	24	6.917175	0.2311688
ILMN_2267797	92.44503	33	3.869471	0.7376623
ILMN_1693594	96.06959	29	6.666351	0.6402597
ILMN_2359698	84.03126	23	4.126534	0.9207792
ILMN_1797170	85.56866	12	3.802318	0.8987013
ILMN_1814883	104.217	23	6.604689	0.4
ILMN_1702829	100.3469	24	6.951575	0.5220779
ILMN_2372543	88.85918	21	7.266794	0.8337662
ILMN_1760265	113.4825	34	5.81784	0.1688312
ILMN_1664718	489.614	19	39.74011	0
ILMN_1749575	86.1002	33	3.73907	0.887013
ILMN_1701661	120.0449	15	8.358815	0.07532468
ILMN_1669802	100.6911	27	5.249228	0.5155844
ILMN_2188264	91.67854	34	4.398634	0.7584416
ILMN_1747783	97.13306	22	5.207576	0.6064935
ILMN_2223313	89.53709	27	2.88998	0.812987
ILMN_1733276	218.758	19	11.07462	0
ILMN_1773204	94.09316	24	7.311497	0.6922078
ILMN_2403852	639.8756	23	41.22186	0
ILMN_3188106	158.3841	25	8.248624	0
ILMN_2160727	100.4247	16	5.390608	0.5220779
ILMN_1713918	119.858	18	11.4545	0.07532468
ILMN_3238196	378.944	33	12.41334	0
ILMN_3235928	136.0599	31	6.27836	0.01168831
ILMN_2201596	92.98405	20	4.563149	0.7246753
ILMN_1779185	695.1002	18	16.95207	0
ILMN_3246962	163.5189	21	6.972683	0
ILMN_1783707	110.832	18	6.51182	0.2311688
ILMN_2415826	84.16462	29	3.184323	0.9194805
ILMN_3255061	115.6824	27	6.996549	0.125974
ILMN_3178050	96.1105	20	4.474641	0.638961
ILMN_1812902	130.2493	23	6.315765	0.01948052
ILMN_1792960	87.43329	25	3.114098	0.8688312
ILMN_2206272	463.1788	21	21.71306	0
ILMN_1772627	85.83595	15	3.813549	0.8922078
ILMN_1787251	426.8064	24	26.31159	0
ILMN_2046470	538.6577	26	15.95578	0
ILMN_1752668	114.9744	23	6.350852	0.138961
ILMN_1758871	91.66718	24	5.300508	0.7597402
ILMN_1764228	266.0905	20	16.15878	0
ILMN_2128428	208.0161	21	9.481357	0
ILMN_1783161	105.7605	20	6.718365	0.3558442
ILMN_1761388	92.30146	28	4.393837	0.7415584
ILMN_1808850	76.96984	12	3.623375	0.987013
ILMN_2386053	101.204	15	6.541471	0.4909091
ILMN_1666882	107.1524	22	5.461525	0.3103896
ILMN_1755741	236.9551	19	12.89979	0
ILMN_1810210	105.3874	16	7.798491	0.3688312
ILMN_2328094	115.9736	21	7.549155	0.1233766
ILMN_1801068	116.682	15	5.145719	0.1142857
ILMN_2250344	97.98905	14	5.887291	0.5896104
ILMN_1691790	82.71958	17	4.707018	0.9415584
ILMN_1733851	225.1471	35	9.063165	0
ILMN_1731619	3003.162	25	80.95596	0
ILMN_3235467	92.96259	28	4.860645	0.725974
ILMN_1658425	174.0188	16	7.678094	0
ILMN_1663963	106.9582	30	4.624064	0.3181818
ILMN_1683682	100.4749	14	6.464732	0.5207792
ILMN_1658885	505.3505	15	34.39615	0
ILMN_1678619	100.2004	32	4.72848	0.525974
ILMN_1715703	114.6822	29	6.808888	0.1467533
ILMN_1776054	88.07177	20	5.008952	0.861039
ILMN_2230178	93.38168	28	6.213744	0.7142857
ILMN_1737152	95.06623	19	5.626007	0.6688312
ILMN_1658386	89.24384	17	3.891642	0.8207792
ILMN_2112493	317.2197	20	12.90152	0
ILMN_1781680	607.3432	16	36.0212	0
ILMN_1708340	230.1743	26	15.74063	0
ILMN_1791847	117.7903	22	7.043085	0.1038961
ILMN_1792710	133.8712	24	8.122581	0.01428571
ILMN_1687556	88.63138	21	4.233898	0.848052
ILMN_1664691	440.0468	19	38.30177	0
ILMN_2097410	9078.552	26	388.4308	0
ILMN_1723684	87.91128	35	3.787848	0.861039
ILMN_1813836	4048.913	25	110.1059	0
ILMN_1676191	196.4095	26	12.56108	0
ILMN_1708077	148.3483	19	7.715519	0.002597403
ILMN_2175124	82.03833	26	3.913798	0.9545454
ILMN_1779475	96.71866	29	6.634456	0.6220779
ILMN_1658123	108.5086	24	6.462142	0.2818182
ILMN_3250196	100.6988	18	6.297945	0.5155844
ILMN_3250970	120.7305	28	7.777534	0.07012987
ILMN_3247525	110.0495	30	6.441026	0.2480519
ILMN_2404951	113.1063	16	10.58072	0.1805195
ILMN_1754528	126.6972	36	8.035338	0.03116883
ILMN_1656021	104.2784	18	6.676896	0.3974026
ILMN_1746526	101.7864	15	4.880918	0.4753247
ILMN_1746257	289.2428	21	15.28976	0
ILMN_1718988	6702.324	23	212.1344	0
ILMN_2195695	122.0608	23	8.062296	0.06103896
ILMN_1691636	106.7653	20	9.319529	0.3220779
ILMN_1741603	101.5346	16	8.41775	0.4831169
ILMN_1778717	108.8829	20	8.47573	0.2753247
ILMN_1679941	95.23946	22	4.987112	0.6662338
ILMN_1696666	92.5274	13	6.197197	0.7376623
ILMN_1746220	90.55315	17	6.300982	0.7961039
ILMN_2305544	4748.498	19	125.3863	0
ILMN_1755926	1160.771	19	36.16644	0
ILMN_1769926	193.0967	23	11.89039	0
ILMN_1757270	92.74617	30	3.961103	0.7324675
ILMN_2374352	168.4338	22	9.789395	0
ILMN_1757631	97.99581	15	6.467789	0.5896104
ILMN_2338565	98.41277	28	4.897367	0.5792208
ILMN_1730612	1693.327	22	61.50768	0
ILMN_1698307	3349.912	32	84.86498	0
ILMN_2376289	722.181	15	24.53928	0
ILMN_1715555	148.5044	16	15.28977	0.002597403
ILMN_1678680	133.9017	19	9.916243	0.01428571
ILMN_2226314	197.2542	19	13.91864	0
ILMN_1838254	100.497	16	3.250401	0.5207792
ILMN_1714990	387.1812	26	11.81192	0
ILMN_1887403	120.4421	27	6.858368	0.07012987
ILMN_1785197	88.23649	26	4.052343	0.861039
ILMN_2213759	85.91634	33	3.206619	0.8896104
ILMN_1724511	103.8452	20	6.563794	0.4051948
ILMN_1652417	107.4611	20	3.47143	0.3012987
ILMN_3235917	153.1515	22	8.610609	0.001298701
ILMN_1737961	82.10506	23	3.994662	0.951948
ILMN_2192620	199.8856	22	8.805729	0
ILMN_1733859	129.5724	21	7.521437	0.01948052
ILMN_1753440	158.8933	23	6.630353	0
ILMN_1762879	123.1045	20	10.38013	0.05324675
ILMN_1670000	817.9447	21	26.5789	0
ILMN_2392080	163.8598	13	12.40938	0
ILMN_1698985	141.0668	19	8.747953	0.005194805
ILMN_1682264	695.8295	17	30.38733	0
ILMN_1796887	87.31984	24	4.978723	0.8701299
ILMN_1811648	751.7865	17	40.95469	0
ILMN_1762701	93.49797	20	4.293465	0.7103896
ILMN_1695604	92.93141	22	3.63308	0.725974
ILMN_1735499	135.0789	14	8.974112	0.01168831
ILMN_2174127	163.3788	27	10.25745	0
ILMN_1665748	85.97668	23	4.427993	0.8896104
ILMN_1722554	107.7592	27	6.922367	0.2961039
ILMN_1783383	104.7543	21	6.378512	0.3805195
ILMN_1712419	101.3103	29	4.954181	0.4857143
ILMN_1683690	93.29484	13	3.518666	0.7155844
ILMN_1729962	89.20295	19	3.263958	0.8207792
ILMN_2209671	95.36335	16	5.450004	0.6558442
ILMN_1739640	106.9919	20	7.46923	0.3168831
ILMN_1652392	120.7716	21	8.560355	0.07012987
ILMN_1731741	88.82539	21	4.534868	0.8337662
ILMN_2049303	408.909	30	25.23564	0
ILMN_2117240	101.7876	16	6.932468	0.4753247
ILMN_1651433	1158.291	20	57.59874	0
ILMN_1731616	125.7902	16	5.53896	0.03246753
ILMN_2165354	111.1274	24	6.284448	0.2207792
ILMN_2407434	111.1549	27	6.273138	0.2207792
ILMN_1719449	110.2435	34	5.500868	0.2428571
ILMN_3246264	146.1755	14	16.33853	0.002597403
ILMN_1734096	150.9915	18	15.35255	0.002597403
ILMN_1655382	88.50873	25	4.426713	0.8493506
ILMN_1754211	126.2438	23	7.080673	0.03246753
ILMN_2321931	544.054	20	25.9173	0
ILMN_1678464	90.33921	21	6.922821	0.7987013
ILMN_1683194	101.338	19	8.238138	0.4844156
ILMN_1768227	86.92292	9	3.81489	0.8766234
ILMN_2347145	92.94245	27	3.546986	0.725974
ILMN_1809285	217.4756	24	11.50896	0
ILMN_1743992	125.8242	25	5.715622	0.03246753
ILMN_1669905	697.4006	20	33.36248	0
ILMN_1740737	172.2395	21	8.8794	0
ILMN_1774491	104.8278	19	5.327248	0.3805195
ILMN_1793123	92.22348	21	4.154597	0.7428572
ILMN_1701783	87.0342	14	3.874424	0.874026
ILMN_2415011	210.9873	26	10.39162	0
ILMN_1802456	580.9969	16	30.86199	0
ILMN_2412807	791.8052	23	32.61286	0
ILMN_1789089	94.08902	23	5.654927	0.6922078
ILMN_1793563	161.1607	10	20.85992	0
ILMN_1662232	916.8887	28	27.87353	0
ILMN_1786984	106.8223	24	5.507807	0.3194805
ILMN_1762281	716.203	27	32.48287	0
ILMN_1741564	254.9597	35	14.59575	0
ILMN_1666192	664.8898	22	26.42145	0
ILMN_1744059	469.6789	12	32.35556	0
ILMN_2204983	134.2113	26	8.442897	0.01298701
ILMN_3242459	1457.351	26	65.03566	0
ILMN_1763129	589.4991	19	42.48515	0
ILMN_1810719	173.6317	23	10.09884	0
ILMN_2043865	107.7816	28	5.967155	0.2961039
ILMN_1697031	108.7532	21	6.216009	0.2779221
ILMN_1692706	111.0689	20	5.307928	0.2220779
ILMN_1665455	263.3636	13	20.2048	0
ILMN_2389429	158.0393	24	8.292429	0
ILMN_1801403	227.4256	23	11.59947	0
ILMN_2124352	235.9502	23	11.86373	0
ILMN_1726839	393.4273	16	29.98736	0
ILMN_2361096	104.4979	23	5.545552	0.3883117
ILMN_1654855	97.26897	12	8.797827	0.6025974
ILMN_1681437	1147.949	26	44.32391	0
ILMN_1694530	1570.849	19	56.95982	0
ILMN_1668507	98.92108	32	4.760755	0.5636364
ILMN_1770787	220.2289	28	13.52744	0
ILMN_1775937	3915.318	14	148.539	0
ILMN_1774735	129.586	23	5.100685	0.01948052
ILMN_1695430	191.6036	26	9.037019	0
ILMN_1748105	141.5443	23	8.583135	0.005194805
ILMN_1660817	179.6971	25	8.775255	0
ILMN_2228463	84.36084	20	4.34842	0.9181818
ILMN_1757237	111.673	21	6.647855	0.2090909
ILMN_1780306	127.3839	16	5.911511	0.02987013
ILMN_2208455	135.9901	21	8.865518	0.01168831
ILMN_2179063	124.4074	29	5.997826	0.04415584
ILMN_1705871	393.8802	29	13.95668	0
