ID_REF	VALUE	5455178010_I.Avg_NBEADS	5455178010_I.BEAD_STDERR	5455178010_I.Detection Pval
ILMN_3290275	96.02578	30	4.250106	0.6415585
ILMN_3287178	94.65176	21	6.454134	0.6753247
ILMN_1730282	95.41922	16	5.600804	0.6558442
ILMN_1667653	99.84883	16	5.406738	0.5389611
ILMN_3250427	178.6556	23	12.95948	0
ILMN_3249965	98.73286	30	3.966604	0.574026
ILMN_1777161	103.7817	21	4.309432	0.4051948
ILMN_1808721	98.35098	22	3.442109	0.5805195
ILMN_3204172	95.12139	24	4.773436	0.6675324
ILMN_3280961	114.8569	19	7.120036	0.1428571
ILMN_1702450	111.5194	20	11.32368	0.2116883
ILMN_3294335	5766.519	26	238.1612	0
ILMN_3217815	7445.802	34	326.0805	0
ILMN_1694517	106.0359	14	6.819122	0.3493507
ILMN_1667338	99.83746	31	4.453192	0.5389611
ILMN_1771665	109.4452	30	4.808712	0.2571429
ILMN_1685447	111.5485	15	12.16049	0.2103896
ILMN_3234967	155.2048	20	16.45893	0.001298701
ILMN_1726696	98.8596	14	5.446543	0.5662338
ILMN_1794407	99.21156	27	4.328482	0.5584416
ILMN_1793658	102.6642	10	6.378737	0.451948
ILMN_1651582	95.83862	22	6.195987	0.648052
ILMN_1711832	98.28632	24	5.059553	0.5805195
ILMN_1663438	108.7644	25	6.183146	0.2779221
ILMN_1699037	94.55538	15	6.804416	0.6779221
ILMN_3205781	106.3263	26	3.718341	0.3363636
ILMN_3282292	133.2059	25	6.177741	0.01558442
ILMN_1668971	100.008	15	5.841865	0.5337662
ILMN_1682423	101.5019	20	7.322808	0.4831169
ILMN_1752746	95.70725	12	5.231094	0.648052
ILMN_3213261	95.4292	23	5.688878	0.6558442
ILMN_3283253	116.8766	26	7.94451	0.1116883
ILMN_1675608	96.78349	20	2.362963	0.6207792
ILMN_1762528	127.5576	20	10.88331	0.02857143
ILMN_1809451	103.6817	27	4.484378	0.4103896
ILMN_1691672	100.4953	21	5.268226	0.5207792
ILMN_1738299	90.6712	21	4.425239	0.7935065
ILMN_3243019	93.69288	17	4.685502	0.7025974
ILMN_1707965	110.1326	20	5.035254	0.2454545
ILMN_3288154	100.1525	28	5.744066	0.525974
ILMN_3198367	256.4158	20	18.90342	0
ILMN_1748425	117.4075	14	9.99581	0.1090909
ILMN_1738607	92.11343	22	3.654145	0.7428572
ILMN_3242685	81.21054	27	4.443867	0.9636363
ILMN_1682657	105.2511	26	6.419876	0.3714286
ILMN_1693404	103.7913	25	5.219655	0.4051948
ILMN_1726623	107.2481	22	5.13693	0.3077922
ILMN_1651329	109.1118	19	7.454566	0.2727273
ILMN_1667072	108.357	31	6.827187	0.2896104
ILMN_1689871	104.1195	15	5.098217	0.4
ILMN_2071898	112.4966	26	6.898968	0.1948052
ILMN_1798326	94.95961	13	9.179517	0.6714286
ILMN_1655170	112.0515	16	4.859685	0.2
ILMN_1710614	113.9286	21	7.966569	0.1623377
ILMN_1730289	97.05659	19	6.773038	0.6090909
ILMN_1665183	98.64069	27	5.150884	0.574026
ILMN_1721465	96.34335	26	3.69963	0.635065
ILMN_3203797	116.0679	35	6.354616	0.1220779
ILMN_3280299	100.8505	23	4.635017	0.5077922
ILMN_1784653	100.8651	26	5.230619	0.5051948
ILMN_1796465	111.2331	23	7.880453	0.2168831
ILMN_1673085	102.7892	28	5.055463	0.4493507
ILMN_1671043	115.1742	21	7.415376	0.1350649
ILMN_1689736	107.3387	31	5.412237	0.3051948
ILMN_1672162	93.72196	22	4.041335	0.7012987
ILMN_1705125	94.74177	26	4.501795	0.6753247
ILMN_1667195	106.9367	17	5.99154	0.3181818
ILMN_3239826	84.57054	25	3.699613	0.9142857
ILMN_1711276	104.488	24	6.15749	0.3883117
ILMN_1655758	101.2665	30	4.801969	0.4883117
ILMN_1657816	94.65478	25	5.464883	0.6753247
ILMN_1661466	99.62905	21	6.451646	0.5428572
ILMN_1699806	115.5209	20	6.132923	0.1285714
ILMN_1667933	97.97905	25	7.45872	0.5896104
ILMN_1784685	99.73206	13	7.303441	0.5415584
ILMN_1699682	121.4342	18	11.58984	0.06233766
ILMN_1660227	124.008	27	6.471591	0.04675325
ILMN_1729055	136.2183	21	9.011479	0.01168831
ILMN_3290862	89.62104	27	4.447932	0.8116883
ILMN_3201944	95.62851	29	4.96766	0.6506494
ILMN_1686036	95.43444	22	4.170669	0.6558442
ILMN_1681003	90.00663	24	6.967695	0.8038961
ILMN_1746923	105.6172	23	5.785608	0.3623376
ILMN_1704143	92.54324	17	3.953661	0.7376623
ILMN_1689792	107.9111	25	6.691966	0.2935065
ILMN_3289016	97.5154	29	4.157841	0.5974026
ILMN_1739201	116.0627	20	7.805126	0.1220779
ILMN_1696526	92.90379	25	4.40767	0.7272727
ILMN_1666212	119.1026	20	6.084385	0.08311688
ILMN_1711605	91.73908	22	6.144582	0.7558442
ILMN_1690859	97.49155	24	5.494959	0.5987013
ILMN_1763380	94.55854	17	6.596498	0.6779221
ILMN_1739998	122.2953	16	8.664996	0.05974026
ILMN_1721651	135.5667	20	7.82215	0.01168831
ILMN_1669619	113.0033	19	10.32998	0.1831169
ILMN_1687708	118.06	20	8.354241	0.09740259
ILMN_1806660	114.8363	27	7.063657	0.1441558
ILMN_3244240	150.0476	21	9.105132	0.002597403
ILMN_1774802	96.98904	17	5.918749	0.6168831
ILMN_1799102	122.2399	24	6.256794	0.06103896
ILMN_1673738	3429.107	19	227.2675	0
ILMN_1789334	109.4854	23	6.762399	0.2558441
ILMN_1755353	107.7344	25	8.919557	0.2961039
ILMN_1796756	96.40768	19	4.615819	0.6337662
ILMN_1739864	99.36122	16	7.051909	0.5571429
ILMN_1737519	88.32754	20	6.535065	0.8558441
ILMN_3245712	97.54453	23	6.729846	0.5974026
ILMN_1745617	93.24902	25	3.660548	0.7168831
ILMN_1681332	102.4823	13	3.885403	0.4571429
ILMN_1723465	99.79295	20	5.923574	0.5402597
ILMN_1687170	114.3526	19	7.676576	0.1532468
ILMN_1682067	97.46242	15	9.024351	0.6
ILMN_1659426	105.3726	21	6.155427	0.3688312
ILMN_1735265	96.5645	17	7.096584	0.6298701
ILMN_1805833	127.765	27	9.139221	0.02727273
ILMN_1714458	98.39746	20	4.612568	0.5805195
ILMN_1671132	101.8658	17	8.358346	0.4753247
ILMN_3202022	108.0772	28	7.072295	0.2909091
ILMN_1703642	101.9867	29	5.083489	0.4675325
ILMN_1704856	117.8432	27	7.217215	0.1012987
ILMN_1679433	133.2452	30	9.81278	0.01558442
ILMN_3207738	775.3226	22	52.22956	0
ILMN_1706864	109.6963	24	5.12648	0.2506494
ILMN_1669424	3064.535	23	173.9914	0
ILMN_1707206	108.583	12	8.487576	0.2792208
ILMN_1651760	101.2433	21	4.684928	0.4909091
ILMN_3211323	98.08463	35	4.247612	0.5831169
ILMN_3286204	112.232	34	4.760119	0.1961039
ILMN_3294170	98.22123	18	6.731418	0.5805195
ILMN_3204682	111.6563	23	7.202893	0.2103896
ILMN_1667957	114.2569	20	5.629304	0.1571429
ILMN_1799690	81.28403	22	3.084911	0.9623377
ILMN_1784764	121.8778	23	9.229456	0.06103896
ILMN_1656187	98.58354	18	6.517487	0.5753247
ILMN_1664854	101.0985	17	6.452109	0.4935065
ILMN_1739570	91.96868	16	5.490587	0.7428572
ILMN_1792979	94.59913	16	5.48383	0.6766234
ILMN_1665970	121.3293	15	10.91335	0.06233766
ILMN_1674816	102.0001	20	5.067326	0.4675325
ILMN_1700950	749.2248	26	42.8801	0
ILMN_1748437	106.1393	23	3.447482	0.3467532
ILMN_1805585	113.8192	27	7.766623	0.1636364
ILMN_1789372	102.697	32	4.00648	0.4493507
ILMN_3284521	93.65437	22	5.622853	0.7064935
ILMN_3213750	96.41671	19	3.641611	0.6337662
ILMN_1771049	116.0706	32	4.764039	0.1220779
ILMN_1660504	115.6643	22	9.089937	0.125974
ILMN_1670879	93.32131	20	5.367153	0.7155844
ILMN_3288032	137.4721	25	10.71676	0.009090909
ILMN_1772594	121.0184	20	9.701499	0.06753246
ILMN_3211537	108.0118	26	6.35678	0.2935065
ILMN_1677435	93.46133	27	4.644349	0.7116883
ILMN_1656280	94.12401	27	4.624523	0.6909091
ILMN_1767369	103.8128	20	5.977074	0.4051948
ILMN_1701409	94.38297	18	6.415935	0.6831169
ILMN_1810582	111.4901	22	6.490419	0.2116883
ILMN_1653378	114.5105	36	6.85475	0.1467533
ILMN_1772314	95.26742	22	3.905843	0.6636364
ILMN_1763767	100.7219	15	4.752607	0.5142857
ILMN_1660576	117.9715	27	8.20585	0.0987013
ILMN_1713401	117.1048	29	7.177165	0.1116883
ILMN_1669605	104.6348	17	5.743513	0.3818182
ILMN_1776382	107.6789	26	8.362151	0.2974026
ILMN_1677925	128.0156	32	8.675169	0.02467532
ILMN_1716639	84.44975	15	5.112077	0.9155844
ILMN_3199658	111.7042	21	8.673059	0.2090909
ILMN_3230582	123.2733	21	9.644036	0.05064935
ILMN_1680753	97.72777	27	5.078229	0.5948052
ILMN_1773455	86.96407	22	4.220526	0.8766234
ILMN_1669051	105.8618	20	5.684966	0.3519481
ILMN_3289618	94.77477	29	5.475216	0.6753247
ILMN_1691449	5296.746	23	180.5359	0
ILMN_1714218	110.1622	34	5.423287	0.2454545
ILMN_1675999	114.9025	24	5.775336	0.1415584
ILMN_1714821	100.0753	29	4.418969	0.5298702
ILMN_3275919	101.6078	24	5.267112	0.4805195
ILMN_3199450	95.45622	18	6.293403	0.6545454
ILMN_1813094	106.1305	21	4.05917	0.3467532
ILMN_1759861	98.09797	25	4.935659	0.5831169
ILMN_1793231	108.6196	17	7.232194	0.2792208
ILMN_1729542	118.3353	14	6.695304	0.09350649
ILMN_1685488	99.2879	13	6.817321	0.5571429
ILMN_1765612	117.0666	27	7.287627	0.1116883
ILMN_1696748	113.7048	26	5.216717	0.1649351
ILMN_1685704	107.4296	28	5.373696	0.3025974
ILMN_3291413	390.2364	21	24.83445	0
ILMN_3206064	95.56537	27	4.905545	0.651948
ILMN_1745702	114.9965	17	10.37272	0.138961
ILMN_1814220	106.2543	33	4.677566	0.338961
ILMN_1701765	123.4881	21	11.8995	0.05064935
ILMN_1698294	101.9672	20	6.714266	0.4675325
ILMN_1670757	96.80485	23	5.301035	0.6207792
ILMN_3205162	4409.047	27	191.5401	0
ILMN_3282174	4331.839	23	125.6091	0
ILMN_1731500	89.23355	19	3.824313	0.8207792
ILMN_1759390	113.9494	18	6.534325	0.1623377
ILMN_1793949	97.24681	21	6.279063	0.6025974
ILMN_1749893	105.1433	27	5.763752	0.374026
ILMN_3292376	99.47538	18	7.476204	0.5532467
ILMN_1684547	106.5042	31	6.218026	0.3350649
ILMN_1718140	98.18111	25	6.06824	0.5818182
ILMN_1847415	105.5753	17	5.652461	0.3623376
ILMN_3288466	107.0919	33	4.1934	0.3116883
ILMN_1707686	100.9093	24	6.234241	0.5038961
ILMN_1670031	96.84578	21	5.676307	0.6207792
ILMN_1674870	95.4007	28	6.016402	0.6558442
ILMN_1651672	113.6508	13	10.44239	0.1662338
ILMN_1720353	97.38899	14	8.528777	0.6
ILMN_1751847	111.9315	14	9.740335	0.2051948
ILMN_1815765	103.2331	36	5.868343	0.4311688
ILMN_1694778	137.3599	20	8.947682	0.009090909
ILMN_1661509	110.8128	29	7.275099	0.2311688
ILMN_1677609	104.7201	27	5.34936	0.3805195
ILMN_1795312	123.7815	26	11.90614	0.04935065
ILMN_1667326	123.6683	9	11.31337	0.04935065
ILMN_1734775	98.50242	18	7.174585	0.5779221
ILMN_1694413	112.2542	18	7.307658	0.1961039
ILMN_1703529	111.5073	24	5.097421	0.2116883
ILMN_1777847	92.91696	18	5.7417	0.7272727
ILMN_1663227	123.9558	24	8.190598	0.04805195
ILMN_3290019	774.2192	24	38.14807	0
ILMN_3206531	86.96097	25	3.660612	0.8766234
ILMN_3283043	111.9095	33	6.921315	0.2051948
ILMN_1739681	99.8024	28	4.183764	0.5402597
ILMN_1698552	94.22166	18	5.044887	0.6857143
ILMN_1775243	7096.672	22	308.5475	0
ILMN_1741662	116.622	18	11.41282	0.1142857
ILMN_1676329	88.99821	29	3.436069	0.8285714
ILMN_1743031	125.7807	18	8.855786	0.03246753
ILMN_1796064	112.3286	20	6.949814	0.1961039
ILMN_1706404	94.32465	21	7.312609	0.6844156
ILMN_1698548	113.4838	16	6.715217	0.1688312
ILMN_1718502	95.40485	23	4.410829	0.6558442
ILMN_1755457	92.21657	26	6.409998	0.7428572
ILMN_1730791	137.3411	28	7.49736	0.009090909
ILMN_3199655	96.0649	17	7.031552	0.6402597
ILMN_3276525	93.97986	24	4.620726	0.6935065
ILMN_3210538	8294.713	21	381.7334	0
ILMN_3287033	139.1003	31	7.970653	0.007792208
ILMN_1654915	231.2105	23	10.94267	0
ILMN_3207233	101.6742	24	5.792597	0.4792208
ILMN_3283742	166.2499	30	8.49077	0
ILMN_1778139	104.6307	21	6.362856	0.3831169
ILMN_1687707	117.2819	22	4.856128	0.1116883
ILMN_1699136	104.3065	11	8.624481	0.3948052
ILMN_1668436	110.7597	29	5.205562	0.2311688
ILMN_3234241	96.86172	26	5.537724	0.6207792
ILMN_3240465	105.603	25	5.455898	0.3623376
ILMN_1673598	101.868	25	4.97004	0.4753247
ILMN_1654965	125.6834	21	7.972175	0.03246753
ILMN_3219843	95.13595	20	5.442202	0.6675324
ILMN_3296372	84.74495	18	4.157385	0.912987
ILMN_1705264	110.4585	25	6.55498	0.238961
ILMN_3215743	116.2404	26	8.914824	0.1194805
ILMN_3288755	286.7584	29	11.05535	0
ILMN_1756985	113.9904	24	5.144355	0.1623377
ILMN_1696886	117.6279	14	11.21787	0.1064935
ILMN_1702585	118.0582	14	9.584665	0.09740259
ILMN_1663467	122.518	11	16.40324	0.05584415
ILMN_3287093	6926.349	35	301.1627	0
ILMN_3199755	176.8625	19	10.62975	0
ILMN_1753600	108.1312	25	6.920595	0.2909091
ILMN_1790393	116.0003	21	8.452348	0.1233766
ILMN_1671985	103.9631	25	4.350192	0.4
ILMN_1730319	99.07063	17	8.142243	0.5623376
ILMN_3232557	103.7806	21	7.531635	0.4051948
ILMN_3209358	103.0797	24	6.718976	0.4415585
ILMN_3275033	111.7865	26	5.073413	0.2090909
ILMN_1664437	102.2775	22	6.212501	0.4636364
ILMN_1676836	106.9216	22	8.285425	0.3181818
ILMN_1692545	909.1366	21	59.1647	0
ILMN_3201500	99.01878	36	5.625337	0.5623376
ILMN_1683017	99.84441	18	5.992796	0.5389611
ILMN_1738402	104.1525	19	5.630419	0.4
ILMN_1767147	122.8249	20	10.32131	0.05454545
ILMN_1679437	98.90501	31	4.202478	0.5636364
ILMN_1672332	94.71611	19	3.53864	0.6753247
ILMN_1658964	99.89932	18	8.08293	0.5376623
ILMN_1692164	108.4199	16	4.970846	0.287013
ILMN_1721314	100.45	21	6.269078	0.5220779
ILMN_1674021	105.6046	24	4.794722	0.3623376
ILMN_1652507	110.68	23	7.713108	0.2311688
ILMN_1652737	110.0295	23	6.250568	0.2480519
ILMN_1680354	101.4968	28	6.536505	0.4831169
ILMN_1672562	116.6269	25	9.669731	0.1142857
ILMN_1663559	119.7991	21	10.82128	0.07532468
ILMN_1743606	117.2802	25	6.09807	0.1116883
ILMN_1758680	108.095	20	7.436077	0.2909091
ILMN_1746075	115.5413	20	8.729629	0.1272727
ILMN_1674283	94.84024	24	5.071578	0.674026
ILMN_3276647	114.9346	21	5.115874	0.1415584
ILMN_1701610	98.70244	13	5.462045	0.574026
ILMN_1805329	100.5749	26	6.099271	0.5168831
ILMN_1671433	101.0698	28	5.326264	0.4948052
ILMN_1667582	112.0405	23	8.459546	0.2012987
ILMN_1693225	140.3535	12	9.915863	0.006493506
ILMN_1802906	359.4114	16	32.08754	0
ILMN_1797073	110.9915	19	6.601927	0.225974
ILMN_1813167	90.46246	21	4.330204	0.7974026
ILMN_1662370	109.7184	17	6.100604	0.2506494
ILMN_1784566	111.0764	22	6.500473	0.2220779
ILMN_3279935	368.0014	25	28.22387	0
ILMN_3211302	281.7111	31	23.14396	0
ILMN_1675433	101.5116	18	5.601089	0.4831169
ILMN_1815210	125.945	27	9.042791	0.03246753
ILMN_3245074	143.7397	30	9.500579	0.002597403
ILMN_1749525	98.32034	13	7.21887	0.5805195
ILMN_1807424	114.0687	19	7.469572	0.1597403
ILMN_1714499	120.6148	22	6.477447	0.07012987
ILMN_1759880	100.0348	21	5.766791	0.5311688
ILMN_1680398	96.70203	18	5.970114	0.6233766
ILMN_1655615	99.64151	18	4.871962	0.5415584
ILMN_1671206	93.79545	15	5.703839	0.6961039
ILMN_3219929	98.76479	27	6.421649	0.5714286
ILMN_3234624	104.8354	22	7.339447	0.3805195
ILMN_3282938	99.50356	29	5.964195	0.5506493
ILMN_3206429	434.7138	31	22.91377	0
ILMN_1799168	106.4682	22	5.895521	0.3350649
ILMN_1691701	103.288	24	6.439808	0.4272727
ILMN_3200299	3786.098	16	224.9363	0
ILMN_3277850	113.0083	23	5.635454	0.1831169
ILMN_1662651	107.1134	29	7.052214	0.3103896
ILMN_1755975	87.76685	25	3.183077	0.8636364
ILMN_1775368	93.30334	20	5.169583	0.7155844
ILMN_3216979	238.4266	27	13.81786	0
ILMN_1713896	105.0186	25	5.56139	0.3766234
ILMN_1660166	126.7966	18	9.116278	0.03116883
ILMN_3200217	98.59134	18	5.981073	0.5753247
ILMN_3276697	214.0596	15	23.58318	0
ILMN_1674447	89.11945	23	3.770338	0.8246753
ILMN_3282395	246.7656	22	17.65632	0
ILMN_1668068	109.4689	12	7.910611	0.2571429
ILMN_1656722	99.74792	22	5.805491	0.5415584
ILMN_1658905	86.52515	16	4.462269	0.8805195
ILMN_1704208	113.2495	21	5.860393	0.1753247
ILMN_1701943	86.76015	21	2.810469	0.8779221
ILMN_1710458	107.1302	25	5.098212	0.3103896
ILMN_1668881	113.5181	19	8.677856	0.1662338
ILMN_3294365	106.6401	22	4.098259	0.325974
ILMN_3247256	1993.118	23	83.48885	0
ILMN_1698541	102.0316	19	5.517458	0.4675325
ILMN_1671646	95.2553	15	2.475791	0.6636364
ILMN_1704750	5085.908	23	175.3629	0
ILMN_1703692	828.0184	24	48.23613	0
ILMN_1704374	107.033	23	7.364357	0.3155844
ILMN_1724840	81.92004	21	3.887054	0.9558442
ILMN_1657249	109.2679	18	8.058062	0.2662338
ILMN_1739045	138.6878	19	7.691245	0.007792208
ILMN_1716349	113.0216	18	7.744009	0.1818182
ILMN_3284530	123.6786	20	8.267048	0.04935065
ILMN_3294556	88.48866	14	3.737927	0.8493506
ILMN_3212980	89.19897	18	4.834173	0.8207792
ILMN_1706591	111.9477	27	7.321639	0.2051948
ILMN_3200678	89.16413	23	4.45276	0.8220779
ILMN_1768407	98.33091	16	5.354248	0.5805195
ILMN_1711756	95.71707	16	5.567355	0.648052
ILMN_1774603	100.2291	17	7.305222	0.5246753
ILMN_3211906	2427.835	32	81.84535	0
ILMN_2163025	91.18546	20	4.919187	0.774026
ILMN_1750592	100.6345	16	9.476678	0.5168831
ILMN_1701878	114.8472	22	6.552212	0.1428571
ILMN_1761922	222.3885	20	11.2178	0
ILMN_1685759	102.0261	25	5.324756	0.4675325
ILMN_1782350	145.052	17	10.10303	0.002597403
ILMN_1721992	106.4044	22	5.062582	0.3363636
ILMN_1776250	107.5234	33	6.497837	0.3012987
ILMN_1733175	100.2923	25	5.093987	0.5220779
ILMN_1685696	102.2856	18	5.939067	0.4636364
ILMN_1652666	91.90697	21	4.042644	0.7454545
ILMN_1669652	119.468	16	9.03031	0.07922078
ILMN_1784130	114.8803	21	9.350002	0.1428571
ILMN_3203656	102.3967	26	4.558018	0.4597403
ILMN_1691358	113.3347	23	5.932265	0.1714286
ILMN_1652939	108.4497	16	7.02642	0.2844156
ILMN_1656181	111.927	23	7.110293	0.2051948
ILMN_3286660	115.0986	23	6.925238	0.1363636
ILMN_1709891	129.026	23	8.07483	0.02077922
ILMN_1682565	96.79367	27	5.241786	0.6207792
ILMN_1697557	124.2878	21	9.072869	0.04545455
ILMN_3219631	147.1529	39	7.482954	0.002597403
ILMN_3290800	346.5256	21	17.80215	0
ILMN_1664318	98.55531	24	6.643713	0.5766234
ILMN_1654249	136.4722	18	9.370468	0.01168831
ILMN_3293972	134.3461	22	10.68919	0.01298701
ILMN_1773991	115.6215	16	10.25469	0.125974
ILMN_1669620	101.419	25	5.839186	0.4831169
ILMN_3246292	15758.05	22	1160.552	0
ILMN_1652700	121.05	16	12.54621	0.06623377
ILMN_1684849	104.0096	23	8.227927	0.4
ILMN_1806612	174.8768	18	10.77606	0
ILMN_1803241	104.9337	15	7.455887	0.3766234
ILMN_1774206	136.0641	23	7.983931	0.01168831
ILMN_1774779	111.3928	22	6.795412	0.2142857
ILMN_1808864	102.524	18	7.418302	0.4558442
ILMN_1725947	105.1738	32	5.013207	0.3727273
ILMN_1668868	108.0978	22	6.785805	0.2909091
ILMN_1743592	93.77982	21	4.108313	0.6974026
ILMN_1696068	92.17059	20	5.418376	0.7428572
ILMN_1696705	115.463	29	6.329613	0.1298701
ILMN_1658235	110.577	20	9.812867	0.2324675
ILMN_1684634	105.4872	25	6.643073	0.3636364
ILMN_1734292	135.5022	20	10.22209	0.01168831
ILMN_1753692	116.9921	19	8.367829	0.1116883
ILMN_3294085	101.8168	26	6.575344	0.4753247
ILMN_1724925	100.2769	22	6.861148	0.5220779
ILMN_1743526	100.6386	16	6.79884	0.5168831
ILMN_3207933	490.4473	31	23.88058	0
ILMN_3284447	168.8438	36	7.028873	0
ILMN_1805019	81.46062	24	3.221859	0.9610389
ILMN_1674186	114.5518	21	6.059876	0.1467533
ILMN_3235571	94.50775	32	4.460007	0.6805195
ILMN_1679524	110.7963	27	6.057767	0.2311688
ILMN_1784395	90.62746	29	3.888681	0.7948052
ILMN_1684928	102.639	29	5.880542	0.4532467
ILMN_1782937	97.26157	22	5.483887	0.6025974
ILMN_1719086	99.31893	28	4.555933	0.5571429
ILMN_1667826	103.6533	20	5.301851	0.4116883
ILMN_1812904	119.4498	24	8.600884	0.07922078
ILMN_1690547	94.19855	23	4.326724	0.6883117
ILMN_3235750	117.7479	24	10.29564	0.1038961
ILMN_3275611	102.5599	14	13.03046	0.4545455
ILMN_1670177	92.15515	25	3.807103	0.7428572
ILMN_1784349	119.4829	17	8.767236	0.07922078
ILMN_1723642	90.73454	25	5.245625	0.7909091
ILMN_1732313	130.3037	22	7.72443	0.01948052
ILMN_1785064	109.4016	18	7.587797	0.261039
ILMN_1717794	101.3024	26	4.565259	0.487013
ILMN_1771643	99.90448	32	3.68509	0.5363637
ILMN_1685584	95.21478	33	3.68644	0.6675324
ILMN_1757651	103.9611	15	8.416462	0.4
ILMN_1727977	105.6283	16	5.268809	0.3623376
ILMN_3236093	94.98731	18	6.4989	0.6714286
ILMN_1667962	109.6844	22	6.740785	0.2506494
ILMN_1654073	108.0637	14	6.057885	0.2909091
ILMN_2073409	134.359	18	11.88316	0.01298701
ILMN_1693291	114.2079	17	11.43711	0.1571429
ILMN_3236279	97.91581	24	4.660715	0.5922078
ILMN_1698832	89.38091	18	7.037779	0.8168831
ILMN_1708625	90.5428	18	5.356548	0.7961039
ILMN_1778992	123.7234	26	6.190851	0.04935065
ILMN_1719774	100.9794	28	4.02174	0.4987013
ILMN_1658599	121.6139	21	7.63349	0.06233766
ILMN_1660103	117.5023	20	8.22971	0.1090909
ILMN_1663096	94.0313	25	4.182939	0.6922078
ILMN_1652368	103.2141	18	6.565956	0.4311688
ILMN_1796484	101.1418	19	6.152266	0.4909091
ILMN_1666323	107.3584	20	6.957053	0.3051948
ILMN_1731673	98.45122	27	5.748169	0.5779221
ILMN_1718613	112.2841	19	7.644819	0.1961039
ILMN_3246694	114.1984	31	8.583135	0.1571429
ILMN_1770358	116.8972	17	8.854562	0.1116883
ILMN_1680230	93.53828	30	4.343533	0.7090909
ILMN_1810899	102.4488	17	5.253211	0.4584416
ILMN_1653410	102.2187	23	5.200738	0.4636364
ILMN_1668317	93.48161	21	3.413727	0.7103896
ILMN_3207060	15647.15	27	616.1967	0
ILMN_3283573	8016.322	39	263.2978	0
ILMN_1695421	114.0742	24	9.15904	0.1597403
ILMN_1692499	122.4964	20	8.935869	0.05714286
ILMN_1697287	104.0808	15	8.745194	0.4
ILMN_3289100	1980.651	31	60.85746	0
ILMN_1737434	118.1742	20	7.236904	0.09350649
ILMN_1697578	100.6585	28	5.626238	0.5168831
ILMN_3204768	114.5544	15	12.51283	0.1467533
ILMN_1800055	148.2359	30	11.26641	0.002597403
ILMN_1715709	103.8656	25	6.152464	0.4051948
ILMN_3275590	845.6674	26	49.6925	0
ILMN_1772277	103.966	26	4.981422	0.4
ILMN_3285785	201.5495	36	13.00459	0
ILMN_1676565	116.366	30	8.669417	0.1181818
ILMN_1788991	98.36513	16	4.915417	0.5805195
ILMN_1668297	112.4985	18	11.58369	0.1948052
ILMN_1671249	134.7491	20	12.91223	0.01298701
ILMN_1684318	125.5514	30	8.511077	0.03246753
ILMN_1804491	108.5351	17	7.130766	0.2818182
ILMN_1659627	102.1736	20	4.802955	0.4636364
ILMN_1738780	117.7045	21	10.9417	0.1051948
ILMN_1770473	91.68111	23	2.622911	0.7584416
ILMN_1687572	136.323	30	7.713145	0.01168831
ILMN_1683491	98.14165	25	5.709495	0.5818182
ILMN_1814643	94.68045	16	5.912585	0.6753247
ILMN_3245716	90.57878	21	4.241834	0.7961039
ILMN_1706277	105.0646	14	6.44558	0.374026
ILMN_1766558	114.733	18	12.71605	0.1441558
ILMN_1685672	107.3222	28	6.659697	0.3064935
ILMN_1680890	97.87395	14	5.508945	0.5935065
ILMN_1685774	1924.617	15	97.59157	0
ILMN_3245834	95.8838	25	5.571402	0.6467533
ILMN_1669138	84.60397	14	3.943813	0.9142857
ILMN_1813381	105.4962	14	8.669171	0.3636364
ILMN_1758183	100.6161	24	8.862709	0.5168831
ILMN_1738554	205.7038	18	11.68434	0
ILMN_1724881	116.1183	19	7.123378	0.1220779
ILMN_1665208	99.28359	20	4.166083	0.5571429
ILMN_1755986	122.3438	24	9.870573	0.05844156
ILMN_1658911	544.7592	19	24.38819	0
ILMN_1795718	112.2025	18	6.986536	0.1961039
ILMN_1729408	105.7361	24	7.312632	0.3571429
ILMN_1652660	112.0456	24	4.430912	0.2012987
ILMN_1807262	130.9897	24	10.6247	0.01948052
ILMN_1794020	96.71395	17	4.840909	0.6220779
ILMN_1652230	20669.55	23	1090.62	0
ILMN_1737849	156.1258	12	17.5211	0
ILMN_1762185	99.96185	24	6.032187	0.5350649
ILMN_1716827	122.3658	19	7.625898	0.05844156
ILMN_1706411	104.2373	15	6.978176	0.3987013
ILMN_1758343	102.1362	24	6.372749	0.4636364
ILMN_1706000	98.1871	20	4.118146	0.5818182
ILMN_1655871	131.6634	17	17.13584	0.01818182
ILMN_1686702	109.2257	38	5.534942	0.2675325
ILMN_1784554	221.4838	28	15.74789	0
ILMN_1806888	109.0417	27	6.763319	0.274026
ILMN_1669304	101.1207	21	8.648873	0.4922078
ILMN_1799560	95.69969	21	6.235632	0.6493506
ILMN_1718739	98.67761	14	5.306149	0.574026
ILMN_1678296	118.2314	24	10.64971	0.09350649
ILMN_1713818	106.9753	20	6.833084	0.3168831
ILMN_1692996	111.5099	18	7.203146	0.2116883
ILMN_1717123	113.7574	23	6.0708	0.1649351
ILMN_1772998	335.0115	6	31.76738	0
ILMN_1662766	111.8619	20	6.484401	0.2051948
ILMN_1761950	105.3127	18	5.79447	0.3688312
ILMN_1775323	117.0496	18	6.582061	0.1116883
ILMN_1681930	104.8719	17	7.595308	0.3779221
ILMN_1668709	93.62372	18	5.868626	0.7064935
ILMN_1670297	104.369	18	5.300768	0.3922078
