ID_REF	VALUE	5455178010_A.Avg_NBEADS	5455178010_A.BEAD_STDERR	5455178010_A.Detection Pval
ILMN_2411116	122.9183	27	5.15677	0.06623377
ILMN_1657436	448.4304	15	31.12569	0
ILMN_1682270	89.06226	24	5.238863	0.8337662
ILMN_1651966	128.9776	19	9.773845	0.03116883
ILMN_1723123	92.13184	31	4.51819	0.761039
ILMN_2410713	83.79387	20	4.27808	0.9324675
ILMN_2241412	89.82298	16	6.167993	0.812987
ILMN_1730355	83.47301	10	5.847817	0.9363636
ILMN_1795865	138.1028	25	6.845208	0.007792208
ILMN_2348367	121.5555	26	7.778984	0.07142857
ILMN_1703188	100.5895	25	6.888585	0.512987
ILMN_2315044	87.36809	36	4.236396	0.8714285
ILMN_1737683	89.13816	30	3.574605	0.8311688
ILMN_3271630	96.27919	21	5.790447	0.6402597
ILMN_3182171	111.2184	25	4.68755	0.2194805
ILMN_1672872	100.5988	26	5.889879	0.512987
ILMN_2366192	99.49432	18	7.571423	0.5402597
ILMN_2326197	103.5023	19	5.961852	0.4168831
ILMN_1731222	99.89336	18	6.649526	0.5311688
ILMN_1803597	178.0244	31	10.72156	0
ILMN_1682828	112.5536	27	7.589929	0.1857143
ILMN_1693009	153.0401	35	4.871947	0.001298701
ILMN_1795158	280.7804	21	22.50564	0
ILMN_2272519	122.7571	20	8.484758	0.06753246
ILMN_2368318	398.763	27	14.52106	0
ILMN_1719392	568.9705	17	41.78587	0
ILMN_3236432	97.62331	27	4.11302	0.5961039
ILMN_1699206	86.61771	16	4.964444	0.8883117
ILMN_1766123	114.7119	21	7.660422	0.1415584
ILMN_1805842	178.5074	23	8.812376	0
ILMN_2355831	122.6822	15	10.06275	0.06753246
ILMN_1668411	102.4137	19	5.382143	0.4571429
ILMN_2265783	101.3161	22	6.681258	0.487013
ILMN_1678643	86.06961	27	3.926069	0.8974026
ILMN_1703558	419.5593	15	23.66452	0
ILMN_1669023	89.8384	19	5.456378	0.812987
ILMN_1651776	419.9375	24	24.90751	0
ILMN_1761322	83.37315	23	4.245402	0.938961
ILMN_1727135	139.1562	12	17.72507	0.006493506
ILMN_1716247	101.228	23	5.633859	0.4896104
ILMN_1657797	402.1276	31	14.89898	0
ILMN_2411139	134.6149	27	8.423878	0.01428571
ILMN_1778064	264.5964	21	13.42914	0
ILMN_1800889	384.1445	20	19.74139	0
ILMN_1707612	117.4105	19	7.096357	0.1064935
ILMN_1801927	90.34787	26	4.764199	0.8
ILMN_1676307	88.53592	21	4.641284	0.848052
ILMN_1778152	118.5121	25	3.842959	0.09740259
ILMN_2389114	99.41155	30	3.34394	0.5415584
ILMN_3249343	121.3166	21	9.771983	0.07272727
ILMN_1657039	100.9947	22	4.841201	0.5012987
ILMN_1738578	90.74645	17	7.068065	0.7922078
ILMN_1730906	103.8597	33	4.290992	0.4064935
ILMN_2391150	126.008	29	6.394571	0.04155844
ILMN_1784407	93.00542	23	4.206245	0.7246753
ILMN_2190942	96.38531	22	6.170166	0.6376624
ILMN_1768743	401.2119	23	25.06428	0
ILMN_1662880	100.424	21	6.5083	0.5181818
ILMN_1658351	215.7906	20	12.0928	0
ILMN_1764557	119.663	12	6.447505	0.08571429
ILMN_2338593	85.28211	18	4.850707	0.9103896
ILMN_1781803	198.4292	15	18.38202	0
ILMN_1746465	113.2529	16	5.502946	0.1662338
ILMN_1659905	95.27835	18	8.152016	0.6675324
ILMN_1787345	256.9555	24	10.53015	0
ILMN_2150294	2039.639	13	133.0847	0
ILMN_1665243	186.5426	24	12.63516	0
ILMN_1804863	144.0861	20	7.805341	0.002597403
ILMN_1702237	328.3575	27	9.511895	0
ILMN_1683969	432.1944	27	25.2841	0
ILMN_2333367	402.9599	31	17.84905	0
ILMN_1683658	498.4257	13	55.55414	0
ILMN_2303955	106.6736	7	17.84412	0.3363636
ILMN_3239766	133.2238	21	8.545972	0.01428571
ILMN_1674337	496.6863	19	34.91328	0
ILMN_1678080	109.9098	13	8.132664	0.2506494
ILMN_1807563	96.01588	25	4.477246	0.6454545
ILMN_1654691	163.4697	22	13.06446	0
ILMN_2104784	794.0728	32	38.5631	0
ILMN_1782045	527.1959	30	16.2785	0
ILMN_1778444	974.762	18	65.73083	0
ILMN_1815444	94.02271	20	5.876406	0.7025974
ILMN_1717737	76.60547	21	3.579549	0.9909091
ILMN_1685084	105.3792	38	3.942231	0.3727273
ILMN_1733947	109.166	19	8.375982	0.2727273
ILMN_1666121	92.26087	20	4.693422	0.7519481
ILMN_2145143	93.94094	19	6.271421	0.7051948
ILMN_2089977	113.2767	27	7.761646	0.1649351
ILMN_1781585	102.6804	28	5.456213	0.4428571
ILMN_1791052	113.7424	22	5.963113	0.1584416
ILMN_2368617	146.2473	19	11.29925	0.001298701
ILMN_1753597	122.9734	17	10.72796	0.06623377
ILMN_1720928	94.39994	13	6.269481	0.6883117
ILMN_3238555	111.3968	24	6.502399	0.2142857
ILMN_2112673	116.4534	20	8.399047	0.1142857
ILMN_1814998	2846.035	26	198.0984	0
ILMN_2157932	79.5394	25	3.373927	0.9753247
ILMN_1776822	90.98119	22	5.226945	0.7857143
ILMN_1709722	98.54854	21	4.329758	0.574026
ILMN_2357386	14732.18	24	882.7504	0
ILMN_1784156	90.16864	26	3.994173	0.8064935
ILMN_1730325	112.4428	30	5.052238	0.1896104
ILMN_1663667	509.2503	30	17.0833	0
ILMN_1670008	110.3531	20	6.081458	0.2376623
ILMN_1683390	105.2886	11	9.432235	0.374026
ILMN_1814952	118.2102	24	6.37377	0.0987013
ILMN_1655525	130.4905	18	10.93065	0.02857143
ILMN_2134130	90.30985	20	5.10336	0.8012987
ILMN_1743715	108.1504	18	7.10483	0.2961039
ILMN_2233229	80.28363	32	2.631496	0.9675325
ILMN_1665738	154.9588	15	8.291382	0
ILMN_1737170	280.2191	21	22.83471	0
ILMN_1652881	101.9648	29	5.497568	0.4675325
ILMN_1660982	114.1712	21	6.316444	0.1532468
ILMN_1756621	102.6797	16	6.744693	0.4428571
ILMN_1729323	100.354	23	6.727946	0.5194805
ILMN_1745217	401.1039	24	24.15775	0
ILMN_3182000	110.5863	17	9.728454	0.2272727
ILMN_3259594	93.12574	32	4.399238	0.7233766
ILMN_1785277	105.0636	21	6.402061	0.3766234
ILMN_2186877	290.6505	27	15.76178	0
ILMN_1712211	123.5761	26	6.612292	0.06363636
ILMN_2098297	89.06774	30	4.221052	0.8337662
ILMN_1800911	112.1694	24	6.054585	0.1948052
ILMN_1705743	146.5006	14	14.07919	0.001298701
ILMN_1703430	450.9296	10	33.86074	0
ILMN_3273209	84.15096	22	3.741277	0.925974
ILMN_3232161	101.3843	31	4.912449	0.4844156
ILMN_3185453	98.86176	26	5.290358	0.561039
ILMN_3233739	108.9317	25	7.636764	0.2818182
ILMN_3232289	98.80744	30	4.781903	0.561039
ILMN_1794490	84.60629	15	3.227815	0.9168831
ILMN_1793012	95.1865	15	6.073918	0.6688312
ILMN_2173294	119.7104	21	8.960172	0.08571429
ILMN_1737604	104.2483	24	3.843822	0.4
ILMN_1694269	164.3122	18	10.63702	0
ILMN_1689831	84.21062	14	5.26097	0.9233766
ILMN_1695562	119.4272	28	6.809155	0.08831169
ILMN_1679003	125.3646	25	5.099658	0.04545455
ILMN_1798947	79.61095	17	2.444219	0.9727273
ILMN_3187206	104.6016	34	2.93293	0.3909091
ILMN_1775444	144.6156	18	10.42045	0.002597403
ILMN_1726952	107.301	16	9.674306	0.3168831
ILMN_1775664	104.761	25	4.910814	0.387013
ILMN_1697115	100.0388	31	5.136503	0.5285714
ILMN_1680494	114.5561	19	10.06973	0.1441558
ILMN_2072622	94.09016	20	5.731851	0.6987013
ILMN_1718061	118.1892	22	4.550478	0.0987013
ILMN_2347748	134.144	36	5.974533	0.01428571
ILMN_3270588	91.6793	17	4.822761	0.7636364
ILMN_1678674	120.3099	28	7.455055	0.07792208
ILMN_1664124	117.5578	26	8.165817	0.1051948
ILMN_2120072	90.48372	19	5.019871	0.7974026
ILMN_2162135	88.10072	22	2.095583	0.8532467
ILMN_1748290	92.06613	17	6.511148	0.761039
ILMN_1814967	106.9478	24	4.93637	0.3220779
ILMN_3185552	91.97081	20	4.605417	0.761039
ILMN_3262015	111.7441	28	4.885244	0.2077922
ILMN_3307196	118.3256	31	5.979215	0.09740259
ILMN_1811608	119.693	16	7.868615	0.08571429
ILMN_1763745	122.4344	21	10.36644	0.06753246
ILMN_1743483	105.3285	27	5.136934	0.3727273
ILMN_1697491	198.747	19	9.939915	0
ILMN_1699275	101.4382	29	4.979936	0.4818182
ILMN_1664701	89.23842	24	5.507961	0.8285714
ILMN_3307201	102.3883	28	5.409554	0.4584416
ILMN_2114894	77.88612	28	3.115976	0.9831169
ILMN_3264472	94.49853	29	6.043921	0.687013
ILMN_1709725	117.5921	24	6.128363	0.1038961
ILMN_1745554	109.9733	25	6.282403	0.2506494
ILMN_1762506	121.3952	22	7.237684	0.07272727
ILMN_2120507	116.3594	20	6.813891	0.1168831
ILMN_1797406	106.5492	15	11.60864	0.3415585
ILMN_1765773	109.2192	23	7.115884	0.2727273
ILMN_2053377	94.11184	25	3.718752	0.6987013
ILMN_3236816	104.8963	34	5.352451	0.3805195
ILMN_2184575	130.2532	24	5.985031	0.02987013
ILMN_1754114	132.7232	24	10.70852	0.01558442
ILMN_1814622	128.1727	22	6.707014	0.03376623
ILMN_2179915	118.5739	15	11.56322	0.09740259
ILMN_1719386	117.031	26	7.887006	0.1090909
ILMN_1716907	194.0608	17	14.2228	0
ILMN_1689046	262.3015	28	14.74142	0
ILMN_1658427	100.6954	24	4.991677	0.5077922
ILMN_1757978	88.68623	27	4.361224	0.8441558
ILMN_1656615	110.8576	28	5.583159	0.2233766
ILMN_1775188	110.5468	22	7.846526	0.2272727
ILMN_1666753	98.33257	26	5.139492	0.5779221
ILMN_1737402	99.9813	24	5.396035	0.5298702
ILMN_1727226	114.0102	23	7.235991	0.1532468
ILMN_1811181	121.6742	22	9.954135	0.07142857
ILMN_1771144	116.0729	29	6.523973	0.1194805
ILMN_1723210	107.749	15	7.97322	0.3064935
ILMN_1702757	97.38429	21	7.586432	0.6025974
ILMN_1778144	297.6592	27	13.29575	0
ILMN_3180895	97.69435	22	4.09863	0.5948052
ILMN_3257361	118.6596	15	11.32137	0.09740259
ILMN_1667087	105.269	16	6.555294	0.374026
ILMN_1805147	106.0982	15	4.252424	0.3571429
ILMN_1706558	169.2723	17	14.15341	0
ILMN_1778318	123.989	19	7.924229	0.05974026
ILMN_1790197	108.1157	23	6.576581	0.2961039
ILMN_1692464	290.5191	18	18.24313	0
ILMN_1779702	111.0823	21	5.611293	0.2220779
ILMN_1763663	214.8576	19	14.34808	0
ILMN_1668752	111.8523	12	16.38074	0.2051948
ILMN_1711928	117.2663	29	6.731413	0.1077922
ILMN_1652701	94.79835	20	4.41487	0.6792208
ILMN_2180885	82.80352	22	4.293639	0.9493507
ILMN_1770102	100.1281	25	3.596171	0.5233766
ILMN_1655196	124.2831	14	11.34772	0.05194805
ILMN_1672800	104.8892	21	5.418326	0.3805195
ILMN_1778510	97.05576	17	6.110596	0.6168831
ILMN_1815366	114.3638	23	5.715256	0.1493506
ILMN_1677038	239.7542	26	9.232468	0
ILMN_1765636	101.7507	25	6.024724	0.474026
ILMN_2387471	102.1787	35	4.915932	0.4597403
ILMN_1665289	137.3818	23	7.436046	0.007792208
ILMN_1672982	101.464	20	7.776438	0.4805195
ILMN_1728115	122.5525	15	5.850659	0.06753246
ILMN_1685465	113.3404	14	10.61779	0.1636364
ILMN_1705207	87.85254	20	3.842408	0.8571429
ILMN_1700098	139.2869	15	6.547741	0.006493506
ILMN_1656149	158.8704	17	17.95047	0
ILMN_3247023	102.5095	15	4.338358	0.4493507
ILMN_1702866	206.712	22	12.03855	0
ILMN_1707286	116.2726	22	7.793547	0.1181818
ILMN_3183048	105.6187	11	10.35198	0.3675325
ILMN_3259509	113.0979	12	4.563226	0.174026
ILMN_2150802	264.5161	26	11.37731	0
ILMN_1696243	103.2236	13	9.950714	0.425974
ILMN_1670317	108.362	14	10.25428	0.2935065
ILMN_1806305	124.6376	20	11.6302	0.04935065
ILMN_1684155	244.6596	18	19.19373	0
ILMN_1706699	86.0981	17	7.977366	0.8974026
ILMN_1716546	101.2059	22	4.660069	0.4909091
ILMN_1809817	86.54427	28	3.74232	0.8896104
ILMN_3274036	105.7348	26	6.672457	0.3662338
ILMN_2144162	196.1785	26	7.686014	0
ILMN_1711060	108.6137	19	9.351441	0.2857143
ILMN_1751587	108.1366	16	10.09028	0.2961039
ILMN_1791658	112.232	25	6.52605	0.1935065
ILMN_1804175	105.5655	16	9.199606	0.3688312
ILMN_1656250	102.1301	18	4.422346	0.4623377
ILMN_1661004	87.45837	24	5.586265	0.8701299
ILMN_3260180	976.8447	31	52.14915	0
ILMN_1655498	109.0122	28	6.91421	0.2766234
ILMN_1789807	131.6047	23	9.496232	0.02337662
ILMN_1710829	105.4035	24	5.270507	0.3727273
ILMN_1700068	117.0102	22	9.135076	0.1090909
ILMN_1665260	98.01776	24	8.383205	0.5883117
ILMN_1716729	115.3003	26	7.007609	0.1376623
ILMN_3307180	93.32473	30	5.701347	0.7194805
ILMN_1732860	113.4422	26	6.255294	0.1623377
ILMN_3270637	86.7374	16	4.80212	0.8857143
ILMN_1797409	116.7762	20	8.491123	0.1116883
ILMN_1720004	118.8698	30	4.246783	0.0961039
ILMN_1815114	112.9524	22	5.586206	0.1779221
ILMN_1726048	87.34866	12	6.125821	0.8714285
ILMN_1760430	122.9781	12	11.0185	0.06623377
ILMN_1705466	93.8687	22	5.611965	0.7064935
ILMN_1724966	125.0857	22	7.439674	0.04545455
ILMN_1726041	140.2384	23	5.03622	0.005194805
ILMN_1686712	112.814	31	6.078264	0.1805195
ILMN_1745684	100.9026	16	6.666571	0.5025974
ILMN_3184067	94.77477	24	6.336105	0.6792208
ILMN_3263341	97.48551	33	4.640745	0.6
ILMN_1745695	116.4891	21	7.19292	0.1142857
ILMN_3268232	114.1332	23	6.351683	0.1532468
ILMN_3191764	104.065	25	5.753006	0.4051948
ILMN_1711772	124.8949	21	10.79595	0.04805195
ILMN_1788833	122.0263	23	8.492823	0.07012987
ILMN_1668152	110.7043	22	7.806118	0.2246753
ILMN_1799872	83.18829	28	4.046987	0.9454545
ILMN_1673270	136.9236	14	10.13542	0.01298701
ILMN_1719209	91.43825	21	3.776489	0.7727273
ILMN_3189585	545.3205	29	26.1909	0
ILMN_3266054	137.3411	14	10.50634	0.007792208
ILMN_1654108	94.83505	21	5.804251	0.6766234
ILMN_1787100	88.40192	17	4.191689	0.848052
ILMN_2113728	115.0922	20	7.980249	0.1402597
ILMN_1812549	103.1956	16	7.65204	0.4272727
ILMN_1655136	114.5767	24	9.562109	0.1441558
ILMN_1743256	135.1184	14	15.00158	0.01428571
ILMN_1791162	110.4485	27	6.886112	0.2324675
ILMN_1723834	133.0062	24	8.181641	0.01558442
ILMN_3191756	98.76249	32	4.888297	0.5636364
ILMN_3268228	108.8244	15	6.363534	0.2831169
ILMN_1756918	118.4411	32	7.443385	0.09740259
ILMN_1671331	113.0053	21	8.520655	0.1779221
ILMN_1780637	97.10423	23	5.082338	0.6142857
ILMN_1768646	102.5244	23	6.188093	0.4493507
ILMN_1794510	94.43443	9	4.023571	0.687013
ILMN_1657603	104.5844	20	6.713455	0.3909091
ILMN_1722609	123.8855	34	7.941106	0.05974026
ILMN_1751897	88.41542	9	4.476659	0.848052
ILMN_3266833	95.68768	25	4.533935	0.6571429
ILMN_1660007	131.9625	24	8.17332	0.02077922
ILMN_1792191	97.78176	16	6.290861	0.5922078
ILMN_1736479	104.0513	30	5.59894	0.4051948
ILMN_2109536	94.58601	21	4.07698	0.6844156
ILMN_1766316	111.4292	22	5.154591	0.2142857
ILMN_1728889	92.04879	22	5.288034	0.761039
ILMN_2135456	125.5126	25	9.160275	0.04415584
ILMN_1652243	94.09938	18	5.974462	0.6987013
ILMN_3191647	111.0184	28	6.87577	0.2233766
ILMN_1776826	109.7401	19	5.728898	0.2558441
ILMN_1716991	110.659	23	6.197806	0.2246753
ILMN_1762018	101.2515	17	7.812967	0.4883117
ILMN_1784879	129.5724	19	12.17286	0.03116883
ILMN_1664563	107.8838	24	5.838549	0.3025974
ILMN_1692874	121.2981	24	9.882198	0.07272727
ILMN_1755635	108.921	18	6.375297	0.2818182
ILMN_1838357	128.9133	36	5.560365	0.03116883
ILMN_1717029	111.9293	29	5.291066	0.2038961
ILMN_3242977	99.00957	19	5.027287	0.5519481
ILMN_1746472	95.98595	20	6.079206	0.648052
ILMN_1773383	100.8845	19	4.296146	0.5038961
ILMN_1671366	90.42692	23	3.745819	0.7974026
ILMN_1674795	126.7342	19	6.977649	0.04025974
ILMN_1737878	156.6114	28	7.593699	0
ILMN_1798911	103.9399	22	6.65716	0.4064935
ILMN_1675437	97.58403	32	3.198584	0.5974026
ILMN_3307149	118.3211	20	9.878892	0.09740259
ILMN_1676435	149.0399	18	15.11689	0.001298701
ILMN_1691212	94.92307	17	6.469603	0.6727273
ILMN_1653615	108.3815	21	6.247654	0.2922078
ILMN_3243324	101.7117	36	4.347167	0.474026
ILMN_1678705	100.3498	23	6.269096	0.5194805
ILMN_1763891	119.9233	26	6.923871	0.08181818
ILMN_1806862	109.189	22	6.463308	0.2727273
ILMN_3187458	97.1337	23	5.578491	0.612987
ILMN_3258523	93.96379	20	4.713193	0.7051948
ILMN_3269655	3781.002	23	219.4799	0
ILMN_1800246	86.5581	24	4.560319	0.8883117
ILMN_1668671	93.01343	27	3.804758	0.7246753
ILMN_1738738	96.66097	23	5.438112	0.6298701
ILMN_1778408	126.0119	23	9.140219	0.04155844
ILMN_1726856	122.9819	23	11.23104	0.06623377
ILMN_1788008	96.67536	24	4.67273	0.6298701
ILMN_1730351	251.5947	28	14.32951	0
ILMN_1685640	108.1396	24	7.19811	0.2961039
ILMN_2163187	104.5407	28	5.949064	0.3909091
ILMN_3307940	131.3987	25	10.05305	0.02467532
ILMN_1757380	93.51516	18	6.601679	0.7155844
ILMN_1777040	105.6671	15	6.778462	0.3662338
ILMN_1768434	89.08906	20	4.0193	0.8311688
ILMN_1781225	114.0886	20	5.898183	0.1532468
ILMN_1805011	102.8189	27	5.294518	0.4428571
ILMN_1673642	117.4451	26	7.507711	0.1064935
ILMN_2085339	108.5296	26	6.333359	0.2883117
ILMN_1768919	103.2856	23	5.267739	0.4246753
ILMN_1697634	86.79353	25	3.560946	0.8844156
ILMN_1691966	107.8885	20	7.765249	0.3025974
ILMN_1675792	91.07193	15	4.857968	0.7857143
ILMN_1696029	106.3164	21	8.012728	0.3480519
ILMN_1691194	102.6839	19	6.576484	0.4428571
ILMN_1672818	99.22958	20	6.052467	0.548052
ILMN_3249820	101.5156	21	5.560302	0.4779221
ILMN_1718770	114.5078	25	7.383977	0.1441558
ILMN_1668736	109.9943	25	7.047499	0.2493507
ILMN_3181480	1920.723	22	136.4002	0
ILMN_3257941	93.41092	22	5.325311	0.7181818
ILMN_1735905	103.1295	32	4.917307	0.4311688
ILMN_1696193	124.8599	16	9.295462	0.04805195
ILMN_1659333	99.42861	18	4.425773	0.5402597
ILMN_1690843	104.2108	18	9.046286	0.4012987
ILMN_2162496	93.31172	16	5.830712	0.7194805
ILMN_1708686	112.1577	21	6.625803	0.1948052
ILMN_1910334	98.07996	20	6.980244	0.5831169
ILMN_1722825	109.3819	32	6.309774	0.2701299
ILMN_3241684	94.05533	19	6.340737	0.7
ILMN_1651259	120.1448	23	7.570445	0.07922078
ILMN_1717265	112.5959	21	6.671836	0.1857143
ILMN_1727099	89.9134	26	3.589116	0.8116883
ILMN_1809167	123.3875	19	11.05464	0.06363636
ILMN_1723320	127.3655	27	8.932817	0.03766234
ILMN_1771618	147.0771	25	8.298136	0.001298701
ILMN_1769571	110.0855	16	8.216828	0.2454545
ILMN_3237826	106.1701	23	6.039693	0.3545454
ILMN_1674116	102.5044	20	6.41323	0.4493507
ILMN_1654458	93.39471	22	5.036719	0.7181818
ILMN_3269324	101.5148	24	3.180922	0.4779221
ILMN_1786064	104.3284	22	4.686398	0.3974026
ILMN_3184599	123.8212	25	9.432356	0.05974026
ILMN_3232128	119.7213	13	14.47259	0.08571429
ILMN_2122153	110.6534	23	5.777821	0.225974
ILMN_1656266	114.0288	26	8.022532	0.1532468
ILMN_1739404	110.2986	16	12.92094	0.238961
ILMN_1670886	107.427	22	7.759525	0.312987
ILMN_2189859	351.1842	30	13.62191	0
ILMN_3263520	125.4443	23	10.50546	0.04415584
ILMN_1771320	411.0257	23	16.38591	0
ILMN_3306959	137.7313	18	12.57907	0.007792208
ILMN_1782381	77.14907	27	3.983713	0.9883117
ILMN_1772626	123.6683	24	8.31505	0.06233766
ILMN_1700307	116.0559	29	7.450948	0.1194805
ILMN_1668657	111.028	23	4.775028	0.2220779
ILMN_2378404	95.58981	15	5.784254	0.6597403
ILMN_1692595	116.5255	21	7.430697	0.1142857
ILMN_1694168	131.8365	18	12.57649	0.02207792
ILMN_1769704	93.76165	19	4.452365	0.7103896
ILMN_1803559	106.6665	13	9.092133	0.3363636
ILMN_1662744	143.4898	20	10.72077	0.002597403
ILMN_1790412	126.2379	24	9.103502	0.04155844
ILMN_1666633	123.4522	32	5.863675	0.06363636
ILMN_1771696	104.9947	22	5.865407	0.3766234
ILMN_1772185	95.70413	15	4.04982	0.6571429
ILMN_1731832	114.9946	27	6.758726	0.1415584
ILMN_1653369	110.6429	33	7.506036	0.225974
ILMN_1750288	95.63073	21	4.782548	0.6584415
ILMN_1750051	127.6795	15	10.72109	0.03636364
ILMN_3231471	99.36013	24	5.478605	0.5454546
ILMN_3230623	103.191	24	8.609969	0.4285714
ILMN_2162454	101.8542	17	7.513942	0.4714286
ILMN_1701624	108.7391	23	6.750133	0.2844156
ILMN_1740620	113.6202	35	4.14421	0.1623377
ILMN_1687850	105.132	13	11.04531	0.3766234
ILMN_1713650	118.2188	20	8.601035	0.0987013
ILMN_1803357	107.1423	26	5.43909	0.3207792
ILMN_1800914	116.5684	21	9.370126	0.1142857
ILMN_2194980	90.12708	26	5.579	0.8077922
ILMN_1664364	93.84672	30	4.04844	0.7064935
ILMN_1707318	102.4784	27	6.73801	0.451948
ILMN_2284930	107.3396	14	7.443947	0.3142857
ILMN_1670805	85.30354	19	4.079695	0.9090909
ILMN_1709738	108.8612	21	7.737437	0.2818182
ILMN_1787540	94.24561	31	4.466038	0.6948052
ILMN_1713676	111.3328	16	10.68854	0.2155844
ILMN_1746695	123.9797	21	5.508678	0.05974026
ILMN_1736217	110.4497	23	6.19323	0.2324675
ILMN_3249524	93.66994	39	3.642044	0.7142857
ILMN_3307134	105.2976	33	6.176186	0.374026
ILMN_1764029	87.62515	18	4.404308	0.8662338
ILMN_1689807	116.6927	25	7.765693	0.1116883
ILMN_2129102	99.90224	13	6.761238	0.5311688
ILMN_1690532	134.2113	8	6.681156	0.01428571
ILMN_2041222	125.1844	23	7.236506	0.04545455
ILMN_1722537	102.6044	21	6.490412	0.4467532
ILMN_3268731	95.60966	16	4.705798	0.6597403
ILMN_3258024	102.6403	21	6.444273	0.4467532
ILMN_3181565	110.0988	28	6.459754	0.2454545
ILMN_1809892	114.7392	17	12.25036	0.1415584
ILMN_1740818	96.16682	20	5.417568	0.6428571
ILMN_1778202	933.4027	20	70.54241	0
ILMN_1745860	128.3792	20	6.135658	0.03116883
ILMN_1709006	91.89963	21	5.55707	0.7623377
ILMN_3262321	114.222	24	7.446867	0.151948
ILMN_1722632	96.74288	15	5.304676	0.6272727
ILMN_1694458	130.6328	17	14.47263	0.02727273
ILMN_1813427	92.24673	18	5.471909	0.7519481
ILMN_1701286	95.85347	29	5.506294	0.6532468
ILMN_1655489	94.86489	16	3.680652	0.6753247
ILMN_1759649	129.1183	23	11.43232	0.03116883
ILMN_1783743	117.1645	17	9.689054	0.1090909
ILMN_1794611	96.30086	24	6.289814	0.638961
ILMN_3253126	142.1941	22	7.185835	0.003896104
ILMN_3243223	84.04274	23	3.05577	0.9285714
ILMN_1795300	132.0959	22	8.657185	0.01948052
ILMN_1702812	92.70834	23	4.77645	0.7363636
ILMN_3307069	96.5885	22	8.138719	0.6324675
ILMN_1652178	114.3255	22	9.570582	0.1506494
ILMN_1713983	113.1355	20	6.875987	0.1727273
ILMN_1663052	122.3909	18	5.859117	0.06883117
ILMN_2150049	108.9666	22	8.176651	0.2779221
ILMN_1749266	95.19147	14	6.225605	0.6688312
ILMN_3244650	106.2649	20	6.700378	0.3506494
ILMN_1789531	83.71976	24	5.290131	0.9324675
ILMN_2167961	94.186	22	6.245683	0.6987013
ILMN_1747084	95.19981	23	6.423296	0.6688312
ILMN_1748952	97.16171	24	5.70517	0.6103896
ILMN_1703579	125.5899	27	6.999939	0.04415584
ILMN_2140455	124.7933	25	6.806599	0.04805195
ILMN_1697691	101.8746	25	6.418227	0.4714286
ILMN_3307113	110.9524	19	8.549467	0.2233766
ILMN_1727065	111.6495	38	5.483783	0.212987
ILMN_1674060	109.3315	26	6.192935	0.2727273
ILMN_1705921	102.2737	31	5.513074	0.4584416
ILMN_1676077	93.96799	17	5.701638	0.7051948
ILMN_3272299	111.598	28	6.694446	0.212987
ILMN_3238221	251.1504	25	18.03312	0
ILMN_1770269	90.91249	19	5.324472	0.7883117
ILMN_1657378	94.51765	19	4.625824	0.6857143
ILMN_1732000	105.603	8	6.911813	0.3675325
ILMN_2067334	91.17566	24	5.271278	0.7818182
ILMN_1732143	203.3576	27	11.87295	0
ILMN_1674044	91.01804	13	7.285003	0.7857143
ILMN_1783840	87.3526	29	3.641738	0.8714285
ILMN_3192548	99.70557	30	5.790261	0.5350649
ILMN_2123450	113.0243	18	6.141226	0.1766234
ILMN_1696554	98.75124	16	7.773281	0.5636364
ILMN_1769540	99.18634	20	6.310588	0.5493507
ILMN_3241505	99.45525	20	7.020503	0.5402597
ILMN_1794233	125.1951	29	6.732588	0.04545455
ILMN_3235148	4025.064	21	155.415	0
ILMN_1717726	92.83204	32	5.441531	0.7311688
ILMN_2123683	88.0914	20	4.175208	0.8532467
ILMN_2177823	118.7323	24	9.494927	0.09740259
ILMN_1676321	98.30077	20	5.995811	0.5779221
ILMN_3269339	88.3998	22	4.806268	0.848052
ILMN_3186578	102.156	19	6.760128	0.4610389
ILMN_1659980	109.4157	20	7.031987	0.2701299
ILMN_1698060	111.3468	20	6.675497	0.2142857
ILMN_1663010	114.8836	27	6.799278	0.1415584
ILMN_1662091	96.43687	25	5.579972	0.6363636
ILMN_1729824	104.75	21	6.128801	0.387013
ILMN_1746292	102.6871	33	4.68916	0.4428571
ILMN_1731556	108.8353	28	6.329893	0.2831169
ILMN_1656779	95.63452	21	5.202141	0.6584415
ILMN_1718657	122.677	20	7.617981	0.06753246
ILMN_1688020	121.2093	18	12.71197	0.07272727
ILMN_1741157	84.73315	20	3.15911	0.9155844
ILMN_1702613	97.16894	22	6.383154	0.6103896
ILMN_1763975	128.3839	21	8.673663	0.03116883
ILMN_1709900	112.0754	21	7.623385	0.1987013
ILMN_1688721	102.2764	15	7.172088	0.4584416
ILMN_3236599	178.2669	19	11.16814	0
ILMN_2055925	82.89124	23	3.846888	0.9480519
ILMN_1671981	87.95356	28	3.990598	0.8558441
ILMN_3242663	100.4775	23	7.355064	0.5168831
ILMN_1708941	107.5819	20	7.210589	0.3077922
ILMN_2230162	7027.054	39	228.8177	0
ILMN_1807691	96.59347	17	4.853944	0.6324675
ILMN_1778320	118.4815	18	4.885369	0.09740259
ILMN_1770065	105.0122	24	5.859446	0.3766234
ILMN_1721558	98.16385	23	4.882064	0.5818182
ILMN_3265237	183.3163	20	11.12376	0
ILMN_1674559	114.7492	20	7.706094	0.1415584
