ID_REF	VALUE	5455178010_A.Avg_NBEADS	5455178010_A.BEAD_STDERR	5455178010_A.Detection Pval
ILMN_3254152	115.8747	34	6.300138	0.1246753
ILMN_3177691	129.952	26	7.943291	0.02987013
ILMN_3262573	112.9534	19	10.84365	0.1779221
ILMN_3188054	101.5947	26	5.87252	0.4753247
ILMN_3264828	117.5195	29	6.604174	0.1064935
ILMN_3188360	102.8354	26	5.99592	0.4428571
ILMN_3188517	105.7036	17	7.8663	0.3662338
ILMN_3256926	298.9481	19	27.63707	0
ILMN_3184334	94.67065	16	6.820728	0.6831169
ILMN_3273047	106.548	26	8.016773	0.3415585
ILMN_3266027	99.46434	25	4.957097	0.5402597
ILMN_3186458	101.799	20	6.230776	0.4714286
ILMN_3271244	622.8747	10	27.03455	0
ILMN_3273340	111.4947	21	5.632455	0.2142857
ILMN_3181489	106.759	23	7.544953	0.3324675
ILMN_3188094	100.4009	26	3.306789	0.5194805
ILMN_3266745	100.4228	26	4.53399	0.5181818
ILMN_3272243	115.1786	21	6.987648	0.138961
ILMN_3189151	105.639	26	8.00362	0.3662338
ILMN_3256723	98.74559	26	5.435363	0.5636364
ILMN_3252383	102.9885	19	8.001862	0.4337662
ILMN_3188023	94.31914	12	6.064916	0.6896104
ILMN_3256958	101.957	25	5.967377	0.4675325
ILMN_3238312	83.1747	27	3.503639	0.9454545
ILMN_3187378	125.935	26	8.189078	0.04285714
ILMN_3252349	101.4176	24	6.776393	0.4818182
ILMN_3184109	113.2426	24	8.21752	0.1662338
ILMN_3261449	99.28585	29	4.854051	0.5467532
ILMN_3266265	111.4212	30	6.440854	0.2142857
ILMN_3238353	176.7724	20	11.88	0
ILMN_3264713	81.39629	25	3.867607	0.9623377
ILMN_3188245	92.03319	19	5.882033	0.761039
ILMN_3188151	91.00308	33	3.818611	0.7857143
ILMN_3272576	93.01537	26	5.377915	0.7246753
ILMN_3189286	84.41656	24	3.927952	0.9194805
ILMN_3191166	105.3194	20	6.969335	0.3727273
ILMN_3267631	100.8782	33	6.061111	0.5038961
ILMN_3256712	247.014	24	19.29333	0
ILMN_3238471	108.4861	22	9.25911	0.2883117
ILMN_3241675	102.4614	23	5.692074	0.4558442
ILMN_3265742	523.636	26	31.89455	0
ILMN_3183517	247.84	28	14.77994	0
ILMN_3255087	90.23724	20	4.177241	0.8038961
ILMN_3187571	105.391	27	6.168514	0.3727273
ILMN_3191913	95.04018	15	5.035528	0.6688312
ILMN_3268380	92.01797	18	4.167353	0.761039
ILMN_3253606	117.3838	16	9.121175	0.1064935
ILMN_3192430	111.6774	18	11.42801	0.2116883
ILMN_3232447	97.02247	38	4.553413	0.6168831
ILMN_3186158	100.847	23	5.681268	0.5038961
ILMN_3190707	96.64157	21	4.534027	0.6311688
ILMN_3230388	101.2785	20	5.007913	0.487013
ILMN_3178273	160.7145	30	9.323565	0
ILMN_3258781	104.9909	31	5.823675	0.3766234
ILMN_3268492	96.5611	31	3.903369	0.6337662
ILMN_3246479	99.36437	19	8.348355	0.5454546
ILMN_3268675	96.20415	22	8.080571	0.6415585
ILMN_3192203	113.7674	26	6.177631	0.1584416
ILMN_3231108	104.2262	39	6.398969	0.4
ILMN_3259723	105.8528	24	7.930515	0.3649351
ILMN_3268590	108.7541	22	9.590591	0.2831169
ILMN_3183170	109.7663	16	8.449389	0.2532468
ILMN_3257335	97.2401	22	5.225246	0.6038961
ILMN_3241091	310.2775	21	17.83648	0
ILMN_3255029	104.9924	18	6.815488	0.3766234
ILMN_3187238	90.96033	28	4.625549	0.7857143
ILMN_3195253	952.2443	19	57.65201	0
ILMN_3266411	92.99014	24	3.744833	0.7246753
ILMN_3272838	87.94433	25	2.1468	0.8558441
ILMN_3271398	91.83622	15	3.839401	0.7623377
ILMN_3274119	98.04524	22	5.668781	0.587013
ILMN_3177991	99.93758	29	4.5709	0.5298702
ILMN_3269131	97.87804	16	8.313745	0.5909091
ILMN_3261611	98.4063	32	3.378386	0.5779221
ILMN_3185147	88.90244	20	4.151995	0.8389611
ILMN_3177167	100.3388	26	6.274134	0.5194805
ILMN_3253627	116.7259	20	8.928563	0.1116883
ILMN_3255965	127.6677	13	10.57914	0.03636364
ILMN_3183139	290.9599	19	14.25742	0
ILMN_3176090	1518.139	30	79.20084	0
ILMN_3182317	96.96941	23	4.069436	0.6181818
ILMN_3270823	91.60008	19	3.957924	0.7688312
ILMN_3235987	106.6885	21	8.096571	0.3350649
ILMN_3258321	449.6277	15	29.67898	0
ILMN_3192156	100.2371	13	4.9614	0.5207792
ILMN_3268813	120.5249	25	8.057508	0.07662338
ILMN_3254992	116.6137	31	7.073539	0.1142857
ILMN_3257856	105.0911	17	6.961855	0.3766234
ILMN_3177280	100.553	24	4.988693	0.512987
ILMN_3267609	100.5219	32	6.151778	0.5142857
ILMN_3261101	96.6124	26	3.570573	0.6324675
ILMN_3190666	93.20354	25	4.661092	0.7207792
ILMN_3181910	136.103	21	9.424425	0.01298701
ILMN_3266517	108.209	29	5.61012	0.2961039
ILMN_3185593	97.15181	14	10.21564	0.6116883
ILMN_3254462	110.6498	34	4.796851	0.225974
ILMN_3266005	85.77219	22	3.834999	0.9012987
ILMN_3267142	101.5238	22	6.130194	0.4779221
ILMN_3267345	115.4156	21	9.065096	0.1337662
ILMN_3191502	112.2172	25	7.859724	0.1935065
ILMN_3262376	96.92257	16	8.258073	0.6207792
ILMN_3217332	99.29456	26	4.701933	0.5467532
ILMN_3199916	14759.68	26	628.6476	0
ILMN_3201192	110.6239	21	5.810122	0.2272727
ILMN_3294119	96.03526	27	3.638624	0.6454545
ILMN_3238904	120.3721	26	7.652507	0.07792208
ILMN_3293007	102.2469	17	7.595369	0.4597403
ILMN_3216496	96.29457	23	5.803072	0.638961
ILMN_3283463	116.3138	18	4.715518	0.1168831
ILMN_3206951	92.74617	18	4.274434	0.7363636
ILMN_3212616	96.28622	21	6.443854	0.638961
ILMN_3296436	97.79088	22	5.243148	0.5922078
ILMN_3207366	89.73312	26	3.530714	0.8142857
ILMN_3285446	92.82549	26	4.320034	0.7311688
ILMN_3248399	96.0649	20	5.369899	0.6441559
ILMN_3275595	102.3188	21	7.382915	0.4584416
ILMN_3204874	131.5392	15	10.18813	0.02467532
ILMN_3284823	85.65605	30	3.872953	0.9012987
ILMN_3200060	101.8573	25	5.847712	0.4714286
ILMN_3275026	110.1951	19	9.974726	0.2428571
ILMN_3211199	121.0582	29	6.854153	0.07532468
ILMN_3293210	93.86786	23	4.654394	0.7064935
ILMN_3216699	104.0552	13	6.770328	0.4051948
ILMN_3290446	92.92499	16	10.66083	0.7285714
ILMN_3286444	97.3633	22	5.620588	0.6025974
ILMN_3286470	100.1322	20	5.594534	0.5233766
ILMN_3286265	100.8499	25	5.599359	0.5038961
ILMN_3291320	108.8211	36	4.788534	0.2831169
ILMN_3290323	125.0296	25	12.96385	0.04545455
ILMN_3199483	111.139	28	5.785983	0.2194805
ILMN_3280238	98.63459	26	5.441662	0.5727273
ILMN_3288242	91.35418	10	3.146289	0.774026
ILMN_3274344	115.6288	23	8.9479	0.1298701
ILMN_3201960	100.6781	27	6.080607	0.5103896
ILMN_3213104	99.07739	24	5.544395	0.5506493
ILMN_3280359	104.0397	32	6.090831	0.4051948
ILMN_3204720	85.4521	18	4.899162	0.9051948
ILMN_3292970	90.49547	23	4.961723	0.7974026
ILMN_3293346	105.0751	29	6.115719	0.3766234
ILMN_3199736	112.4521	24	6.717927	0.1896104
ILMN_3276203	174.1256	32	9.952546	0
ILMN_3200450	88.60063	22	4.899708	0.8467532
ILMN_3276713	94.09464	22	3.885834	0.6987013
ILMN_3200234	103.7806	17	8.728407	0.4090909
ILMN_3296943	148.0073	30	6.842045	0.001298701
ILMN_3216365	513.8418	20	24.6635	0
ILMN_3217960	108.6761	12	13.49506	0.2844156
ILMN_3294484	113.817	26	7.755389	0.1558442
ILMN_3288280	103.5799	27	4.868261	0.4142857
ILMN_3198679	91.24068	18	4.974106	0.7805195
ILMN_3287871	108.6853	18	5.323501	0.2844156
ILMN_3201334	97.29393	12	6.860013	0.6025974
ILMN_3279585	86.26396	25	4.765332	0.8961039
ILMN_3203729	111.0227	24	8.107161	0.2220779
ILMN_3202062	88.02055	22	5.283178	0.8558441
ILMN_3278538	98.84552	15	5.928142	0.561039
ILMN_3285332	98.61224	21	5.724565	0.5727273
ILMN_3200261	117.5775	15	12.52893	0.1038961
ILMN_3203609	97.19835	31	4.024726	0.6077922
ILMN_3291578	95.31177	25	6.12939	0.6662338
ILMN_3210304	117.6758	24	5.761925	0.1025974
ILMN_3286809	109.8464	26	8.337104	0.2519481
ILMN_3213406	97.76147	29	5.091013	0.5935065
ILMN_3293284	92.18339	20	5.099164	0.7571428
ILMN_3211833	90.50971	16	5.872833	0.7961039
ILMN_3294126	111.6981	21	6.516274	0.2116883
ILMN_3285762	108.0271	22	7.129001	0.2987013
ILMN_3217354	85.45618	21	4.006459	0.9051948
ILMN_3294405	119.7146	21	4.681651	0.08571429
ILMN_3211746	129.5472	19	12.62378	0.03116883
ILMN_3288245	115.4702	25	11.41625	0.1337662
ILMN_3204305	88.5868	20	4.94954	0.8467532
ILMN_3205258	101.8242	29	5.159136	0.4714286
ILMN_3205217	95.77887	21	4.281605	0.6571429
ILMN_3281719	89.76282	29	4.229808	0.8142857
ILMN_3203059	124.7979	24	10.14171	0.04805195
ILMN_3200203	114.0779	26	9.301767	0.1532468
ILMN_3280860	100.7798	24	6.519393	0.5038961
ILMN_3235188	129.8513	30	9.835157	0.02987013
ILMN_3282740	92.8842	22	5.699302	0.7311688
ILMN_3244698	108.3252	18	8.194225	0.2948052
ILMN_3202673	11295.26	26	555.5814	0
ILMN_3214477	107.4157	23	7.156934	0.312987
ILMN_3276909	98.66405	27	6.435035	0.5688311
ILMN_3230973	104.7196	29	5.070763	0.387013
ILMN_3214532	5986.933	27	302.0183	0
ILMN_3283775	1576.871	21	70.40651	0
ILMN_3282726	92.52525	19	3.894253	0.7376623
ILMN_3206217	99.49515	25	4.752461	0.5402597
ILMN_3209220	112.0405	22	5.198807	0.2
ILMN_3247582	101.1338	24	5.694274	0.4974026
ILMN_3287483	109.1401	28	7.346396	0.2766234
ILMN_3210986	85.61237	18	6.070251	0.9038961
ILMN_3203724	110.5531	15	9.464128	0.2272727
ILMN_3283782	89.53519	24	4.08868	0.8233766
ILMN_3232057	111.9808	25	5.984872	0.2038961
ILMN_3202942	103.5264	20	6.073474	0.4155844
ILMN_3231183	106.1474	14	6.078845	0.3545454
ILMN_3287144	99.28359	22	6.104298	0.5467532
ILMN_3203550	88.10213	16	3.365264	0.8532467
ILMN_3295503	105.2519	24	7.537797	0.374026
ILMN_3275729	106.9399	22	6.404899	0.3220779
ILMN_3202301	107.4824	22	5.831022	0.3116883
ILMN_3293258	93.50877	18	5.236317	0.7155844
ILMN_3199772	94.2188	17	5.443207	0.6961039
ILMN_3286845	111.7654	21	10.21998	0.2064935
ILMN_3294028	111.0491	14	12.99067	0.2220779
ILMN_3278357	101.4822	23	6.502342	0.4805195
ILMN_3202353	100.0591	28	6.595218	0.5285714
ILMN_3289262	1223.856	22	56.72459	0
ILMN_3204040	96.56026	29	4.499166	0.6337662
ILMN_3294612	102.6384	19	7.509789	0.4467532
ILMN_3218084	112.2542	21	9.848895	0.1935065
ILMN_3248076	126.1023	32	4.856224	0.04155844
ILMN_3199628	118.4391	22	7.422288	0.09740259
ILMN_3276095	108.923	27	4.843022	0.2818182
ILMN_3286523	90.92444	23	3.883816	0.787013
ILMN_3282495	102.3953	17	7.890744	0.4584416
ILMN_3289297	80.6576	22	2.564996	0.9662338
ILMN_3209477	102.3052	15	5.833663	0.4584416
ILMN_3199697	120.4132	26	6.368447	0.07792208
ILMN_3294339	108.5986	28	5.307158	0.2857143
ILMN_3286403	109.7855	26	7.111195	0.2532468
ILMN_3295917	95.75127	21	5.147891	0.6571429
ILMN_3205353	205.5175	12	30.99165	0
ILMN_3200106	108.6034	26	8.94432	0.2857143
ILMN_3278208	95.40747	22	7.17122	0.6636364
ILMN_3200652	108.0433	24	5.475184	0.2974026
ILMN_3283455	93.29142	26	4.27953	0.7194805
ILMN_3201163	107.4768	19	7.639349	0.3116883
ILMN_3279881	99.96313	26	6.233586	0.5298702
ILMN_3211343	99.43972	13	8.542509	0.5402597
ILMN_3287840	108.3536	26	4.500668	0.2935065
ILMN_3287488	109.1933	20	7.466201	0.2727273
ILMN_3282382	95.78244	20	4.724725	0.6571429
ILMN_3215992	96.15437	24	5.070634	0.6441559
ILMN_3203625	96.6427	19	5.471363	0.6311688
ILMN_3280126	130.5066	14	5.326029	0.02857143
ILMN_3294071	105.68	30	5.708999	0.3662338
ILMN_3246783	154.0862	31	11.44325	0.001298701
ILMN_3239357	107.5616	28	5.687276	0.3090909
ILMN_3290715	115.5577	26	8.598969	0.1324675
ILMN_3214213	97.41518	28	3.917833	0.6012987
ILMN_3278070	545.7296	23	25.87794	0
ILMN_3203815	103.5453	22	4.760846	0.4142857
ILMN_3212737	102.9291	27	6.104499	0.4376623
ILMN_3283996	105.1924	22	6.512449	0.3753247
ILMN_3208344	92.71567	28	3.467441	0.7363636
ILMN_3218721	169.8084	31	12.2074	0
ILMN_3285343	114.1913	21	10.03322	0.1532468
ILMN_3208833	95.89207	23	4.474735	0.6532468
ILMN_3278835	92.33303	24	3.420516	0.7493507
ILMN_3234605	93.07517	26	3.42054	0.7246753
ILMN_3215367	116.8589	23	7.41427	0.1103896
ILMN_3296087	100.3694	25	5.319143	0.5194805
ILMN_3219558	106.6633	16	6.898327	0.3363636
ILMN_3242572	116.4742	14	12.22716	0.1142857
ILMN_3209156	106.6689	15	7.983829	0.3363636
ILMN_3282387	94.04657	29	4.914615	0.7
ILMN_3274578	112.0456	17	9.331128	0.1987013
ILMN_3247380	106.643	23	5.79867	0.3402597
ILMN_3293676	7445.802	33	315.5204	0
ILMN_3293127	112.5699	28	7.810107	0.1857143
ILMN_3216902	116.682	30	5.580021	0.1116883
ILMN_3289764	157.5594	15	15.76011	0
ILMN_3278879	93.28555	15	4.567711	0.7194805
ILMN_3237897	91.08531	32	5.713691	0.7857143
ILMN_3284545	89.52615	31	3.895135	0.8233766
ILMN_3282263	99.75951	23	4.70802	0.5337662
ILMN_3209755	87.7061	16	4.453733	0.8636364
ILMN_3280695	107.341	26	5.119678	0.3142857
ILMN_3204189	93.88794	32	6.132289	0.7064935
ILMN_3287874	99.43684	26	4.941329	0.5402597
ILMN_3293749	98.34566	27	4.283283	0.5779221
ILMN_3213444	105.9873	15	10.83669	0.3584416
ILMN_3296811	103.48	28	5.623765	0.4181818
ILMN_3202832	80.75526	23	4.159033	0.9649351
ILMN_3279320	127.713	23	7.817324	0.03636364
ILMN_3215552	113.3021	21	10.92597	0.1649351
ILMN_3283695	96.00645	27	5.034279	0.648052
ILMN_3285159	96.76582	34	4.71544	0.6272727
ILMN_3236294	91.26935	22	2.607834	0.7779221
ILMN_3282632	102.4808	22	6.550069	0.451948
ILMN_3294268	104.7371	15	8.570797	0.387013
ILMN_3247190	110.6198	23	9.273692	0.2272727
ILMN_3204908	90.07323	18	8.240667	0.8103896
ILMN_3292853	87.63385	28	4.522353	0.8662338
ILMN_3294011	93.85838	27	4.759325	0.7064935
ILMN_3291673	124.79	21	8.659773	0.04805195
ILMN_3283114	135.124	17	14.48821	0.01428571
ILMN_3201138	94.31108	25	4.967865	0.6909091
ILMN_3239930	93.65437	19	4.686771	0.7142857
ILMN_3289779	115.375	32	7.307212	0.1337662
ILMN_3280926	116.1349	26	5.741197	0.1194805
ILMN_3240502	97.13001	22	4.914027	0.612987
ILMN_3275071	100.1226	21	5.980624	0.5233766
ILMN_3213761	95.88597	21	5.685661	0.6532468
ILMN_3296040	90.57878	15	4.083877	0.7961039
ILMN_3206986	110.1227	31	7.082461	0.2454545
ILMN_3244723	89.24505	23	4.816917	0.8285714
ILMN_3287153	90.28568	13	3.330292	0.8012987
ILMN_3219534	96.13731	25	4.01054	0.6441559
ILMN_3288731	100.9291	22	6.988941	0.5012987
ILMN_3238425	105.2301	22	4.063085	0.374026
ILMN_3292114	124.1493	18	11.12863	0.05454545
ILMN_3291063	106.0468	28	4.468433	0.3584416
ILMN_3214558	104.3584	24	5.580135	0.3961039
ILMN_3230517	111.9595	31	5.635092	0.2038961
ILMN_3215392	90.86147	20	4.371008	0.7896104
ILMN_3235685	93.24593	27	5.044505	0.7207792
ILMN_3287324	90.57788	17	4.241517	0.7961039
ILMN_3241715	97.14875	27	4.6717	0.6116883
ILMN_3280496	604.4098	25	34.43053	0
ILMN_3213727	123.0496	24	7.972265	0.06623377
ILMN_3290232	127.0225	23	9.351665	0.03896104
ILMN_3295075	760.9787	25	27.2174	0
ILMN_3291556	117.0002	30	6.869856	0.1103896
ILMN_3215047	103.6132	20	7.02677	0.412987
ILMN_3276071	121.5489	26	10.90551	0.07142857
ILMN_3218305	110.6603	27	4.981376	0.2246753
ILMN_3285162	227.4788	27	11.59552	0
ILMN_3205910	205.2378	20	13.89882	0
ILMN_3201183	117.1998	28	7.617228	0.1090909
ILMN_3294114	106.2816	29	5.498562	0.3506494
ILMN_3291614	101.8062	26	5.562244	0.4714286
ILMN_3199538	117.1362	23	9.259286	0.1090909
ILMN_3211262	95.24151	25	4.740588	0.6675324
ILMN_3232926	88.81598	25	2.882422	0.8402597
ILMN_3239475	92.34071	24	5.737729	0.7493507
ILMN_3293734	104.9318	26	6.586696	0.3779221
ILMN_3282578	102.8604	18	4.90562	0.4402598
ILMN_3208191	90.88217	11	8.053271	0.7883117
ILMN_3207087	98.69524	25	4.575734	0.5662338
ILMN_3286594	92.74066	22	5.67811	0.7363636
ILMN_3289171	502.5705	24	46.55722	0
ILMN_3274247	94.34187	17	3.34715	0.6896104
ILMN_3200281	89.88715	19	4.687912	0.812987
ILMN_3211707	92.57818	15	4.5857	0.7376623
ILMN_3288210	93.98733	18	4.419978	0.7051948
ILMN_3287855	100.874	30	5.405284	0.5038961
ILMN_3209330	97.11768	26	4.554911	0.6142857
ILMN_3282061	97.90815	29	4.585409	0.5896104
ILMN_3289057	103.258	17	10.21144	0.4246753
ILMN_3238869	104.6998	24	7.851237	0.3896104
ILMN_3283866	95.5138	23	5.210052	0.6623377
ILMN_3202242	117.739	27	10.05217	0.1012987
ILMN_3278345	89.61523	16	3.617575	0.8207792
ILMN_3202306	114.032	16	13.91466	0.1532468
ILMN_3232389	102.8671	31	4.789076	0.4402598
ILMN_3208780	97.17476	16	5.781779	0.6103896
ILMN_3230845	110.8978	26	7.021797	0.2233766
ILMN_3292224	318.3711	29	22.31492	0
ILMN_3215712	1789.877	30	71.86743	0
ILMN_3234910	98.31936	33	4.032692	0.5779221
ILMN_3283225	145.4351	18	12.13881	0.001298701
ILMN_3246525	102.1982	18	7.166267	0.4597403
ILMN_3293949	110.7903	21	6.064172	0.2233766
ILMN_3289182	105.8229	13	9.696114	0.3649351
ILMN_3288183	104.7604	21	8.714243	0.387013
ILMN_3202576	134.9422	18	8.284404	0.01428571
ILMN_3288525	105.1826	19	7.327229	0.3753247
ILMN_3278287	97.68353	17	5.449873	0.5948052
ILMN_3280382	120.7094	14	15.39202	0.07532468
ILMN_3290870	106.3645	13	7.756079	0.3480519
ILMN_3287722	99.45771	24	6.957529	0.5402597
ILMN_3296076	101.8633	23	6.491291	0.4714286
ILMN_3219542	92.4368	31	3.957091	0.7415584
ILMN_3217577	154.3797	18	9.176577	0.001298701
ILMN_3279210	94.19249	30	4.011223	0.6987013
ILMN_3202729	103.4178	26	5.462736	0.4207792
ILMN_3211472	106.1279	23	5.300086	0.3558442
ILMN_3275137	94.25385	20	5.084872	0.6935065
ILMN_3287219	103.2572	28	6.852832	0.4246753
ILMN_3203126	104.8087	21	6.378757	0.3857143
ILMN_3242349	103.3691	18	9.509222	0.4220779
ILMN_3279863	104.7644	25	3.759966	0.387013
ILMN_3279144	161.8271	22	12.1974	0
ILMN_3200539	1199.046	41	47.65102	0
ILMN_3294637	112.3228	30	6.550813	0.1922078
ILMN_3212007	105.621	21	5.601499	0.3662338
ILMN_3279927	94.73779	27	4.623874	0.6792208
ILMN_3284036	115.1368	12	8.934281	0.138961
ILMN_3203878	102.5167	12	8.229234	0.4493507
ILMN_3280459	98.85704	18	7.32111	0.561039
ILMN_3274973	103.9794	21	6.938141	0.4064935
ILMN_3211641	101.7125	31	3.939342	0.474026
ILMN_3275337	109.7438	16	7.922575	0.2558441
ILMN_3210464	124.6307	18	8.247808	0.04935065
ILMN_3296840	94.99496	17	5.982531	0.6688312
ILMN_3284078	94.86061	22	4.82763	0.6753247
ILMN_3289302	105.0768	25	5.638488	0.3766234
ILMN_3200555	101.9061	26	5.26618	0.4701299
ILMN_3245748	93.90011	20	5.198917	0.7064935
ILMN_3292711	102.4907	22	7.306629	0.4506494
ILMN_3216195	95.69479	21	4.329173	0.6571429
ILMN_3199743	86.60247	22	3.271909	0.8883117
ILMN_3245738	90.64529	16	4.452264	0.7948052
ILMN_3295946	84.57481	16	4.143904	0.9168831
ILMN_3219340	5128.27	22	263.1007	0
ILMN_3236304	99.55845	25	5.360329	0.5389611
ILMN_3231550	2889.671	15	225.5992	0
ILMN_3204668	111.943	17	11.18632	0.2038961
ILMN_3281383	104.7873	26	5.980469	0.3857143
ILMN_3204878	137.2982	22	7.478672	0.01168831
ILMN_3235180	116.4691	21	7.818357	0.1142857
ILMN_3292990	116.1692	24	7.899275	0.1181818
ILMN_3292155	97.74115	31	4.855202	0.5935065
ILMN_3214579	144.3377	11	17.82633	0.002597403
ILMN_3208818	93.75768	29	3.970619	0.7103896
ILMN_3208233	410.0768	30	14.84632	0
ILMN_3280294	102.2198	17	9.992276	0.4597403
ILMN_3206827	258.5585	26	14.35801	0
ILMN_3210604	97.87064	31	4.728496	0.5909091
ILMN_3200885	96.72957	25	5.203399	0.6272727
ILMN_3293244	117.0679	19	7.337388	0.1090909
ILMN_3280331	95.0853	25	4.174189	0.6688312
ILMN_3200560	101.8024	13	7.871171	0.4714286
ILMN_3289897	96.77426	28	4.487439	0.6272727
ILMN_3205523	100.8955	26	4.521365	0.5025974
ILMN_3282034	96.21758	24	5.50808	0.6402597
ILMN_3277152	96.21114	23	4.350148	0.6402597
ILMN_3200673	100.3805	21	6.059931	0.5194805
ILMN_3281365	160.8282	27	7.965179	0
ILMN_3206679	96.52647	15	9.181791	0.635065
ILMN_3244949	109.9506	23	8.023118	0.2506494
ILMN_3289287	102.3352	22	4.397684	0.4584416
ILMN_3207073	96.57958	20	5.522792	0.6324675
ILMN_3291828	89.06518	24	3.269815	0.8337662
ILMN_3286286	106.6039	19	7.626109	0.3402597
ILMN_3244300	101.1784	24	5.675333	0.4948052
ILMN_3288587	595.1025	26	27.15678	0
ILMN_3285742	134.4072	23	10.38466	0.01428571
ILMN_3199974	951.691	25	69.39548	0
ILMN_3214384	97.64186	28	5.803389	0.5961039
ILMN_3290889	96.59605	18	5.284333	0.6324675
ILMN_3288840	99.43311	24	6.246997	0.5402597
ILMN_3212340	94.17854	27	4.769612	0.6987013
ILMN_3209832	2138.679	14	224.9747	0
ILMN_3281470	94.67861	20	7.712393	0.6831169
ILMN_3282745	80.25986	16	3.83559	0.9675325
ILMN_3212051	117.7789	31	6.32839	0.1012987
ILMN_3209563	100.6322	24	8.233931	0.512987
ILMN_3233254	104.8972	18	7.694248	0.3805195
ILMN_3289079	94.58415	30	4.174658	0.6844156
ILMN_3201840	109.0745	27	8.606412	0.2766234
ILMN_3292013	95.99272	24	4.925676	0.648052
ILMN_3202521	91.73462	23	6.442071	0.7623377
ILMN_3209734	107.2243	20	9.348274	0.3181818
ILMN_3282897	80.30177	18	3.632015	0.9675325
ILMN_3215006	108.9827	17	7.575095	0.2779221
ILMN_3280998	138.2755	25	5.932985	0.007792208
ILMN_3243568	216.49	25	9.884573	0
ILMN_3292528	93.07688	12	9.22882	0.7246753
ILMN_3236284	92.38354	21	6.150521	0.7480519
ILMN_3247797	104.4401	20	8.279503	0.3935065
ILMN_3204808	89.99664	20	5.701017	0.8116883
ILMN_3281309	203.869	21	13.30935	0
ILMN_3204903	105.6889	21	5.390654	0.3662338
ILMN_3281855	98.90501	8	8.004297	0.5558441
ILMN_3241127	114.0042	25	5.196659	0.1532468
ILMN_3284000	91.95057	22	5.834454	0.761039
ILMN_3204275	183.8944	28	9.851098	0
ILMN_3286490	108.8552	19	5.617458	0.2818182
ILMN_3208014	1068.629	27	65.35073	0
ILMN_3275106	749.9299	21	63.0598	0
ILMN_3239799	94.43518	19	5.459488	0.687013
ILMN_3216684	88.01405	21	4.99556	0.8558441
ILMN_3230315	104.6734	20	6.82105	0.3896104
ILMN_3218364	105.583	23	6.264518	0.3675325
ILMN_3282517	103.1832	25	6.68168	0.4285714
ILMN_3239907	99.48406	20	6.228628	0.5402597
ILMN_3203636	101.1837	16	7.548274	0.4948052
ILMN_3232869	114.6458	28	6.405861	0.1441558
ILMN_3248795	97.9835	27	6.828762	0.5896104
ILMN_3203507	94.90549	22	4.472797	0.674026
ILMN_3274299	105.0098	24	4.63485	0.3766234
ILMN_3201876	96.93499	26	6.519423	0.6194805
ILMN_3293229	100.2564	18	6.113735	0.5207792
ILMN_3216720	101.6331	23	5.648305	0.4753247
ILMN_3296181	96.47913	22	4.412501	0.635065
ILMN_3214230	94.87359	22	4.531605	0.6753247
ILMN_3284420	117.3503	20	9.981484	0.1077922
ILMN_3204346	124.4378	31	7.672873	0.05194805
ILMN_3244733	91.35858	28	3.989456	0.774026
ILMN_3200189	89.2293	21	5.624623	0.8298701
ILMN_3277082	95.71614	21	4.548078	0.6571429
ILMN_3275489	5899.537	31	262.5532	0
ILMN_3282245	90.29242	35	4.174974	0.8012987
ILMN_3198715	86.37508	24	3.856841	0.8922078
ILMN_3296509	97.04248	32	4.973484	0.6168831
ILMN_3242137	103.0268	27	5.899574	0.4324675
ILMN_3235373	125.01	29	8.527425	0.04545455
ILMN_3290699	97.28646	17	5.81168	0.6025974
ILMN_3275696	710.0721	20	50.70503	0
ILMN_3208216	128.732	18	14.38091	0.03116883
ILMN_3290743	99.33963	22	6.677567	0.5467532
ILMN_3233354	136.3307	26	12.14765	0.01298701
ILMN_3279611	94.86849	27	4.846477	0.6753247
ILMN_3208811	84.74995	29	3.830861	0.9155844
ILMN_3203116	97.60123	20	7.618059	0.5961039
ILMN_3243356	87.20097	29	3.272592	0.8753247
ILMN_3249613	103.19	25	7.109614	0.4285714
ILMN_3244014	99.68117	18	7.511698	0.5363637
ILMN_3239084	105.606	25	6.05663	0.3675325
ILMN_3240490	186.0801	16	22.88936	0
ILMN_3291511	323.9786	19	21.84622	0
ILMN_3239455	99.39242	25	5.471513	0.5441558
ILMN_3274646	100.2751	17	4.408642	0.5207792
ILMN_3238377	99.05748	21	4.421728	0.5519481
ILMN_3238291	94.84158	24	6.001908	0.6766234
ILMN_3241350	108.1888	19	6.376268	0.2961039
ILMN_3239803	93.15908	18	4.069724	0.7220779
ILMN_3239846	94.80495	19	6.496709	0.6779221
ILMN_3245093	145.0847	20	12.73047	0.001298701
ILMN_3276933	92.55745	25	4.898788	0.7376623
ILMN_3216811	92.71696	23	2.889255	0.7363636
ILMN_3215461	2086.693	17	217.2308	0
ILMN_3235449	86.57774	23	4.684698	0.8883117
ILMN_3246864	100.3532	25	6.671413	0.5194805
ILMN_3248747	117.2511	19	6.420538	0.1077922
ILMN_3290635	87.33637	20	2.59081	0.8727273
ILMN_3235446	95.19349	26	4.342102	0.6688312
ILMN_3235021	88.63979	28	4.868692	0.8454546
ILMN_3248157	142.3353	18	16.98712	0.003896104
ILMN_3246599	82.3531	14	3.594289	0.9558442
ILMN_3278809	107.175	17	7.171437	0.3207792
ILMN_3247979	111.4925	18	5.31758	0.2142857
